Sentence #,Word,Tag
37,willoughby,PER
38,this,O
38,experiment,O
38,was,O
38,so,O
38,far,O
38,successful,O
38,that,O
38,about,O
38,1,O
38,",",O
38,850,O
38,measures,O
38,miller,PER
38,and,O
38,richard,PER
38,attenborough,PER
39,now,O
39,",",O
39,come,O
39,into,O
39,general,O
39,use,O
39,that,O
39,are,O
39,obviously,O
39,a,O
39,great,O
39,improvement,O
39,on,O
39,the,O
39,ordinary,O
39,",",O
39,modern,O
39,style,O
39,and,O
39,use,O
39,in,O
39,england,LOC
39,",",O
39,which,O
39,is,O
39,in,O
39,fact,O
39,the,O
39,bodony,PER
39,type,O
40,it,O
40,is,O
40,discouraging,O
40,to,O
40,note,O
40,that,O
40,the,O
40,improvement,O
40,of,O
40,the,O
40,last,O
40,50,O
40,years,O
40,is,O
40,almost,O
40,wholly,O
40,confined,O
40,to,O
40,great,LOC
40,britain,LOC
41,here,O
41,and,O
41,there,O
41,a,O
41,book,O
41,is,O
41,printed,O
41,in,O
41,france,LOC
41,or,O
41,germany,LOC
41,with,O
41,some,O
41,pretension,O
41,to,O
41,good,O
41,taste,O
42,italy,LOC
42,is,O
42,contentedly,O
42,stagnant,O
43,america,LOC
43,has,O
43,produced,O
43,a,O
43,good,O
43,many,O
43,show,O
43,me,O
43,books,O
43,the,O
43,typography,O
43,paper,O
43,and,O
43,illustrations,O
43,of,O
43,which,O
43,are,O
43,",",O
43,however,O
44,even,O
44,the,O
44,cast,O
44,one,O
44,type,O
44,when,O
44,enlarged,O
44,shows,O
44,great,O
44,shortcomings,O
44,in,O
44,this,O
44,?,O
44,respect,O
45,instead,O
45,of,O
45,ending,O
45,in,O
45,the,O
45,sharp,O
45,and,O
45,clear,O
45,stroke,O
45,of,O
45,jensen,PER
45,',O
45,s,O
45,letters,O
46,this,O
46,is,O
46,awkward,O
46,if,O
46,you,O
46,have,O
46,to,O
46,read,O
46,bradshaws,PER
46,",",O
46,died,O
46,in,O
46,a,O
46,hurry,O
47,most,O
47,of,O
47,jensen,PER
47,',O
47,s,O
47,letters,O
47,are,O
47,designed,O
47,with,O
47,in,O
47,a,O
47,square,O
48,that,O
48,made,O
48,in,O
48,america,LOC
48,",",O
48,which,O
48,is,O
48,the,O
48,worst,O
48,conceivable,O
49,the,O
49,position,O
49,of,O
49,our,O
49,society,O
49,that,O
49,don,O
49,',O
49,t,O
49,work,O
49,of,O
49,utility,O
49,might,O
49,be,O
49,also,O
49,a,O
49,work,O
49,of,O
49,art,O
49,if,O
49,we,O
49,care,O
49,to,O
49,make,O
49,it,O
49,so,O
50,the,O
50,chronicles,O
50,of,O
50,nougat,O
50,volume,O
50,to,O
50,arthur,PER
50,griffith,PER
50,',O
50,s,O
50,section,O
50,for,O
50,new,O
50,gate,O
50,",",O
50,down,O
50,to,O
50,1818,O
51,with,O
51,criminals,O
51,and,O
51,misdemeanants,O
51,of,O
51,all,O
51,shades,O
51,crowding,O
51,perpetually,O
51,into,O
51,its,O
51,narrow,O
51,limits,O
51,",",O
51,the,O
51,letter,O
51,state,O
51,of,O
51,new,LOC
51,gate,LOC
51,was,O
51,worse,O
51,than,O
51,the,O
51,first,O
52,neeld,PER
52,gives,O
52,some,O
52,figures,O
52,which,O
52,will,O
52,illustrate,O
52,this,O
53,the,O
53,numbers,O
53,soon,O
53,increased,O
53,",",O
53,however,O
53,",",O
53,and,O
53,by,O
53,1811,O
53,had,O
53,again,O
53,risen,O
53,to,O
53,629,O
53,and,O
53,mr,O
53,nield,PER
53,was,O
53,told,O
53,that,O
53,there,O
53,had,O
53,been,O
53,at,O
53,one,O
53,time,O
54,300,O
54,debtors,O
54,and,O
54,900,O
54,criminals,O
54,in,O
54,newgate,LOC
54,or,O
54,1,O
54,",",O
54,200,O
54,prisoners,O
54,in,O
54,all,O
55,previous,O
55,to,O
55,that,O
55,date,O
55,there,O
55,have,O
55,been,O
55,700,O
55,or,O
55,800,O
55,frequently,O
55,and,O
55,once,O
55,in,O
55,mr,O
55,eckermann,PER
55,',O
55,s,O
55,time,O
55,1000,O
56,the,O
56,adequacy,O
56,of,O
56,the,O
56,jail,O
56,was,O
56,noticed,O
56,and,O
56,reported,O
56,upon,O
56,again,O
56,and,O
56,again,O
56,the,O
56,city,LOC
56,of,LOC
56,london,LOC
57,seldom,O
57,let,O
57,a,O
57,session,O
57,go,O
57,by,O
57,without,O
57,visiting,O
57,you,O
57,",",O
57,gate,O
58,the,O
58,grand,O
58,jury,O
58,made,O
58,a,O
58,special,O
58,presentment,O
58,to,O
58,the,ORG
58,court,ORG
58,of,ORG
58,common,ORG
58,council,ORG
58,",",O
58,pointing,O
58,out,O
58,on,O
58,the,O
58,side,O
58,",",O
58,which,O
58,was,O
58,intended,O
58,for,O
58,only,O
58,100,O
59,returns,O
59,laid,O
59,before,O
59,the,O
59,house,ORG
59,of,ORG
59,commons,ORG
59,showed,O
59,that,O
59,6,O
59,",",O
59,439,O
59,persons,O
59,have,O
59,been,O
59,committed,O
59,to,O
59,nougat,ORG
60,this,O
60,number,O
60,did,O
60,not,O
60,include,O
60,the,O
60,debtors,O
60,",",O
60,a,O
60,numerous,O
60,class,O
60,who,O
60,were,O
60,still,O
60,committed,O
60,to,O
60,newgate,LOC
60,",",O
60,pending,O
60,the,O
60,completion,O
60,of,O
60,the,O
60,white,LOC
60,cross,LOC
60,street,LOC
60,prison,O
61,in,O
61,order,O
61,to,O
61,realize,O
61,the,O
61,evil,O
61,entailed,O
61,by,O
61,incarceration,O
61,in,O
61,newgate,LOC
61,in,O
61,these,O
61,days,O
61,",",O
61,it,O
61,is,O
61,necessary,O
61,to,O
61,give,O
61,some,O
61,account,O
61,of,O
61,its,O
61,interior,O
62,full,O
62,details,O
62,of,O
62,the,O
62,arrangements,O
62,are,O
62,to,O
62,be,O
62,found,O
62,in,O
62,mr,O
62,neil,PER
62,',O
62,s,O
62,state,O
62,of,O
62,prisons,O
62,in,O
62,england,LOC
62,",",O
62,scotland,LOC
62,and,O
62,wales,LOC
62,published,O
62,in,O
62,1812,O
63,neeld,PER
63,takes,O
63,it,O
63,for,O
63,granted,O
63,that,O
63,the,O
63,former,O
63,rather,O
63,than,O
63,the,O
63,latter,O
63,prevailed,O
63,in,O
63,the,O
63,selection,O
64,the,O
64,long,O
64,narrow,O
64,yard,O
64,still,O
64,remained,O
64,as,O
64,we,O
64,saw,O
64,it,O
64,in,O
64,jacobite,O
64,times,O
65,on,O
65,the,O
65,top,O
65,of,O
65,the,O
65,jail,O
65,continues,O
65,neeld,PER
65,",",O
65,arawatch,PER
65,house,O
65,and,O
65,a,O
65,century,O
65,box,O
65,where,O
65,two,O
65,or,O
65,more,O
65,guards,O
65,with,O
65,dogs,O
65,and,O
65,firearms,O
66,neeld,PER
66,gives,O
66,on,O
66,the,O
66,authority,O
66,of,O
66,mr,O
66,burchell,PER
66,the,O
66,undersheriff,O
66,of,O
66,middlesex,LOC
67,table,O
67,showing,O
67,the,O
67,figures,O
67,for,O
67,the,O
67,year,O
67,ending,O
67,michael,PER
67,miss,PER
67,1802,O
68,15,O
68,",",O
68,000,O
68,of,O
68,these,O
68,were,O
68,issued,O
68,in,O
68,middlesex,LOC
68,alone,O
68,",",O
68,which,O
68,at,O
68,that,O
68,time,O
68,was,O
68,reckoned,O
68,as,O
68,only,O
68,a,O
68,15th,O
68,of,O
68,great,LOC
68,britain,LOC
69,the,O
69,number,O
69,of,O
69,arrests,O
69,actually,O
69,made,O
69,was,O
69,114,O
69,",",O
69,300,O
69,for,O
69,the,O
69,kingdom,O
69,and,O
69,7024,O
69,middlesex,LOC
70,neeld,PER
70,also,O
70,says,O
70,that,O
70,in,O
70,1793,O
71,5719,O
71,ricks,PER
71,and,O
71,executions,O
71,for,O
71,decks,O
71,between,O
71,10,O
71,lb,O
71,and,O
71,20,O
71,lb,O
71,were,O
71,issued,O
71,in,O
71,middlesex,LOC
72,alfred,PER
72,",",O
72,the,PER
72,great,PER
72,established,O
72,the,O
72,court,ORG
72,baron,ORG
72,the,O
72,hundred,ORG
72,court,ORG
72,and,O
72,the,O
72,county,ORG
72,court,ORG
72,",",O
72,which,O
72,",",O
72,among,O
72,other,O
72,matters,O
72,",",O
72,entertain,O
72,",",O
72,please,O
72,for,O
72,debt,O
73,lake,ORG
73,county,ORG
73,court,ORG
73,was,O
73,the,O
73,sheriffs,O
73,who,O
73,said,O
73,they,O
73,',O
73,re,O
73,surrounded,O
73,by,O
73,the,O
73,bishop,O
73,and,O
73,the,O
73,magnets,O
73,of,O
73,the,O
73,county,O
74,but,O
74,as,O
74,time,O
74,passed,O
74,difficulties,O
74,and,O
74,delays,O
74,in,O
74,obtaining,O
74,judgment,O
74,led,O
74,to,O
74,the,O
74,removal,O
74,of,O
74,causes,O
74,to,O
74,the,O
74,great,O
74,court,ORG
74,of,ORG
74,king,ORG
74,',O
74,s,ORG
74,bench,ORG
75,so,O
75,much,O
75,inconvenience,O
75,ensued,O
75,that,O
75,in,O
75,1518,O
75,the,O
75,corporation,ORG
75,obtained,O
75,from,O
75,parliament,ORG
75,and,O
75,act,O
75,empowering,O
75,to,O
75,alderman,O
76,f,O
76,!,O
76,our,O
76,common,O
76,councilman,O
76,to,O
76,hold,O
76,courts,O
76,of,O
76,requests,O
76,or,O
76,courts,O
76,of,O
76,conscience,O
76,to,O
76,hear,O
76,and,O
76,determine,O
76,all,O
76,causes,O
76,of,O
76,death,O
77,these,O
77,courts,O
77,were,O
77,extended,O
77,to,O
77,centuries,O
77,later,O
77,to,O
77,several,O
77,large,O
77,provincial,O
77,towns,O
77,and,O
77,all,O
77,were,O
77,in,O
77,full,O
77,activity,O
77,when,O
77,nield,PER
77,road,O
78,the,O
78,activity,O
78,",",O
78,as,O
78,well,O
78,as,O
78,the,O
78,futility,O
78,of,O
78,these,O
78,courts,O
78,",",O
78,may,O
78,be,O
78,estimated,O
78,from,O
78,the,O
78,statement,O
78,given,O
78,by,O
78,neil,PER
79,1312,O
79,debtors,O
79,were,O
79,committed,O
79,by,O
79,them,O
79,to,O
79,newgate,LOC
79,between,O
79,1797,O
79,and,O
79,1808,O
80,field,PER
80,found,O
80,at,O
80,his,O
80,visit,O
80,to,O
80,newgate,LOC
80,in,O
80,1810,O
81,amongst,O
81,others,O
81,",",O
81,thomas,PER
81,blackburn,PER
81,had,O
81,been,O
81,committed,O
81,on,O
81,october,O
81,15th,O
81,for,O
81,a,O
81,debt,O
81,of,O
81,one,O
81,shilling,O
81,five,O
81,pence,O
82,thomas,PER
82,dobson,PER
82,",",O
82,on,O
82,22nd,O
82,august,O
82,1799,O
82,for,O
82,one,O
82,shilling,O
82,with,O
82,costs,O
82,of,O
82,eight,O
82,shillings,O
82,",",O
82,ten,O
82,pence,O
83,and,O
83,susanna,PER
83,evans,PER
83,in,O
83,october,O
83,the,O
83,same,O
83,year,O
83,for,O
83,two,O
83,shillings,O
83,with,O
83,cost,O
83,6,O
83,shillings,O
83,a,O
83,pence,O
84,other,O
84,cases,O
84,are,O
84,recorded,O
84,elsewhere,O
84,that,O
84,the,O
84,gilts,O
84,1st,LOC
84,street,LOC
84,concert,O
84,",",O
84,where,O
84,in,O
84,1805,O
84,mister,PER
84,kneeled,PER
84,",",O
84,found,O
84,a,O
84,man,O
84,named,O
84,william,PER
84,grant,PER
85,and,O
85,john,PER
85,lancaster,PER
85,",",O
85,for,O
85,one,O
85,shilling,O
85,",",O
85,a,O
85,test,O
85,with,O
85,costs,O
85,of,O
85,7,O
85,shillings,O
85,sixpence,O
85,quote,O
86,these,O
86,",",O
86,surely,O
86,",",O
86,i,O
86,thought,O
86,",",O
86,says,O
86,mr,O
86,neal,PER
86,",",O
86,we,O
86,',O
86,re,O
86,bad,O
86,enough,O
86,",",O
86,but,O
86,it,O
86,was,O
86,not,O
86,so,O
86,and,O
86,quote,O
87,he,O
87,recites,O
87,another,O
87,most,O
87,outrageous,O
87,and,O
87,extraordinary,O
87,case,O
87,in,O
87,which,O
87,one,O
87,john,PER
87,byrd,PER
88,bird,O
88,was,O
88,however,O
88,discharged,O
88,within,O
88,3,O
88,days,O
88,by,O
88,a,O
88,subscription,O
88,raised,O
88,among,O
88,his,O
88,fellow,O
88,prisoners,O
89,mr,O
89,buxton,PER
89,",",O
89,in,O
89,his,O
89,inquiry,O
89,into,O
89,the,O
89,system,ORG
89,of,ORG
89,prison,ORG
89,discipline,ORG
90,aladdin,O
90,question,O
90,was,O
90,found,O
90,in,O
90,coldbath,LOC
90,field,LOC
90,',O
90,s,O
90,prison,O
90,to,O
90,which,O
90,he,O
90,had,O
90,been,O
90,sent,O
90,for,O
90,a,O
90,month,O
90,in,O
90,default,O
90,of,O
90,paying,O
90,a,O
90,fine,O
90,of,O
90,forty,O
90,shillings,O
91,he,O
91,had,O
91,been,O
91,in,O
91,the,O
91,employ,O
91,of,O
91,a,O
91,corn,O
91,chandler,PER
91,at,O
91,islington,LOC
91,and,O
91,went,O
91,into,O
91,london,LOC
91,with,O
91,his,O
91,master,O
91,',O
91,s,O
91,cart,O
91,and,O
91,horse,O
92,there,O
92,was,O
92,in,O
92,the,O
92,city,O
92,road,O
92,a,O
92,temporary,O
92,bar,O
92,with,O
92,a,O
92,collector,O
92,of,O
92,tolls,O
92,who,O
92,was,O
92,sometimes,O
92,on,O
92,the,O
92,spot,O
92,and,O
92,sometimes,O
92,not,O
93,mr,O
93,buxton,PER
93,',O
93,s,O
93,friends,O
93,at,O
93,once,O
93,paid,O
93,the,O
93,forty,O
93,shillings,O
93,",",O
93,and,O
93,the,O
93,boy,O
93,was,O
93,released,O
94,neils,PER
94,gives,O
94,a,O
94,list,O
94,of,O
94,the,O
94,various,O
94,items,O
94,charged,O
94,upon,O
94,a,O
94,debt,O
94,of,O
94,10,O
94,lb,O
94,",",O
94,which,O
94,included,O
94,instructions,O
94,to,O
94,sue,O
95,before,O
95,dealing,O
95,with,O
95,the,O
95,debtors,O
95,in,O
95,newgate,LOC
95,prefer,O
95,",",O
95,incidentally,O
96,to,O
96,those,O
96,in,O
96,other,O
96,london,LOC
96,prisons,O
96,for,O
96,new,LOC
96,gate,LOC
96,was,O
96,not,O
96,the,O
96,only,O
96,place,O
96,of,O
96,durance,O
96,for,O
96,these,O
96,unfortunate,O
96,people,O
96,there,O
96,were,O
96,also,O
96,the,O
96,king,ORG
96,',ORG
96,s,ORG
96,bench,ORG
97,the,ORG
97,fleet,ORG
97,and,O
97,the,O
97,marshalsea,ORG
97,prison,ORG
97,especially,O
97,devoted,O
97,to,O
97,them,O
98,whilst,O
98,ludgate,ORG
98,",",O
98,the,O
98,gilt,ORG
98,',ORG
98,s,ORG
98,1st,ORG
98,street,ORG
98,and,O
98,borrow,ORG
98,",",O
98,comforters,O
98,also,O
98,received,O
99,the,O
99,king,ORG
99,',O
99,s,ORG
99,bench,ORG
99,was,O
99,a,O
99,national,O
99,prison,O
99,in,O
99,which,O
99,were,O
99,confined,O
99,all,O
99,debtors,O
99,arrested,O
99,for,O
99,debt,O
99,or,O
99,for,O
99,contempt,O
99,of,O
99,the,ORG
99,court,O
99,of,O
99,the,ORG
99,king,ORG
99,',O
100,the,O
100,best,O
100,or,O
100,at,O
100,least,O
100,the,O
100,most,O
100,influential,O
100,prisoners,O
100,",",O
100,god,O
100,lodging,O
100,in,O
100,the,O
100,statehouse,LOC
100,",",O
100,which,O
100,contained,O
100,eight,O
100,large,O
100,",",O
100,handsome,O
100,rooms,O
101,keeper,O
101,of,O
101,the,O
101,large,O
101,tap,O
101,room,O
101,called,O
101,the,O
101,brace,O
101,because,O
101,it,O
101,was,O
101,once,O
101,kept,O
101,by,O
101,two,O
101,brothers,O
101,named,O
101,partridge,PER
101,also,O
101,paid,O
101,him,O
101,toll,O
102,the,O
102,sale,O
102,of,O
102,spirits,O
102,was,O
102,forbidden,O
102,",",O
102,but,O
102,june,O
102,could,O
102,always,O
102,be,O
102,had,O
102,at,O
102,the,O
102,whistling,O
102,shops,O
102,where,O
102,it,O
102,was,O
102,known,O
102,as,O
102,moonshine,ORG
102,sky,ORG
102,blue,ORG
103,mexico,LOC
103,and,O
103,was,O
103,consumed,O
103,at,O
103,the,O
103,rate,O
103,of,O
103,a,O
103,hogshead,O
103,per,O
103,week,O
104,the,O
104,fleet,O
104,",",O
104,which,O
104,stood,O
104,in,O
104,farrington,LOC
104,street,LOC
105,what,O
105,',O
105,s,O
105,a,O
105,prison,O
105,for,O
105,debtors,O
105,and,O
105,persons,O
105,committed,O
105,for,O
105,contempt,O
105,by,O
105,the,O
105,courts,ORG
105,of,ORG
105,chancery,ORG
105,",",O
105,exchequer,ORG
105,and,O
105,common,ORG
105,pleas,ORG
105,?,O
106,it,O
106,was,O
106,so,O
106,used,O
106,for,O
106,the,O
106,date,O
106,of,O
106,the,O
106,abolition,O
106,of,O
106,the,O
106,star,ORG
106,chamber,ORG
106,in,O
106,the,O
106,sixteenth,O
106,charles,PER
106,?,O
106,the,O
106,first,O
107,shameful,O
107,malpractices,O
107,of,O
107,bambridge,PER
108,the,O
108,warden,O
108,of,O
108,the,O
108,fleet,O
108,at,O
108,the,O
108,commencement,O
108,of,O
108,the,O
108,18th,O
108,century,O
108,are,O
108,too,O
108,?,O
108,well,O
108,?,O
108,known,O
108,to,O
108,?,O
108,need,O
108,more,O
108,than,O
108,?,O
108,a,O
108,?,O
108,passing,O
108,reference,O
109,committee,O
109,of,O
109,the,O
109,house,ORG
109,of,ORG
109,commons,ORG
109,investigated,O
109,the,O
109,charges,O
109,against,O
109,bambridge,PER
109,",",O
109,who,O
109,was,O
109,proved,O
109,to,O
109,have,O
109,connived,O
109,at,O
109,the,O
109,escape,O
110,went,O
110,to,O
110,have,O
110,been,O
110,guilty,O
110,of,O
110,extortion,O
110,",",O
110,two,O
110,others,O
110,",",O
110,one,O
110,sir,O
110,william,PER
110,rich,PER
110,baronet,PER
110,",",O
110,he,O
110,had,O
110,loaded,O
110,with,O
110,heavy,O
110,irons,O
111,in,O
111,consequence,O
111,of,O
111,these,O
111,disclosures,O
111,bambridge,PER
111,and,O
111,hugging,PER
111,his,O
111,predecessor,O
111,in,O
111,the,O
111,office,O
111,or,O
111,committed,O
111,to,O
111,newgate,LOC
111,?,O
112,the,O
112,committee,ORG
112,on,ORG
112,jails,ORG
112,reported,O
112,that,O
112,quote,O
112,although,O
112,the,O
112,house,O
112,of,O
112,the,O
112,warden,O
112,looked,O
112,into,O
112,the,O
112,court,O
113,senators,O
113,",",O
113,we,O
113,',O
113,re,O
113,rather,O
113,better,O
113,at,O
113,the,LOC
114,this,O
114,very,O
114,ancient,O
114,prison,O
114,",",O
114,which,O
114,stood,O
114,in,O
114,the,O
114,high,LOC
114,street,LOC
114,south,LOC
114,",",O
114,were,O
115,was,O
115,used,O
115,for,O
115,debtors,O
115,arrested,O
115,for,O
115,the,O
115,lowest,O
115,psalms,O
115,within,O
115,12,O
115,miles,O
115,of,O
115,the,O
115,palace,O
115,of,O
115,whitehall,LOC
116,also,O
116,for,O
