Sentence #;Word;Tag
40;it;O
40;is;O
40;in;O
40;no;O
40;way;O
40;like;O
40;the;O
40;transition;O
40;type;O
40;of;O
40;subiaco;LOC
41;and;O
41;though;O
41;more;O
41;Roman;O
41;than;O
41;that;O
41;yet;O
41;scarcely;O
41;more;O
41;like;O
41;the;O
41;complete;O
41;Roman;O
41;type;O
41;of;O
41;the;O
41;earliest;O
41;printers;O
41;of;O
41;Rome;LOC
42;the;O
42;further;O
42;development;O
42;of;O
42;the;O
42;Roman;O
42;letter;O
42;took;O
42;place;O
42;at;O
42;Venice;LOC
43;John;PER
43;of;O
43;spiders;O
43;and;O
43;his;O
43;brother;O
43;vendelin;PER
43;began;O
43;to;O
43;print;O
46;Bob;PER
46;Jensen;PER
46;it;O
46;must;O
46;be;O
46;said;O
46;that;O
46;he;O
46;carried;O
46;the;O
46;development;O
46;of;O
46;Roman;O
46;type;O
46;as;O
46;far;O
46;as;O
46;it;O
46;can;O
46;go;O
48;after;O
48;his;O
48;death;O
48;in;O
48;the;O
48;1480s;O
48;OR;O
48;at;O
48;least;O
48;by;O
48;1490;O
48;printing;O
48;in;O
48;Venice;LOC
48;had;O
48;declined;O
48;very;O
48;much;O
49;and;O
49;though;O
49;the;O
49;famous;O
49;family;O
49;of;O
49;Aldis;PER
49;restored;O
49;its;O
49;technical;O
49;Excellence;O
49;rejecting;O
49;battered;O
49;letters;O
51;yet;O
51;their;O
51;type;O
51;is;O
51;artistically;O
51;on;O
51;a;O
51;much;O
51;lower;O
51;level;O
51;than;O
51;Jensen;PER
51;';O
51;s;O
51;and;O
51;in;O
51;fact;O
52;they;O
52;must;O
52;be;O
52;considered;O
52;to;O
52;have;O
52;ended;O
52;the;O
52;age;O
52;of;O
52;fine;O
52;printing;O
52;in;O
52;Italy;LOC
53;Jensen;PER
53;however;O
53;had;O
53;many;O
53;contemporaries;O
53;who;O
53;use;O
53;beautiful;O
53;type;O
54;some;O
54;of;O
54;which;O
54;as;O
54;EG;O
54;that;O
54;of;O
54;Jacobus;PER
54;Rubeus;PER
54;or;O
54;Jacques;PER
54;Lu;PER
54;is;O
54;scarcely;O
54;distinguishable;O
54;from;O
54;his;O
55;it;O
55;was;O
55;these;O
55;great;O
55;Venetian;O
55;printers;O
55;together;O
55;with;O
55;their;O
55;Brethren;O
55;of;O
55;Rome;LOC
55;Milan;LOC
56;and;O
56;one;O
56;or;O
56;two;O
56;other;O
56;cities;O
56;who;O
56;produced;O
56;The;O
56;Splendid;O
56;editions;O
56;of;O
56;the;O
56;classics;O
56;which;O
56;are;O
56;one;O
56;of;O
56;the;O
56;great;O
56;glories;O
56;of;O
56;the;O
56;printers;O
56;are;O
61;even;O
61;in;O
61;Italy;LOC
61;most;O
61;of;O
61;the;O
61;field;O
61;logical;O
61;and;O
61;law;O
61;books;O
61;were;O
61;printed;O
61;in;O
61;Gothic;O
61;letter;O
63;many;O
63;of;O
63;whose;O
63;types;O
63;indeed;O
63;like;O
63;that;O
63;of;O
63;the;O
63;subiaco;LOC
63;works;O
63;are;O
63;of;O
63;a;O
63;transitional;O
63;character;O
64;this;O
64;was;O
64;notably;O
64;the;O
64;case;O
64;with;O
64;the;O
64;early;O
64;Works;O
64;printed;O
64;at;O
64;home;O
64;and;O
64;in;O
64;a;O
64;somewhat;O
64;lesser;O
64;degree;O
64;at;O
64;Augsburg;LOC
65;in;O
65;fact;O
65;Gunther;PER
65;';O
65;s;O
65;designers;O
65;first;O
65;type;O
65;afterwards;O
65;used;O
65;by;O
65;schussler;PER
65;is;O
65;remarkably;O
65;like;O
65;the;O
65;type;O
65;of;O
65;the;O
65;before;O
65;mentioned;O
65;subiaco;LOC
65;books;O
66;in;O
66;the;O
66;low;O
66;countries;O
66;and;O
66;cologne;LOC
66;which;O
66;were;O
66;very;O
66;fertile;O
66;of;O
66;printed;O
66;books;O
66;Gothic;O
66;was;O
66;the;O
66;favorite;O
67;the;O
67;characteristic;O
67;Dutch;O
67;type;O
67;as;O
67;represented;O
67;by;O
67;the;O
67;excellent;O
67;printer;O
67;Lou;PER
67;is;O
67;very;O
67;pronounced;O
67;and;O
67;uncompromising;O
68;this;O
68;type;O
68;was;O
68;introduced;O
68;into;O
68;England;LOC
68;by;O
68;winkin;PER
68;to;O
68;word;O
68;Paxton;PER
68;';O
68;s;O
68;successor;O
70;most;O
70;of;O
70;caxton;PER
70;Zone;O
70;types;O
70;of;O
70;an;O
70;earlier;O
70;character;O
71;after;O
71;the;O
71;end;O
71;of;O
71;the;O
71;fifteenth;O
71;Century;O
71;the;O
71;depredations;O
71;of;O
71;printing;O
71;especially;O
71;in;O
71;Germany;LOC
71;and;O
71;Italy;LOC
76;England;LOC
76;about;O
76;this;O
76;time;O
76;an;O
76;attempt;O
76;was;O
76;made;O
76;notably;O
76;by;O
76;Castle;PER
76;on;O
76;who;O
76;started;O
76;business;O
76;in;O
76;London;LOC
76;as;O
76;a;O
76;type;O
76;founder;O
76;in;O
76;1720;O
78;Ashland;LOC
78;';O
78;s;O
78;type;O
78;is;O
78;clear;O
78;and;O
78;neat;O
78;and;O
78;fairly;O
78;well;O
78;design;O
86;where;O
86;the;O
86;17th;O
86;century;O
86;letters;O
86;are;O
86;at;O
86;least;O
86;pure;O
86;and;O
86;simple;O
86;inline;O
86;the;O
86;Italian;O
86;and;O
86;the;O
86;Frenchman;O
86;Dido;PER
87;are;O
87;the;O
87;leaders;O
87;in;O
87;this;O
87;luckless;O
87;change;O
87;though;O
87;our;O
87;own;O
87;Baskerville;O
87;who;O
87;was;O
87;at;O
87;work;O
87;some;O
87;years;O
87;before;O
87;them;O
87;went;O
87;much;O
87;on;O
87;the;O
87;same;O
87;lines;O
91;Chiswick;LOC
91;press;O
91;in;O
91;1844;O
91;revived;O
91;Castle;O
91;on;O
91;stops;O
91;printing;O
91;for;O
91;measures;O
91;the;O
91;Diary;O
91;of;O
91;Lady;O
91;Willoughby;PER
92;this;O
92;experiment;O
92;was;O
92;so;O
92;far;O
92;successful;O
92;that;O
92;about;O
92;1850;O
92;measures;O
92;Miller;PER
92;and;O
92;Richard;PER
92;Attenborough;PER
95;now;O
95;come;O
95;into;O
95;General;O
95;use;O
95;that;O
95;are;O
95;obviously;O
95;a;O
95;great;O
95;Improvement;O
95;on;O
95;the;O
95;ordinary;O
95;modern;O
95;style;O
95;and;O
95;use;O
95;in;O
95;England;LOC
95;which;O
95;is;O
95;in;O
95;fact;O
95;the;O
95;bodony;PER
95;type;O
100;it;O
100;is;O
100;discouraging;O
100;to;O
100;note;O
100;that;O
100;the;O
100;Improvement;O
100;of;O
100;the;O
100;last;O
100;50;O
100;years;O
100;is;O
100;almost;O
100;wholly;O
100;confined;O
100;to;O
100;Great;LOC
100;Britain;LOC
101;here;O
101;and;O
101;there;O
101;a;O
101;book;O
101;is;O
101;printed;O
101;in;O
101;France;LOC
101;or;O
101;Germany;LOC
101;with;O
101;some;O
101;pretension;O
101;to;O
101;good;O
101;taste;O
103;Italy;LOC
103;is;O
103;contentedly;O
103;stagnant;O
104;America;LOC
104;has;O
104;produced;O
104;a;O
104;good;O
104;many;O
104;show;O
104;me;O
104;books;O
104;the;O
104;typography;O
104;paper;O
104;and;O
104;illustrations;O
104;of;O
104;which;O
104;are;O
104;however;O
109;even;O
109;the;O
109;cast;O
109;one;O
109;type;O
109;when;O
109;enlarged;O
109;shows;O
109;great;O
109;shortcomings;O
109;in;O
109;this;O
109;respect;O
111;instead;O
111;of;O
111;ending;O
111;in;O
111;the;O
111;sharp;O
111;and;O
111;clear;O
111;stroke;O
111;of;O
111;Jensen;PER
111;';O
111;s;O
111;letters;O
122;this;O
122;is;O
122;awkward;O
122;if;O
122;you;O
122;have;O
122;to;O
122;read;O
122;Bradshaw;PER
122;';O
122;s;O
122;died;O
122;in;O
122;a;O
122;hurry;O
125;most;O
125;of;O
125;Jensen;PER
125;';O
125;s;O
125;letters;O
125;are;O
125;designed;O
125;with;O
125;in;O
125;a;O
125;square;O
159;That;O
159;Made;O
159;In;O
159;America;LOC
159;which;O
159;is;O
159;the;O
159;worst;O
159;conceivable;O
185;the;O
185;position;O
185;of;O
185;our;O
185;society;O
185;that;O
185;don;O
185;';O
185;t;O
185;work;O
185;of;O
185;utility;O
185;might;O
185;be;O
185;also;O
185;a;O
185;work;O
185;of;O
185;art;O
185;if;O
185;we;O
185;care;O
185;to;O
185;make;O
185;it;O
185;so;O
186;The;O
186;Chronicles;O
186;of;O
186;nougat;O
186;volume;O
186;to;O
186;Arthur;PER
186;Griffiths;PER
186;section;O
186;for;O
186;new;O
186;gate;O
186;down;O
186;to;O
186;1818;O
188;with;O
188;criminals;O
188;and;O
188;misdemeanants;O
188;of;O
188;all;O
188;shades;O
188;crowding;O
188;perpetually;O
188;into;O
188;its;O
188;narrow;O
188;limits;O
188;the;O
188;letter;O
188;state;O
188;of;O
188;New;LOC
188;Gate;LOC
188;was;O
188;worse;O
188;than;O
188;the;O
188;first;O
192;neeld;PER
192;gives;O
192;some;O
192;figures;O
192;which;O
192;will;O
192;illustrate;O
192;this;O
199;the;O
199;numbers;O
199;soon;O
199;increased;O
199;however;O
199;and;O
199;by;O
199;1811;O
199;had;O
199;again;O
199;risen;O
199;to;O
199;629;O
199;and;O
199;Mr;O
199;nield;PER
199;was;O
199;told;O
199;that;O
199;there;O
199;had;O
199;been;O
199;at;O
199;one;O
199;time;O
200;300;O
200;debtors;O
200;and;O
200;900;O
200;criminals;O
200;in;O
200;Newgate;LOC
200;or;O
200;1200;O
200;prisoners;O
200;in;O
200;all;O
201;previous;O
201;to;O
201;that;O
201;date;O
201;there;O
201;have;O
201;been;O
201;700;O
201;or;O
201;800;O
201;frequently;O
201;and;O
201;once;O
201;in;O
201;Mr;O
201;eckermann;PER
201;';O
201;s;O
201;time;O
201;1000;O
203;the;O
203;adequacy;O
203;of;O
203;the;O
203;jail;O
203;was;O
203;noticed;O
203;and;O
203;reported;O
203;upon;O
203;again;O
203;and;O
203;again;O
203;the;O
203;city;O
203;of;O
203;London;LOC
204;seldom;O
204;let;O
204;a;O
204;session;O
204;go;O
204;by;O
204;without;O
204;visiting;O
204;you;O
204;gate;O
206;the;O
206;grand;O
206;jury;O
206;made;O
206;a;O
206;special;O
206;presentment;O
206;to;O
206;the;O
206;court;O
206;of;O
206;common;O
206;Council;ORG
206;pointing;O
206;out;O
206;on;O
206;the;O
206;side;O
206;which;O
206;was;O
206;intended;O
206;for;O
206;only;O
206;100;O
210;returns;O
210;laid;O
210;before;O
210;the;O
210;House;ORG
210;of;ORG
210;Commons;ORG
210;showed;O
210;that;O
210;6439;O
210;persons;O
210;have;O
210;been;O
210;committed;O
210;to;O
210;nougat;O
212;this;O
212;number;O
212;did;O
212;not;O
212;include;O
212;the;O
212;debtors;O
212;a;O
212;numerous;O
212;class;O
212;who;O
212;were;O
212;still;O
212;committed;O
212;to;O
212;Newgate;LOC
212;pending;O
212;the;O
212;completion;O
212;of;O
212;the;O
212;white;LOC
212;cross;LOC
212;street;LOC
212;prison;O
213;in;O
213;order;O
213;to;O
213;realize;O
213;the;O
213;evil;O
213;entailed;O
213;by;O
213;incarceration;O
213;in;O
213;Newgate;LOC
213;in;O
213;these;O
213;days;O
213;it;O
213;is;O
213;necessary;O
213;to;O
213;give;O
213;some;O
213;account;O
213;of;O
213;its;O
213;interior;O
215;full;O
215;details;O
215;of;O
215;the;O
215;arrangements;O
215;are;O
215;to;O
215;be;O
215;found;O
215;in;O
215;Mr;O
215;Neil;PER
215;';O
215;s;O
215;state;O
215;of;O
215;prisons;O
215;in;O
215;England;LOC
215;Scotland;LOC
215;and;O
215;Wales;LOC
215;published;O
215;in;O
215;1812;O
258;neeld;PER
258;takes;O
258;it;O
258;for;O
258;granted;O
258;that;O
258;the;O
258;former;O
258;rather;O
258;than;O
258;the;O
258;latter;O
258;prevailed;O
258;in;O
258;the;O
258;selection;O
265;the;O
265;long;O
265;narrow;O
265;yard;O
265;still;O
265;remained;O
265;as;O
265;we;O
265;saw;O
265;it;O
265;in;O
265;Jacobite;O
265;times;O
292;on;O
292;the;O
292;top;O
292;of;O
292;the;O
292;jail;O
292;continues;O
292;neeld;PER
292;arawatch;O
292;house;O
292;and;O
292;a;O
292;century;O
292;box;O
292;where;O
292;two;O
292;or;O
292;more;O
292;guards;O
292;with;O
292;dogs;O
292;and;O
292;firearms;O
301;neeld;PER
301;gives;O
301;on;O
301;the;O
301;authority;O
301;of;O
301;mr;O
301;.;O
301;Burchell;PER
301;the;O
301;undersheriff;O
301;of;O
301;Middlesex;LOC
302;table;O
302;showing;O
302;the;O
302;figures;O
302;for;O
302;the;O
302;year;O
302;ending;O
302;Michael;PER
302;Miss;O
302;1802;O
305;15000;O
305;of;O
305;these;O
305;were;O
305;issued;O
305;in;O
305;Middlesex;LOC
305;alone;O
305;which;O
305;at;O
305;that;O
305;time;O
305;was;O
305;reckoned;O
305;as;O
305;only;O
305;a;O
305;15th;O
305;of;O
305;Great;LOC
305;Britain;LOC
306;the;O
306;number;O
306;of;O
306;arrests;O
306;actually;O
306;made;O
306;was;O
306;114300;O
306;for;O
306;the;O
306;kingdom;LOC
306;and;O
306;7024;O
306;Middlesex;LOC
309;neeld;PER
309;also;O
309;says;O
309;that;O
309;in;O
309;1793;O
310;5719;O
310;Ricks;PER
310;and;O
310;executions;O
310;for;O
310;decks;O
310;between;O
310;10;O
310;lb;O
310;and;O
310;20;O
310;lb;O
310;were;O
310;issued;O
310;in;O
310;Middlesex;LOC
317;Alfred;PER
317;the;PER
317;Great;PER
317;established;O
317;the;O
317;court;ORG
317;Baron;ORG
317;the;O
317;hundred;ORG
317;court;ORG
317;and;O
317;the;O
317;county;ORG
317;court;ORG
317;which;O
317;among;O
317;other;O
317;matters;O
317;entertain;O
317;please;O
317;for;O
317;debt;O
318;Lake;ORG
318;County;ORG
318;Court;ORG
318;was;O
318;the;O
318;sheriff;O
318;';O
318;s;O
318;who;O
318;said;O
318;they;O
318;';O
318;re;O
318;surrounded;O
318;by;O
318;the;O
318;bishop;O
318;and;O
318;the;O
318;magnets;O
318;of;O
318;the;O
318;county;O
319;But;O
319;as;O
319;time;O
319;passed;O
319;difficulties;O
319;and;O
319;delays;O
319;in;O
319;obtaining;O
319;judgment;O
319;led;O
319;to;O
319;the;O
319;removal;O
319;of;O
319;causes;O
319;to;O
319;the;O
319;great;O
319;Court;ORG
319;of;O
319;King;O
319;';O
319;s;O
319;bench;O
321;so;O
321;much;O
321;inconvenience;O
321;ensued;O
321;that;O
321;in;O
321;1518;O
321;the;O
321;corporation;O
321;obtained;O
321;from;O
321;Parliament;ORG
321;and;O
321;act;O
321;empowering;O
321;to;O
321;alderman;O
322;four;O
322;common;O
322;councilman;O
322;to;O
322;hold;O
322;courts;O
322;of;O
322;requests;O
322;or;O
322;courts;O
322;of;O
322;conscience;O
322;to;O
322;hear;O
322;and;O
322;determine;O
322;all;O
322;causes;O
322;of;O
322;death;O
324;these;O
324;courts;O
324;were;O
324;extended;O
324;to;O
324;centuries;O
324;later;O
324;to;O
324;several;O
324;large;O
324;provincial;O
324;towns;O
324;and;O
324;all;O
324;were;O
324;in;O
324;full;O
324;activity;O
324;when;O
324;nield;PER
324;Road;O
330;the;O
330;activity;O
330;as;O
330;well;O
330;as;O
330;the;O
330;futility;O
330;of;O
330;these;O
330;courts;O
330;may;O
330;be;O
330;estimated;O
330;from;O
330;the;O
330;statement;O
330;given;O
330;by;O
330;Neil;PER
331;1312;O
331;debtors;O
331;were;O
331;committed;O
331;by;O
331;them;O
331;to;O
331;Newgate;LOC
331;between;O
331;1797;O
331;and;O
331;1808;O
335;field;PER
335;found;O
335;at;O
335;his;O
335;visit;O
335;to;O
335;Newgate;LOC
335;in;O
335;1810;O
338;amongst;O
338;others;O
338;Thomas;PER
338;Blackburn;PER
338;had;O
338;been;O
338;committed;O
338;on;O
338;October;O
338;15th;O
338;for;O
338;a;O
338;debt;O
338;of;O
338;one;O
338;shilling;O
338;five;O
338;pence;O
340;Thomas;PER
340;Dobson;PER
340;on;O
340;22nd;O
340;August;O
340;1799;O
340;for;O
340;one;O
340;shilling;O
340;with;O
340;costs;O
340;of;O
340;eight;O
340;Shillings;O
340;ten;O
340;pence;O
341;and;O
341;Susanna;PER
341;Evans;PER
341;in;O
341;October;O
341;the;O
341;same;O
341;year;O
341;for;O
341;two;O
341;Shillings;O
341;with;O
341;cost;O
341;6;O
341;Shillings;O
341;a;O
341;pence;O
342;other;O
342;cases;O
342;are;O
342;recorded;O
342;elsewhere;O
342;that;O
342;the;O
342;gilts;O
342;1st;LOC
342;Street;LOC
342;concert;O
342;where;O
342;in;O
342;1805;O
342;Mister;O
342;kneeled;PER
342;found;O
342;a;O
342;man;O
342;named;O
342;William;PER
342;Grant;PER
344;and;O
344;John;PER
344;Lancaster;PER
344;for;O
344;one;O
344;shilling;O
344;a;O
344;test;O
344;with;O
344;costs;O
344;of;O
344;7;O
344;Shillings;O
344;Sixpence;O
344;quote;O
345;these;O
345;surely;O
345;I;O
345;thought;O
345;says;O
345;mr;O
345;.;O
345;Neal;PER
345;were;O
345;bad;O
345;enough;O
345;but;O
345;it;O
345;was;O
345;not;O
345;so;O
345;and;O
345;quote;O
346;he;O
346;recites;O
346;another;O
346;most;O
346;outrageous;O
346;and;O
346;extraordinary;O
346;case;O
346;in;O
346;which;O
346;one;O
346;John;PER
346;Byrd;PER
349;bird;O
349;was;O
349;however;O
349;discharged;O
349;within;O
349;3;O
349;Days;O
349;by;O
349;a;O
349;subscription;O
349;raised;O
349;among;O
349;his;O
349;fellow;O
349;prisoners;O
350;Mr;O
350;Buxton;PER
350;in;O
350;his;O
350;inquiry;O
350;into;O
350;the;O
350;system;O
350;of;O
350;prison;O
350;discipline;O
352;Aladdin;O
352;question;O
352;was;O
352;found;O
352;in;O
352;coldbath;LOC
352;fields;LOC
352;prison;O
352;to;O
352;which;O
352;he;O
352;had;O
352;been;O
352;sent;O
352;for;O
352;a;O
352;month;O
352;in;O
352;default;O
352;of;O
352;paying;O
352;a;O
352;fine;O
352;of;O
352;forty;O
352;Shillings;O
353;he;O
353;had;O
353;been;O
353;in;O
353;the;O
353;employ;O
353;of;O
353;a;O
353;corn;O
353;Chandler;PER
353;at;O
353;Islington;LOC
353;and;O
353;went;O
353;into;O
353;London;LOC
353;with;O
353;his;O
353;master;O
353;';O
353;s;O
353;cart;O
353;and;O
353;horse;O
354;there;O
354;was;O
354;in;O
354;the;O
354;city;O
354;road;O
354;a;O
354;temporary;O
354;bar;O
354;with;O
354;a;O
354;collector;O
354;of;O
354;tolls;O
354;who;O
354;was;O
354;sometimes;O
354;on;O
354;the;O
354;spot;O
354;and;O
354;sometimes;O
354;not;O
358;Mr;O
358;buxton;PER
358;';O
358;s;O
358;friends;O
358;at;O
358;once;O
358;paid;O
358;the;O
358;Forty;O
358;Shillings;O
358;and;O
358;the;O
358;boy;O
358;was;O
358;released;O
360;Neil;PER
360;';O
360;s;O
360;gives;O
360;a;O
360;list;O
360;of;O
360;the;O
360;various;O
360;items;O
360;charged;O
360;upon;O
360;a;O
360;debt;O
360;of;O
360;10;O
360;lb;O
360;which;O
360;included;O
360;instructions;O
360;to;O
360;sue;O
364;before;O
364;dealing;O
364;with;O
364;the;O
364;debtors;O
364;in;O
364;Newgate;LOC
364;prefer;O
364;incidentally;O
365;to;O
365;those;O
365;in;O
365;other;O
365;London;LOC
365;prisons;O
365;for;O
365;new;LOC
365;gate;LOC
365;was;O
365;not;O
365;the;O
365;only;O
365;place;O
365;of;O
365;Durance;O
365;for;O
365;these;O
365;unfortunate;O
365;people;O
365;there;O
365;were;O
365;also;O
365;the;O
365;Kings;ORG
365;bench;ORG
366;the;ORG
366;fleet;ORG
366;and;O
366;the;O
366;marshalsea;LOC
366;prison;O
366;especially;O
366;devoted;O
366;to;O
366;them;O
367;whilst;O
367;Ludgate;ORG
367;the;O
367;gilts;O
367;1st;ORG
367;Street;ORG
367;and;O
367;borrow;ORG
367;comforters;ORG
367;also;O
367;received;O
367;them;O
369;the;O
369;Kings;ORG
369;bench;ORG
369;was;O
369;a;O
369;national;O
369;prison;O
369;in;O
369;which;O
369;were;O
369;confined;O
369;all;O
369;debtors;O
369;arrested;O
369;for;O
369;debt;O
369;or;O
369;for;O
369;contempt;O
369;of;O
369;the;O
369;court;O
369;of;O
369;the;O
369;Kings;ORG
369;bench;ORG
374;the;O
374;best;O
374;or;O
374;at;O
374;least;O
374;the;O
374;most;O
374;influential;O
374;prisoners;O
374;God;O
374;lodging;O
374;in;O
374;the;O
374;Statehouse;O
374;which;O
374;contained;O
374;eight;O
374;large;O
374;handsome;O
374;rooms;O
394;Keeper;O
394;of;O
394;the;O
394;large;O
394;Tap;O
394;Room;O
394;called;O
394;the;O
394;brace;O
394;because;O
394;it;O
394;was;O
394;once;O
394;kept;O
394;by;O
394;two;O
394;brothers;O
394;named;O
394;Partridge;PER
394;also;O
394;paid;O
394;him;O
394;toll;O
395;the;O
395;sale;O
395;of;O
395;spirits;O
395;was;O
395;forbidden;O
395;but;O
395;June;O
395;could;O
395;always;O
395;be;O
395;had;O
395;at;O
395;the;O
395;whistling;O
395;shops;O
395;where;O
395;it;O
395;was;O
395;known;O
395;as;O
395;moonshine;O
395;sky;O
395;blue;O
396;Mexico;LOC
396;and;O
396;was;O
396;consumed;O
396;at;O
396;the;O
396;rate;O
396;of;O
396;a;O
396;hogshead;O
396;per;O
396;week;O
397;the;O
397;fleet;O
397;which;O
397;stood;O
397;in;O
397;Farrington;LOC
397;Street;LOC
398;what;O
398;';O
398;s;O
398;a;O
398;prison;O
398;for;O
398;debtors;O
398;and;O
398;persons;O
398;committed;O
398;for;O
398;contempt;O
398;by;O
398;the;O
398;courts;O
398;of;O
398;Chancery;ORG
398;exchequer;ORG
398;and;O
398;Common;ORG
398;Pleas;ORG
399;it;O
399;was;O
399;so;O
399;used;O
399;for;O
399;the;O
399;date;O
399;of;O
399;the;O
399;abolition;O
399;of;O
399;the;O
399;Star;O
399;Chamber;O
399;in;O
399;the;O
399;sixteenth;O
399;Charles;PER
399;the;O
399;first;O
400;shameful;O
400;malpractices;O
400;of;O
400;bambridge;PER
401;the;O
401;warden;O
401;of;O
401;the;O
401;fleet;O
401;at;O
401;the;O
401;commencement;O
401;of;O
401;the;O
401;18th;O
401;century;O
401;are;O
401;too;O
401;well;O
401;known;O
401;to;O
401;need;O
401;more;O
401;than;O
401;a;O
401;passing;O
401;reference;O
402;Committee;O
402;of;O
402;the;O
402;House;ORG
402;of;ORG
402;Commons;ORG
402;investigated;O
402;the;O
402;charges;O
402;against;O
402;bambridge;PER
402;who;O
402;was;O
402;proved;O
402;to;O
402;have;O
402;connived;O
402;at;O
402;the;O
402;Escape;O
403;went;O
403;to;O
403;have;O
403;been;O
403;guilty;O
403;of;O
403;extortion;O
403;two;O
403;others;O
403;one;O
403;Sir;O
403;William;PER
403;Rich;PER
403;baronet;PER
403;he;O
403;had;O
403;loaded;O
403;with;O
403;heavy;O
403;irons;O
404;in;O
404;consequence;O
404;of;O
404;these;O
404;disclosures;O
404;bambridge;PER
404;and;O
404;hugging;O
404;his;O
404;predecessor;O
404;in;O
404;the;O
404;office;O
404;or;O
404;committed;O
404;to;O
404;Newgate;LOC
412;the;O
412;committee;ORG
412;on;ORG
412;jails;ORG
412;reported;O
412;that;O
412;quote;O
412;although;O
412;the;O
412;house;O
412;of;O
412;the;O
412;warden;O
412;looked;O
412;into;O
412;the;O
412;court;O
420;senators;O
420;were;O
420;rather;O
420;better;O
420;at;O
420;the;O
420;marshalsea;LOC
421;this;O
421;very;O
421;ancient;O
421;prison;O
421;which;O
421;stood;O
421;in;O
421;the;O
421;High;LOC
421;Street;LOC
421;South;LOC
421;were;O
422;was;O
422;used;O
422;for;O
422;debtors;O
422;arrested;O
422;for;O
422;the;O
422;lowest;O
422;Psalms;O
422;within;O
422;12;O
422;miles;O
422;of;O
422;the;O
422;Palace;LOC
422;of;LOC
422;Whitehall;LOC
423;also;O
423;for;O
423;prisoners;O
423;committed;O
423;by;O
423;the;O
423;admiralty;O
423;court;O
424;one;O
424;time;O
424;the;O
424;marshalsea;LOC
424;was;O
424;the;O
424;receptacle;O
424;of;O
424;pirates;O
424;but;O
424;none;O
424;more;O
424;committed;O
424;to;O
424;it;O
424;after;O
424;1789;O
425;the;O
425;court;O
425;of;O
425;the;O
425;marshalsea;LOC
425;was;O
425;instituted;O
425;by;O
425;Charles;PER
425;the;O
425;first;O
425;in;O
425;the;O
425;sixth;O
425;year;O
425;of;O
425;his;O
425;reign;O
428;but;O
428;it;O
428;';O
428;s;O
428;business;O
428;was;O
428;much;O
428;reduced;O
428;by;O
428;the;O
428;extension;O
428;of;O
428;the;O
428;Courts;ORG
428;of;ORG
428;conscience;ORG
429;the;O
429;prison;O
429;was;O
429;a;O
429;nest;O
429;of;O
429;abuse;O
429;has;O
429;like;O
429;its;O
429;neighbor;O
429;the;O
429;Kings;ORG
429;bench;ORG
430;and;O
430;came;O
430;under;O
430;the;O
430;strong;O
430;animated;O
430;version;O
430;of;O
430;the;O
