Sentence #;Word;Tag
36;followed;O
36;suit;O
37;while;O
37;in;O
37;1470;O
37;at;O
37;Paris;LOC
37;Udalric;PER
37;Gering;PER
37;and;O
37;his;O
37;associates;O
37;turned;O
37;out;O
37;the;O
37;first;O
37;books;O
37;printed;O
37;in;O
37;France;LOC
37;,;O
37;also;O
37;in;O
37;Roman;O
37;character;O
37;.;O
40;It;O
40;must;O
40;be;O
40;said;O
40;that;O
40;it;O
40;is;O
40;in;O
40;no;O
40;way;O
40;like;O
40;the;O
40;transition;O
40;type;O
40;of;O
40;Subiaco;ORG
40;,;O
41;and;O
41;though;O
41;more;O
41;Roman;O
41;than;O
41;that;O
41;,;O
41;yet;O
41;scarcely;O
41;more;O
41;like;O
41;the;O
41;complete;O
41;Roman;O
41;Roman;O
41;type;O
41;of;O
41;the;O
41;earliest;O
41;printers;O
41;of;O
41;Rome;LOC
41;.;O
42;A;O
42;further;O
42;development;O
42;of;O
42;the;O
42;Roman;O
42;letter;O
42;took;O
42;place;O
42;at;O
42;Venice;LOC
42;.;O
43;John;PER
43;of;O
43;Spires;O
43;and;O
43;his;O
43;brother;O
43;Vindelin;PER
43;,;O
43;followed;O
43;by;O
43;Nicholas;PER
43;Jenson;PER
43;,;O
43;began;O
43;to;O
43;print;O
43;in;O
43;that;O
43;city;O
43;,;O
46;Of;O
46;Jenson;PER
46;it;O
46;must;O
46;be;O
46;said;O
46;that;O
46;he;O
46;carried;O
46;the;O
46;development;O
46;of;O
46;Roman;O
46;type;O
46;as;O
46;far;O
46;as;O
46;it;O
46;can;O
46;go;O
46;:;O
48;After;O
48;his;O
48;death;O
48;in;O
48;the;O
48;"""";O
48;fourteen;O
48;eighties;O
48;,;O
48;"""";O
48;or;O
48;at;O
48;least;O
48;by;O
48;1490;O
48;,;O
48;printing;O
48;in;O
48;Venice;LOC
48;had;O
48;declined;O
48;very;O
48;much;O
49;and;O
49;though;O
49;the;O
49;famous;O
49;family;O
49;of;O
49;Aldus;PER
49;restored;O
49;its;O
49;technical;O
49;excellence;O
49;,;O
49;rejecting;O
49;battered;O
49;letters;O
49;,;O
51;yet;O
51;their;O
51;type;O
51;is;O
51;artistically;O
51;on;O
51;a;O
51;much;O
51;lower;O
51;level;O
51;than;O
51;Jenson;PER
51;';O
51;s;O
51;,;O
51;and;O
51;in;O
51;fact;O
52;they;O
52;must;O
52;be;O
52;considered;O
52;to;O
52;have;O
52;ended;O
52;the;O
52;age;O
52;of;O
52;fine;O
52;printing;O
52;in;O
52;Italy;LOC
52;.;O
53;Jenson;PER
53;,;O
53;however;O
53;,;O
53;had;O
53;many;O
53;contemporaries;O
53;who;O
53;used;O
53;beautiful;O
53;type;O
53;,;O
54;some;O
54;of;O
54;which;O
54;-;O
54;-;O
54;as;O
54;,;O
54;e;O
54;.;O
54;g;O
54;.;O
54;,;O
54;that;O
54;of;O
54;Jacobus;PER
54;Rubeus;PER
54;or;O
54;Jacques;PER
54;le;PER
54;Rouge;PER
54;-;O
54;-;O
54;is;O
54;scarcely;O
54;distinguishable;O
54;from;O
54;his;O
54;.;O
55;It;O
55;was;O
55;these;O
55;great;O
55;Venetian;O
55;printers;O
55;,;O
55;together;O
55;with;O
55;their;O
55;brethren;O
55;of;O
55;Rome;LOC
55;,;O
55;Milan;LOC
55;,;O
56;Parma;LOC
56;,;O
56;and;O
56;one;O
56;or;O
56;two;O
56;other;O
56;cities;O
56;,;O
56;who;O
56;produced;O
56;the;O
56;splendid;O
56;editions;O
56;of;O
56;the;O
56;Classics;O
56;,;O
56;which;O
56;are;O
56;one;O
56;of;O
56;the;O
56;great;O
56;glories;O
56;of;O
56;the;O
56;printer;O
56;';O
56;s;O
56;art;O
56;,;O
61;Even;O
61;in;O
61;Italy;LOC
61;most;O
61;of;O
61;the;O
61;theological;O
61;and;O
61;law;O
61;books;O
61;were;O
61;printed;O
61;in;O
61;Gothic;O
61;letter;O
61;,;O
63;many;O
63;of;O
63;whose;O
63;types;O
63;,;O
63;indeed;O
63;,;O
63;like;O
63;that;O
63;of;O
63;the;O
63;Subiaco;ORG
63;works;O
63;,;O
63;are;O
63;of;O
63;a;O
63;transitional;O
63;character;O
63;.;O
64;This;O
64;was;O
64;notably;O
64;the;O
64;case;O
64;with;O
64;the;O
64;early;O
64;works;O
64;printed;O
64;at;O
64;Ulm;LOC
64;,;O
64;and;O
64;in;O
64;a;O
64;somewhat;O
64;lesser;O
64;degree;O
64;at;O
64;Augsburg;LOC
64;.;O
65;In;O
65;fact;O
65;Gunther;PER
65;Zeiner;PER
65;';O
65;s;O
65;first;O
65;type;O
65;(;O
65;afterwards;O
65;used;O
65;by;O
65;Schussler;PER
65;);O
65;is;O
65;remarkably;O
65;like;O
65;the;O
65;type;O
65;of;O
65;the;O
65;before;O
65;-;O
65;mentioned;O
65;Subiaco;ORG
65;books;O
65;.;O
66;In;O
66;the;O
66;Low;O
66;Countries;O
66;and;O
66;Cologne;LOC
66;,;O
66;which;O
66;were;O
66;very;O
66;fertile;O
66;of;O
66;printed;O
66;books;O
66;,;O
66;Gothic;O
66;was;O
66;the;O
66;favorite;O
66;.;O
67;The;O
67;characteristic;O
67;Dutch;O
67;type;O
67;,;O
67;as;O
67;represented;O
67;by;O
67;the;O
67;excellent;O
67;printer;O
67;Gerard;PER
67;Leew;PER
67;,;O
67;is;O
67;very;O
67;pronounced;O
67;and;O
67;uncompromising;O
67;Gothic;O
67;.;O
68;This;O
68;type;O
68;was;O
68;introduced;O
68;into;O
68;England;LOC
68;by;O
68;Wynkyn;PER
68;de;PER
68;Worde;PER
68;,;O
68;Caxton;PER
68;';O
68;s;O
68;successor;O
68;,;O
70;Most;O
70;of;O
70;Caxton;PER
70;';O
70;s;O
70;own;O
70;types;O
70;are;O
70;of;O
70;an;O
70;earlier;O
70;character;O
70;,;O
70;though;O
70;they;O
70;also;O
70;much;O
70;resemble;O
70;Flemish;O
70;or;O
70;Cologne;LOC
70;letter;O
70;.;O
71;After;O
71;the;O
71;end;O
71;of;O
71;the;O
71;fifteenth;O
71;century;O
71;the;O
71;degradation;O
71;of;O
71;printing;O
71;,;O
71;especially;O
71;in;O
71;Germany;LOC
71;and;O
71;Italy;LOC
71;,;O
76;In;O
76;England;LOC
76;about;O
76;this;O
76;time;O
76;,;O
76;an;O
76;attempt;O
76;was;O
76;made;O
76;(;O
76;notably;O
76;by;O
76;Caslon;PER
76;,;O
76;who;O
76;started;O
76;business;O
76;in;O
76;London;LOC
76;as;O
76;a;O
76;type;O
76;-;O
76;founder;O
76;in;O
76;1720;O
76;);O
78;Caslon;PER
78;';O
78;s;O
78;type;O
78;is;O
78;clear;O
78;and;O
78;neat;O
78;,;O
78;and;O
78;fairly;O
78;well;O
78;designed;O
86;for;O
86;the;O
86;seventeenth;O
86;-;O
86;century;O
86;letters;O
86;are;O
86;at;O
86;least;O
86;pure;O
86;and;O
86;simple;O
86;in;O
86;line;O
86;.;O
86;The;O
86;Italian;O
86;,;O
86;Bodoni;PER
86;,;O
86;and;O
86;the;O
86;Frenchman;O
86;,;O
86;Didot;PER
86;,;O
87;were;O
87;the;O
87;leaders;O
87;in;O
87;this;O
87;luckless;O
87;change;O
87;,;O
87;though;O
87;our;O
87;own;O
87;Baskerville;PER
87;,;O
87;who;O
87;was;O
87;at;O
87;work;O
87;some;O
87;years;O
87;before;O
87;them;O
87;,;O
87;went;O
87;much;O
87;on;O
87;the;O
87;same;O
87;lines;O
91;The;O
91;Chiswick;ORG
91;press;O
91;in;O
91;1844;O
91;revived;O
91;Caslon;PER
91;';O
91;s;O
91;founts;O
91;,;O
91;printing;O
91;for;O
91;Messrs;O
91;.;O
91;Longman;PER
91;the;O
91;Diary;O
91;of;O
91;Lady;PER
91;Willoughby;PER
91;.;O
92;This;O
92;experiment;O
92;was;O
92;so;O
92;far;O
92;successful;O
92;that;O
92;about;O
92;1850;O
92;Messrs;O
92;.;O
92;Miller;PER
92;and;O
92;Richard;PER
92;of;O
92;Edinburgh;LOC
95;have;O
95;now;O
95;come;O
95;into;O
95;general;O
95;use;O
95;and;O
95;are;O
95;obviously;O
95;a;O
95;great;O
95;improvement;O
95;on;O
95;the;O
95;ordinary;O
95;"""";O
95;modern;O
95;style;O
95;"""";O
95;in;O
95;use;O
95;in;O
95;England;LOC
95;,;O
95;which;O
95;is;O
95;in;O
95;fact;O
95;the;O
95;Bodoni;PER
95;type;O
100;It;O
100;is;O
100;discouraging;O
100;to;O
100;note;O
100;that;O
100;the;O
100;improvement;O
100;of;O
100;the;O
100;last;O
100;fifty;O
100;years;O
100;is;O
100;almost;O
100;wholly;O
100;confined;O
100;to;O
100;Great;LOC
100;Britain;LOC
100;.;O
101;Here;O
101;and;O
101;there;O
101;a;O
101;book;O
101;is;O
101;printed;O
101;in;O
101;France;LOC
101;or;O
101;Germany;LOC
101;with;O
101;some;O
101;pretension;O
101;to;O
101;good;O
101;taste;O
101;,;O
103;Italy;LOC
103;is;O
103;contentedly;O
103;stagnant;O
103;.;O
104;America;LOC
104;has;O
104;produced;O
104;a;O
104;good;O
104;many;O
104;showy;O
104;books;O
104;,;O
104;the;O
104;typography;O
104;,;O
104;paper;O
104;,;O
104;and;O
104;illustrations;O
104;of;O
104;which;O
104;are;O
104;,;O
104;however;O
104;,;O
104;all;O
104;wrong;O
104;,;O
109;Even;O
109;the;O
109;Caslon;O
109;type;O
109;when;O
109;enlarged;O
109;shows;O
109;great;O
109;shortcomings;O
109;in;O
109;this;O
109;respect;O
109;:;O
111;instead;O
111;of;O
111;ending;O
111;in;O
111;the;O
111;sharp;O
111;and;O
111;clear;O
111;stroke;O
111;of;O
111;Jenson;PER
111;';O
111;s;O
111;letters;O
122;this;O
122;is;O
122;awkward;O
122;if;O
122;you;O
122;have;O
122;to;O
122;read;O
122;Bradshaw;PER
122;';O
122;s;O
122;Guide;O
122;in;O
122;a;O
122;hurry;O
122;.;O
125;Most;O
125;of;O
125;Jenson;PER
125;';O
125;s;O
125;letters;O
125;are;O
125;designed;O
125;within;O
125;a;O
125;square;O
125;,;O
159;by;O
159;that;O
159;made;O
159;in;O
159;America;LOC
159;,;O
159;which;O
159;is;O
159;the;O
159;worst;O
159;conceivable;O
159;.;O
185;the;O
185;position;O
185;of;O
185;our;O
185;Society;ORG
185;that;O
185;a;O
185;work;O
185;of;O
185;utility;O
185;might;O
185;be;O
185;also;O
185;a;O
185;work;O
185;of;O
185;art;O
185;,;O
185;if;O
185;we;O
185;cared;O
185;to;O
185;make;O
185;it;O
185;so;O
185;.;O
186;The;O
186;Chronicles;ORG
186;of;ORG
186;Newgate;ORG
186;,;O
186;Volume;O
186;2;O
186;.;O
186;By;O
186;Arthur;PER
186;Griffiths;PER
186;.;O
186;Section;O
186;4;O
186;:;O
186;Newgate;LOC
186;Newgate;LOC
186;down;O
186;to;O
186;1818;O
186;.;O
188;with;O
188;criminals;O
188;and;O
188;misdemeanants;O
188;of;O
188;all;O
188;shades;O
188;crowding;O
188;perpetually;O
188;into;O
188;its;O
188;narrow;O
188;limits;O
188;,;O
188;the;O
188;latter;O
188;state;O
188;of;O
188;Newgate;LOC
188;was;O
188;worse;O
188;than;O
188;the;O
188;first;O
188;.;O
192;Neild;PER
192;gives;O
192;some;O
192;figures;O
192;which;O
192;well;O
192;illustrate;O
192;this;O
192;.;O
199;The;O
199;numbers;O
199;soon;O
199;increased;O
199;,;O
199;however;O
199;,;O
199;and;O
199;by;O
199;1811;O
199;had;O
199;again;O
199;risen;O
199;to;O
199;629;O
199;and;O
199;Mr;O
199;.;O
199;Neild;PER
199;was;O
199;told;O
199;that;O
199;there;O
199;had;O
199;been;O
199;at;O
199;one;O
199;time;O
200;300;O
200;debtors;O
200;and;O
200;900;O
200;criminals;O
200;in;O
200;Newgate;LOC
200;,;O
200;or;O
200;twelve;O
200;hundred;O
200;prisoners;O
200;in;O
200;all;O
200;.;O
201;Previous;O
201;to;O
201;that;O
201;date;O
201;there;O
201;had;O
201;been;O
201;700;O
201;or;O
201;800;O
201;frequently;O
201;,;O
201;and;O
201;once;O
201;,;O
201;in;O
201;Mr;O
201;.;O
201;Akerman;PER
201;';O
201;s;O
201;time;O
201;,;O
201;one;O
201;thousand;O
201;.;O
203;The;O
203;inadequacy;O
203;of;O
203;the;O
203;jail;O
203;was;O
203;noticed;O
203;and;O
203;reported;O
203;upon;O
203;again;O
203;and;O
203;again;O
203;by;O
203;the;O
203;grand;O
203;juries;O
203;of;O
203;the;O
203;city;LOC
203;of;LOC
203;London;LOC
203;,;O
204;who;O
204;seldom;O
204;let;O
204;a;O
204;session;O
204;go;O
204;by;O
204;without;O
204;visiting;O
204;Newgate;LOC
204;.;O
206;the;O
206;grand;O
206;jury;O
206;made;O
206;a;O
206;special;O
206;presentment;O
206;to;O
206;the;O
206;Court;ORG
206;of;ORG
206;Common;ORG
206;Council;ORG
206;,;O
206;pointing;O
206;out;O
206;that;O
206;on;O
206;the;O
206;debtors;O
206;';O
206;side;O
206;,;O
206;which;O
206;was;O
206;intended;O
206;for;O
206;only;O
206;100;O
206;,;O
210;Returns;O
210;laid;O
210;before;O
210;the;O
210;House;ORG
210;of;ORG
210;Commons;ORG
210;showed;O
210;that;O
210;6439;O
210;persons;O
210;had;O
210;been;O
210;committed;O
210;to;O
210;Newgate;LOC
212;and;O
212;this;O
212;number;O
212;did;O
212;not;O
212;include;O
212;the;O
212;debtors;O
212;,;O
212;a;O
212;numerous;O
212;class;O
212;,;O
212;who;O
212;were;O
212;still;O
212;committed;O
212;to;O
212;Newgate;LOC
212;pending;O
212;the;O
212;completion;O
212;of;O
212;the;O
212;White;LOC
212;Cross;LOC
212;Street;LOC
212;prison;O
212;.;O
213;In;O
213;order;O
213;to;O
213;realize;O
213;the;O
213;evils;O
213;entailed;O
213;by;O
213;incarceration;O
213;in;O
213;Newgate;LOC
213;in;O
213;these;O
213;days;O
213;,;O
213;it;O
213;is;O
213;necessary;O
213;to;O
213;give;O
213;some;O
213;account;O
213;of;O
213;its;O
213;interior;O
215;Full;O
215;details;O
215;of;O
215;the;O
215;arrangements;O
215;are;O
215;to;O
215;be;O
215;found;O
215;in;O
215;Mr;O
215;.;O
215;Neild;PER
215;';O
215;s;O
215;"""";O
215;State;ORG
215;of;ORG
215;Prisons;ORG
215;in;O
215;England;LOC
215;,;O
215;Scotland;LOC
215;,;O
215;and;O
215;Wales;LOC
215;,;O
215;"""";O
215;published;O
215;in;O
215;1812;O
215;.;O
258;Neild;PER
258;takes;O
258;it;O
258;for;O
258;granted;O
258;that;O
258;the;O
258;former;O
258;rather;O
258;than;O
258;the;O
258;latter;O
258;prevailed;O
258;in;O
258;the;O
258;selection;O
258;,;O
265;The;O
265;long;O
265;narrow;O
265;yard;O
265;still;O
265;remained;O
265;as;O
265;we;O
265;saw;O
265;it;O
265;in;O
265;Jacobite;O
265;times;O
265;,;O
292;Quote;O
292;,;O
292;On;O
292;the;O
292;top;O
292;of;O
292;the;O
292;jail;O
292;,;O
292;continues;O
292;Neild;PER
292;,;O
292;are;O
292;a;O
292;watch;O
292;-;O
292;house;O
292;and;O
292;a;O
292;sentry;O
292;-;O
292;box;O
292;,;O
292;where;O
292;two;O
292;or;O
292;more;O
292;guards;O
292;,;O
292;with;O
292;dogs;O
292;and;O
292;firearms;O
292;,;O
301;Neild;PER
301;gives;O
301;,;O
301;on;O
301;the;O
301;authority;O
301;of;O
301;Mr;O
301;.;O
301;Burchell;PER
301;,;O
301;the;O
301;under;O
301;sheriff;O
301;of;O
301;Middlesex;LOC
301;,;O
302;a;O
302;table;O
302;showing;O
302;the;O
302;figures;O
302;for;O
302;the;O
302;year;O
302;ending;O
302;Michaelmas;O
302;1802;O
302;.;O
305;Fifteen;O
305;thousand;O
305;of;O
305;these;O
305;were;O
305;issued;O
305;in;O
305;Middlesex;LOC
305;alone;O
305;,;O
305;which;O
305;at;O
305;that;O
305;time;O
305;was;O
305;reckoned;O
305;as;O
305;only;O
305;a;O
305;fifteenth;O
305;of;O
305;Great;LOC
305;Britain;LOC
305;.;O
306;The;O
306;number;O
306;of;O
306;arrests;O
306;actually;O
306;made;O
306;was;O
306;114;O
306;,;O
306;300;O
306;for;O
306;the;O
306;kingdom;O
306;,;O
306;and;O
306;7020;O
306;for;O
306;Middlesex;LOC
306;.;O
309;Neild;PER
309;also;O
309;says;O
309;that;O
309;in;O
309;1793;O
309;,;O
310;5719;O
310;writs;O
310;and;O
310;executions;O
310;for;O
310;debts;O
310;between;O
310;$;O
310;10;O
310;and;O
310;$;O
310;20;O
310;were;O
310;issued;O
310;in;O
310;Middlesex;LOC
310;,;O
317;Alfred;PER
317;the;PER
317;Great;PER
317;established;O
317;the;O
317;Court;ORG
317;Baron;ORG
317;,;O
317;the;O
317;Hundred;ORG
317;Court;ORG
317;,;O
317;and;O
317;the;O
317;County;ORG
317;Court;ORG
317;,;O
317;which;O
317;among;O
317;other;O
317;matters;O
317;entertained;O
317;pleas;O
317;for;O
317;debt;O
317;.;O
318;The;O
318;County;ORG
318;Court;ORG
318;was;O
318;the;O
318;sheriff;O
318;';O
318;s;O
318;,;O
318;who;O
318;sat;O
318;there;O
318;surrounded;O
318;by;O
318;the;O
318;bishop;O
318;and;O
318;the;O
318;magnates;O
318;of;O
318;the;O
318;county;O
319;but;O
319;as;O
319;time;O
319;passed;O
319;,;O
319;difficulties;O
319;and;O
319;delays;O
319;in;O
319;obtaining;O
319;judgment;O
319;led;O
319;to;O
319;the;O
319;removal;O
319;of;O
319;causes;O
319;to;O
319;the;O
319;great;O
319;Court;ORG
319;of;ORG
319;King;ORG
319;';ORG
319;s;ORG
319;Bench;ORG
319;,;O
321;So;O
321;much;O
321;inconvenience;O
321;ensued;O
321;,;O
321;that;O
321;in;O
321;1518;O
321;the;O
321;Corporation;ORG
321;obtained;O
321;from;O
321;Parliament;ORG
321;an;O
321;act;O
321;empowering;O
321;two;O
321;aldermen;O
322;and;O
322;four;O
322;common;O
322;councilmen;O
322;to;O
322;hold;O
322;Courts;ORG
322;of;ORG
322;Requests;ORG
322;,;O
322;or;O
322;Courts;ORG
322;of;ORG
322;Conscience;ORG
322;,;O
322;to;O
322;hear;O
322;and;O
322;determine;O
322;all;O
322;causes;O
322;of;ORG
322;debt;O
324;These;O
324;courts;O
324;were;O
324;extended;O
324;two;O
324;centuries;O
324;later;O
324;to;O
324;several;O
324;large;O
324;provincial;O
324;towns;O
324;,;O
324;and;O
324;all;O
324;were;O
324;in;O
324;full;O
324;activity;O
324;when;O
324;Neild;PER
324;wrote;O
324;,;O
330;The;O
330;activity;O
330;as;O
330;well;O
330;as;O
330;the;O
330;futility;O
330;of;O
330;these;O
330;courts;O
330;may;O
330;be;O
330;estimated;O
330;from;O
330;the;O
330;statement;O
330;given;O
330;by;O
330;Neild;PER
331;that;O
331;thirteen;O
331;hundred;O
331;and;O
331;twelve;O
331;debtors;O
331;were;O
331;committed;O
331;by;O
331;them;O
331;to;O
331;Newgate;LOC
331;between;O
331;1797;O
331;and;O
331;1808;O
331;,;O
335;Neild;PER
335;found;O
335;at;O
335;his;O
335;visit;O
335;to;O
335;Newgate;LOC
335;in;O
335;1810;O
335;,;O
338;Thus;O
338;,;O
338;amongst;O
338;others;O
338;,;O
338;Thomas;PER
338;Blackburn;PER
338;had;O
338;been;O
338;committed;O
338;on;O
338;October;O
338;15th;O
338;for;O
338;a;O
338;debt;O
338;of;O
338;1;O
338;shilling;O
338;5;O
338;pence;O
338;.;O
340;Thomas;PER
340;Dobson;PER
340;,;O
340;on;O
340;22nd;O
340;August;O
340;,;O
340;1799;O
340;,;O
340;for;O
340;1;O
340;shilling;O
340;,;O
340;with;O
340;costs;O
340;of;O
340;8;O
340;shillings;O
340;,;O
340;10;O
340;pence;O
340;.;O
341;and;O
341;Susannah;PER
341;Evans;PER
341;,;O
341;in;O
341;October;O
341;the;O
341;same;O
341;year;O
341;,;O
341;for;O
341;2;O
341;shillings;O
341;,;O
341;with;O
341;costs;O
341;of;O
341;6;O
341;shillings;O
341;,;O
341;8;O
341;pence;O
341;.;O
342;Other;O
342;cases;O
342;are;O
342;recorded;O
342;elsewhere;O
342;,;O
342;as;O
342;at;O
342;the;O
342;Giltspur;ORG
342;Street;ORG
342;Compter;ORG
342;,;O
342;where;O
342;in;O
342;1805;O
342;Mr;O
342;.;O
342;Neild;PER
342;found;O
342;a;O
342;man;O
342;named;O
342;William;PER
342;Grant;PER
344;and;O
344;John;PER
344;Lancaster;PER
344;for;O
344;1;O
344;shilling;O
344;,;O
344;8;O
344;pence;O
344;,;O
344;with;O
344;costs;O
344;of;O
344;7;O
344;shillings;O
344;,;O
344;6;O
344;pence;O
344;.;O
344;Quote;O
344;.;O
345;These;O
345;surely;O
345;,;O
345;I;O
345;thought;O
345;,;O
345;"""";O
345;says;O
345;Mr;O
345;.;O
345;Neild;PER
345;,;O
345;"""";O
345;were;O
345;bad;O
345;enough;O
345;!;O
345;But;O
345;it;O
345;was;O
345;not;O
345;so;O
345;.;O
345;End;O
345;quote;O
345;.;O
346;He;O
346;recites;O
346;another;O
346;most;O
346;outrageous;O
346;and;O
346;extraordinary;O
346;case;O
346;,;O
346;in;O
346;which;O
346;one;O
346;John;PER
346;Bird;PER
346;,;O
349;Bird;PER
349;was;O
349;,;O
349;however;O
349;,;O
349;discharged;O
349;within;O
349;three;O
349;days;O
349;by;O
349;a;O
349;subscription;O
349;raised;O
349;among;O
349;his;O
349;fellow;O
349;-;O
349;prisoners;O
349;.;O
350;Mr;O
350;.;O
350;Buxton;PER
350;,;O
350;in;O
350;his;O
350;"""";O
350;Inquiry;O
350;into;O
350;the;O
350;System;ORG
350;of;ORG
350;Prison;ORG
350;Discipline;ORG
350;,;O
350;"""";O
352;The;O
352;lad;O
352;in;O
352;question;O
352;was;O
352;found;O
352;in;O
352;Coldbath;LOC
352;Fields;LOC
352;prison;O
352;,;O
352;to;O
352;which;O
352;he;O
352;had;O
352;been;O
352;sent;O
352;for;O
352;a;O
352;month;O
352;in;O
352;default;O
352;of;O
352;paying;O
352;a;O
352;fine;O
352;of;O
352;forty;O
352;shillings;O
352;.;O
353;He;O
353;had;O
353;been;O
353;in;O
353;the;O
353;employ;O
353;of;O
353;a;O
353;corn;O
353;-;O
353;chandler;PER
353;at;O
353;Islington;LOC
353;,;O
353;and;O
353;went;O
353;into;O
353;London;LOC
353;with;O
353;his;O
353;master;O
353;';O
353;s;O
353;cart;O
353;and;O
353;horse;O
353;.;O
354;There;O
354;was;O
354;in;O
354;the;O
354;City;LOC
354;Road;LOC
354;a;O
354;temporary;O
354;bar;O
354;,;O
354;with;O
354;a;O
354;collector;O
354;of;O
354;tolls;O
354;who;O
354;was;O
354;sometimes;O
354;on;O
354;the;O
354;spot;O
354;and;O
354;sometimes;O
354;not;O
354;.;O
358;Mr;O
358;.;O
358;Buxton;PER
358;';O
358;s;O
358;friends;O
358;at;O
358;once;O
358;paid;O
358;the;O
358;forty;O
358;shillings;O
358;,;O
358;and;O
358;the;O
358;boy;O
358;was;O
358;released;O
358;.;O
360;Neild;PER
360;gives;O
360;a;O
360;list;O
360;of;O
360;the;O
360;various;O
360;items;O
360;charged;O
360;upon;O
360;a;O
360;debt;O
360;of;O
360;$;O
360;10;O
360;,;O
360;which;O
360;included;O
360;instructions;O
360;to;O
360;sue;O
360;,;O
364;Before;O
364;dealing;O
364;with;O
364;the;O
364;debtors;O
364;in;O
364;Newgate;LOC
364;,;O
364;I;O
364;may;O
364;refer;O
364;incidentally;O
365;to;O
365;those;O
365;in;O
365;other;O
365;London;LOC
365;prisons;O
365;,;O
365;for;O
365;Newgate;LOC
365;was;O
365;not;O
365;the;O
365;only;O
365;place;O
365;of;O
365;durance;O
365;for;O
365;these;O
365;unfortunate;O
365;people;O
365;.;O
365;There;O
365;were;O
365;also;O
365;the;O
365;King;ORG
365;';ORG
365;s;ORG
365;Bench;ORG
365;,;O
366;the;O
366;Fleet;ORG
366;,;O
366;and;O
366;the;O
366;Marshalsea;ORG
366;prisons;O
366;especially;O
366;devoted;O
366;to;O
366;them;O
366;,;O
367;whilst;O
367;Ludgate;ORG
367;,;O
367;the;O
367;Giltspur;ORG
367;Street;ORG
367;,;O
367;and;O
367;Borough;ORG
367;Compters;ORG
367;also;O
367;received;O
367;them;O
369;The;O
369;King;ORG
369;';ORG
369;s;ORG
369;Bench;ORG
369;was;O
369;a;O
369;national;O
369;prison;O
369;,;O
369;in;O
369;which;O
369;were;O
369;confined;O
369;all;O
369;debtors;O
369;arrested;O
369;for;O
369;debt;O
369;or;O
369;for;O
369;contempt;O
369;of;O
369;the;O
369;court;O
369;of;O
369;the;O
369;King;ORG
369;';ORG
369;s;ORG
369;Bench;ORG
369;.;O
374;The;O
374;best;O
374;,;O
374;or;O
374;at;O
374;least;O
374;the;O
374;most;O
374;influential;O
374;prisoners;O
374;,;O
374;got;O
374;lodging;O
374;in;O
374;the;O
374;State;LOC
374;House;LOC
374;,;O
374;which;O
374;contained;O
374;"""";O
374;eight;O
374;large;O
374;handsome;O
374;rooms;O
374;.;O
374;"""";O
394;the;O
394;keeper;O
394;of;O
394;the;O
