;Sentence #;Word;Tag
1571;95;use;O
1572;95;in;O
1573;95;England;LOC
1574;95;which;O
1575;95;is;O
1576;95;in;O
1577;95;fact;O
1578;95;the;O
1579;95;bodony;PER
1580;95;type;O
1663;100;it;O
1664;100;is;O
1665;100;discouraging;O
1666;100;to;O
1667;100;note;O
1668;100;that;O
1669;100;the;O
1670;100;Improvement;O
1671;100;of;O
1672;100;the;O
1673;100;last;O
1674;100;50;O
1675;100;years;O
1676;100;is;O
1677;100;almost;O
1678;100;wholly;O
1679;100;confined;O
1680;100;to;O
1681;100;Great;LOC
1682;100;Britain;LOC
1683;101;here;O
1684;101;and;O
1685;101;there;O
1686;101;a;O
1687;101;book;O
1688;101;is;O
1689;101;printed;O
1690;101;in;O
1691;101;France;LOC
1692;101;or;O
1693;101;Germany;LOC
1694;101;with;O
1695;101;some;O
1696;101;pretension;O
1697;101;to;O
1698;101;good;O
1699;101;taste;O
1715;103;Italy;LOC
1716;103;is;O
1717;103;contentedly;O
1718;103;stagnant;O
1719;104;America;LOC
1720;104;has;O
1721;104;produced;O
1722;104;a;O
1723;104;good;O
1724;104;many;O
1725;104;show;O
1726;104;me;O
1727;104;books;O
1728;104;the;O
1729;104;typography;O
1730;104;paper;O
1731;104;and;O
1732;104;illustrations;O
1733;104;of;O
1734;104;which;O
1735;104;are;O
1736;104;however;O
1805;109;even;O
1806;109;the;O
1807;109;cast;O
1808;109;one;O
1809;109;type;O
1810;109;when;O
1811;109;enlarged;O
1812;109;shows;O
1813;109;great;O
1814;109;shortcomings;O
1815;109;in;O
1816;109;this;O
1817;109;respect;O
1840;111;instead;O
1841;111;of;O
1842;111;ending;O
1843;111;in;O
1844;111;the;O
1845;111;sharp;O
1846;111;and;O
1847;111;clear;O
1848;111;stroke;O
1849;111;of;O
1850;111;Jensen;PER
1851;111;';O
1852;111;s;O
1853;111;letters;O
2021;122;this;O
2022;122;is;O
2023;122;awkward;O
2024;122;if;O
2025;122;you;O
2026;122;have;O
2027;122;to;O
2028;122;read;O
2029;122;Bradshaw;PER
2030;122;';O
2031;122;s;O
2032;122;died;O
2033;122;in;O
2034;122;a;O
2035;122;hurry;O
2067;125;most;O
2068;125;of;O
2069;125;Jensen;PER
2070;125;';O
2071;125;s;O
2072;125;letters;O
2073;125;are;O
2074;125;designed;O
2075;125;with;O
2076;125;in;O
2077;125;a;O
2078;125;square;O
2674;159;That;O
2675;159;Made;O
2676;159;In;O
2677;159;America;LOC
2678;159;which;O
2679;159;is;O
2680;159;the;O
2681;159;worst;O
2682;159;conceivable;O
3114;185;the;O
3115;185;position;O
3116;185;of;O
3117;185;our;O
3118;185;society;O
3119;185;that;O
3120;185;don;O
3121;185;';O
3122;185;t;O
3123;185;work;O
3124;185;of;O
3125;185;utility;O
3126;185;might;O
3127;185;be;O
3128;185;also;O
3129;185;a;O
3130;185;work;O
3131;185;of;O
3132;185;art;O
3133;185;if;O
3134;185;we;O
3135;185;care;O
3136;185;to;O
3137;185;make;O
3138;185;it;O
3139;185;so;O
3140;186;The;O
3141;186;Chronicles;O
3142;186;of;O
3143;186;nougat;O
3144;186;volume;O
3145;186;to;O
3146;186;Arthur;PER
3147;186;Griffiths;PER
3148;186;section;O
3149;186;for;O
3150;186;new;O
3151;186;gate;O
3152;186;down;O
3153;186;to;O
3154;186;1818;O
3164;188;with;O
3165;188;criminals;O
3166;188;and;O
3167;188;misdemeanants;O
3168;188;of;O
3169;188;all;O
3170;188;shades;O
3171;188;crowding;O
3172;188;perpetually;O
3173;188;into;O
3174;188;its;O
3175;188;narrow;O
3176;188;limits;O
3177;188;the;O
3178;188;letter;O
3179;188;state;O
3180;188;of;O
3181;188;New;LOC
3182;188;Gate;LOC
3183;188;was;O
3184;188;worse;O
3185;188;than;O
3186;188;the;O
3187;188;first;O
3227;192;neeld;PER
3228;192;gives;O
3229;192;some;O
3230;192;figures;O
3231;192;which;O
3232;192;will;O
3233;192;illustrate;O
3234;192;this;O
3306;199;the;O
3307;199;numbers;O
3308;199;soon;O
3309;199;increased;O
3310;199;however;O
3311;199;and;O
3312;199;by;O
3313;199;1811;O
3314;199;had;O
3315;199;again;O
3316;199;risen;O
3317;199;to;O
3318;199;629;O
3319;199;and;O
3320;199;Mr;O
3321;199;nield;PER
3322;199;was;O
3323;199;told;O
3324;199;that;O
3325;199;there;O
3326;199;had;O
3327;199;been;O
3328;199;at;O
3329;199;one;O
3330;199;time;O
3331;200;300;O
3332;200;debtors;O
3333;200;and;O
3334;200;900;O
3335;200;criminals;O
3336;200;in;O
3337;200;Newgate;LOC
3338;200;or;O
3339;200;1200;O
3340;200;prisoners;O
3341;200;in;O
3342;200;all;O
3343;201;previous;O
3344;201;to;O
3345;201;that;O
3346;201;date;O
3347;201;there;O
3348;201;have;O
3349;201;been;O
3350;201;700;O
3351;201;or;O
3352;201;800;O
3353;201;frequently;O
3354;201;and;O
3355;201;once;O
3356;201;in;O
3357;201;Mr;O
3358;201;eckermann;PER
3359;201;';O
3360;201;s;O
3361;201;time;O
3362;201;1000;O
3382;203;the;O
3383;203;adequacy;O
3384;203;of;O
3385;203;the;O
3386;203;jail;O
3387;203;was;O
3388;203;noticed;O
3389;203;and;O
3390;203;reported;O
3391;203;upon;O
3392;203;again;O
3393;203;and;O
3394;203;again;O
3395;203;the;O
3396;203;city;O
3397;203;of;O
3398;203;London;LOC
3399;204;seldom;O
3400;204;let;O
3401;204;a;O
3402;204;session;O
3403;204;go;O
3404;204;by;O
3405;204;without;O
3406;204;visiting;O
3407;204;you;O
3408;204;gate;O
3410;206;the;O
3411;206;grand;O
3412;206;jury;O
3413;206;made;O
3414;206;a;O
3415;206;special;O
3416;206;presentment;O
3417;206;to;O
3418;206;the;O
3419;206;court;O
3420;206;of;O
3421;206;common;O
3422;206;Council;ORG
3423;206;pointing;O
3424;206;out;O
3425;206;on;O
3426;206;the;O
3427;206;side;O
3428;206;which;O
3429;206;was;O
3430;206;intended;O
3431;206;for;O
3432;206;only;O
3433;206;100;O
3475;210;returns;O
3476;210;laid;O
3477;210;before;O
3478;210;the;O
3479;210;House;ORG
3480;210;of;ORG
3481;210;Commons;ORG
3482;210;showed;O
3483;210;that;O
3484;210;6439;O
3485;210;persons;O
3486;210;have;O
3487;210;been;O
3488;210;committed;O
3489;210;to;O
3490;210;nougat;O
3499;212;this;O
3500;212;number;O
3501;212;did;O
3502;212;not;O
3503;212;include;O
3504;212;the;O
3505;212;debtors;O
3506;212;a;O
3507;212;numerous;O
3508;212;class;O
3509;212;who;O
3510;212;were;O
3511;212;still;O
3512;212;committed;O
3513;212;to;O
3514;212;Newgate;LOC
3515;212;pending;O
3516;212;the;O
3517;212;completion;O
3518;212;of;O
3519;212;the;O
3520;212;white;LOC
3521;212;cross;LOC
3522;212;street;LOC
3523;212;prison;O
3524;213;in;O
3525;213;order;O
3526;213;to;O
3527;213;realize;O
3528;213;the;O
3529;213;evil;O
3530;213;entailed;O
3531;213;by;O
3532;213;incarceration;O
3533;213;in;O
3534;213;Newgate;LOC
3535;213;in;O
3536;213;these;O
3537;213;days;O
3538;213;it;O
3539;213;is;O
3540;213;necessary;O
3541;213;to;O
3542;213;give;O
3543;213;some;O
3544;213;account;O
3545;213;of;O
3546;213;its;O
3547;213;interior;O
3555;215;full;O
3556;215;details;O
3557;215;of;O
3558;215;the;O
3559;215;arrangements;O
3560;215;are;O
3561;215;to;O
3562;215;be;O
3563;215;found;O
3564;215;in;O
3565;215;Mr;O
3566;215;Neil;PER
3567;215;';O
3568;215;s;O
3569;215;state;O
3570;215;of;O
3571;215;prisons;O
3572;215;in;O
3573;215;England;LOC
3574;215;Scotland;LOC
3575;215;and;O
3576;215;Wales;LOC
3577;215;published;O
3578;215;in;O
3579;215;1812;O
4227;258;neeld;PER
4228;258;takes;O
4229;258;it;O
4230;258;for;O
4231;258;granted;O
4232;258;that;O
4233;258;the;O
4234;258;former;O
4235;258;rather;O
4236;258;than;O
4237;258;the;O
4238;258;latter;O
4239;258;prevailed;O
4240;258;in;O
4241;258;the;O
4242;258;selection;O
4343;265;the;O
4344;265;long;O
4345;265;narrow;O
4346;265;yard;O
4347;265;still;O
4348;265;remained;O
4349;265;as;O
4350;265;we;O
4351;265;saw;O
4352;265;it;O
4353;265;in;O
4354;265;Jacobite;O
4355;265;times;O
4787;292;on;O
4788;292;the;O
4789;292;top;O
4790;292;of;O
4791;292;the;O
4792;292;jail;O
4793;292;continues;O
4794;292;neeld;PER
4795;292;arawatch;O
4796;292;house;O
4797;292;and;O
4798;292;a;O
4799;292;century;O
4800;292;box;O
4801;292;where;O
4802;292;two;O
4803;292;or;O
4804;292;more;O
4805;292;guards;O
4806;292;with;O
4807;292;dogs;O
4808;292;and;O
4809;292;firearms;O
4929;301;neeld;PER
4930;301;gives;O
4931;301;on;O
4932;301;the;O
4933;301;authority;O
4934;301;of;O
4935;301;mr;O
4936;301;.;O
4937;301;Burchell;PER
4938;301;the;O
4939;301;undersheriff;O
4940;301;of;O
4941;301;Middlesex;LOC
4942;302;table;O
4943;302;showing;O
4944;302;the;O
4945;302;figures;O
4946;302;for;O
4947;302;the;O
4948;302;year;O
4949;302;ending;O
4950;302;Michael;PER
4951;302;Miss;O
4952;302;1802;O
4983;305;15000;O
4984;305;of;O
4985;305;these;O
4986;305;were;O
4987;305;issued;O
4988;305;in;O
4989;305;Middlesex;LOC
4990;305;alone;O
4991;305;which;O
4992;305;at;O
4993;305;that;O
4994;305;time;O
4995;305;was;O
4996;305;reckoned;O
4997;305;as;O
4998;305;only;O
4999;305;a;O
5000;305;15th;O
5001;305;of;O
5002;305;Great;LOC
5003;305;Britain;LOC
5004;306;the;O
5005;306;number;O
5006;306;of;O
5007;306;arrests;O
5008;306;actually;O
5009;306;made;O
5010;306;was;O
5011;306;114300;O
5012;306;for;O
5013;306;the;O
5014;306;kingdom;LOC
5015;306;and;O
5016;306;7024;O
5017;306;Middlesex;LOC
5048;309;neeld;PER
5049;309;also;O
5050;309;says;O
5051;309;that;O
5052;309;in;O
5053;309;1793;O
5054;310;5719;O
5055;310;Ricks;PER
5056;310;and;O
5057;310;executions;O
5058;310;for;O
5059;310;decks;O
5060;310;between;O
5061;310;10;O
5062;310;lb;O
5063;310;and;O
5064;310;20;O
5065;310;lb;O
5066;310;were;O
5067;310;issued;O
5068;310;in;O
5069;310;Middlesex;LOC
5142;317;Alfred;PER
5143;317;the;PER
5144;317;Great;PER
5145;317;established;O
5146;317;the;O
5147;317;court;ORG
5148;317;Baron;ORG
5149;317;the;O
5150;317;hundred;ORG
5151;317;court;ORG
5152;317;and;O
5153;317;the;O
5154;317;county;ORG
5155;317;court;ORG
5156;317;which;O
5157;317;among;O
5158;317;other;O
5159;317;matters;O
5160;317;entertain;O
5161;317;please;O
5162;317;for;O
5163;317;debt;O
5164;318;Lake;ORG
5165;318;County;ORG
5166;318;Court;ORG
5167;318;was;O
5168;318;the;O
5169;318;sheriff;O
5170;318;';O
5171;318;s;O
5172;318;who;O
5173;318;said;O
5174;318;they;O
5175;318;';O
5176;318;re;O
5177;318;surrounded;O
5178;318;by;O
5179;318;the;O
5180;318;bishop;O
5181;318;and;O
5182;318;the;O
5183;318;magnets;O
5184;318;of;O
5185;318;the;O
5186;318;county;O
5187;319;But;O
5188;319;as;O
5189;319;time;O
5190;319;passed;O
5191;319;difficulties;O
5192;319;and;O
5193;319;delays;O
5194;319;in;O
5195;319;obtaining;O
5196;319;judgment;O
5197;319;led;O
5198;319;to;O
5199;319;the;O
5200;319;removal;O
5201;319;of;O
5202;319;causes;O
5203;319;to;O
5204;319;the;O
5205;319;great;O
5206;319;Court;ORG
5207;319;of;O
5208;319;King;O
5209;319;';O
5210;319;s;O
5211;319;bench;O
5219;321;so;O
5220;321;much;O
5221;321;inconvenience;O
5222;321;ensued;O
5223;321;that;O
5224;321;in;O
5225;321;1518;O
5226;321;the;O
5227;321;corporation;O
5228;321;obtained;O
5229;321;from;O
5230;321;Parliament;ORG
5231;321;and;O
5232;321;act;O
5233;321;empowering;O
5234;321;to;O
5235;321;alderman;O
5236;322;four;O
5237;322;common;O
5238;322;councilman;O
5239;322;to;O
5240;322;hold;O
5241;322;courts;O
5242;322;of;O
5243;322;requests;O
5244;322;or;O
5245;322;courts;O
5246;322;of;O
5247;322;conscience;O
5248;322;to;O
5249;322;hear;O
5250;322;and;O
5251;322;determine;O
5252;322;all;O
5253;322;causes;O
5254;322;of;O
5255;322;death;O
5263;324;these;O
5264;324;courts;O
5265;324;were;O
5266;324;extended;O
5267;324;to;O
5268;324;centuries;O
5269;324;later;O
5270;324;to;O
5271;324;several;O
5272;324;large;O
5273;324;provincial;O
5274;324;towns;O
5275;324;and;O
5276;324;all;O
5277;324;were;O
5278;324;in;O
5279;324;full;O
5280;324;activity;O
5281;324;when;O
5282;324;nield;PER
5283;324;Road;O
5355;330;the;O
5356;330;activity;O
5357;330;as;O
5358;330;well;O
5359;330;as;O
5360;330;the;O
5361;330;futility;O
5362;330;of;O
5363;330;these;O
5364;330;courts;O
5365;330;may;O
5366;330;be;O
5367;330;estimated;O
5368;330;from;O
5369;330;the;O
5370;330;statement;O
5371;330;given;O
5372;330;by;O
5373;330;Neil;PER
5374;331;1312;O
5375;331;debtors;O
5376;331;were;O
5377;331;committed;O
5378;331;by;O
5379;331;them;O
5380;331;to;O
5381;331;Newgate;LOC
5382;331;between;O
5383;331;1797;O
5384;331;and;O
5385;331;1808;O
5423;335;field;PER
5424;335;found;O
5425;335;at;O
5426;335;his;O
5427;335;visit;O
5428;335;to;O
5429;335;Newgate;LOC
5430;335;in;O
5431;335;1810;O
5458;338;amongst;O
5459;338;others;O
5460;338;Thomas;PER
5461;338;Blackburn;PER
5462;338;had;O
5463;338;been;O
5464;338;committed;O
5465;338;on;O
5466;338;October;O
5467;338;15th;O
5468;338;for;O
5469;338;a;O
5470;338;debt;O
5471;338;of;O
5472;338;one;O
5473;338;shilling;O
5474;338;five;O
5475;338;pence;O
5484;340;Thomas;PER
5485;340;Dobson;PER
5486;340;on;O
5487;340;22nd;O
5488;340;August;O
5489;340;1799;O
5490;340;for;O
5491;340;one;O
5492;340;shilling;O
5493;340;with;O
5494;340;costs;O
5495;340;of;O
5496;340;eight;O
5497;340;Shillings;O
5498;340;ten;O
5499;340;pence;O
5500;341;and;O
5501;341;Susanna;PER
5502;341;Evans;PER
5503;341;in;O
5504;341;October;O
5505;341;the;O
5506;341;same;O
5507;341;year;O
5508;341;for;O
5509;341;two;O
5510;341;Shillings;O
5511;341;with;O
5512;341;cost;O
5513;341;6;O
5514;341;Shillings;O
5515;341;a;O
5516;341;pence;O
5517;342;other;O
5518;342;cases;O
5519;342;are;O
5520;342;recorded;O
5521;342;elsewhere;O
5522;342;that;O
5523;342;the;O
5524;342;gilts;O
5525;342;1st;LOC
5526;342;Street;LOC
5527;342;concert;O
5528;342;where;O
5529;342;in;O
5530;342;1805;O
5531;342;Mister;O
5532;342;kneeled;PER
5533;342;found;O
5534;342;a;O
5535;342;man;O
5536;342;named;O
5537;342;William;PER
5538;342;Grant;PER
5551;344;and;O
5552;344;John;PER
5553;344;Lancaster;PER
5554;344;for;O
5555;344;one;O
5556;344;shilling;O
5557;344;a;O
5558;344;test;O
5559;344;with;O
5560;344;costs;O
5561;344;of;O
5562;344;7;O
5563;344;Shillings;O
5564;344;Sixpence;O
5565;344;quote;O
5566;345;these;O
5567;345;surely;O
5568;345;I;O
5569;345;thought;O
5570;345;says;O
5571;345;mr;O
5572;345;.;O
5573;345;Neal;PER
5574;345;were;O
5575;345;bad;O
5576;345;enough;O
5577;345;but;O
