Sentence #,Word,Tag
33,by,O
33,caslon,O
33,",",O
33,who,O
33,started,PER
33,business,O
33,in,O
33,london,O
33,as,O
33,a,O
33,type,LOC
33,founder,O
33,in,O
33,1720,O
33,.,O
34,caslon,PER
34,type,O
34,is,O
34,clear,O
34,and,O
34,neat,O
34,and,O
34,fairly,O
34,well,O
34,designed,O
34,.,O
35,for,O
35,the,O
35,seventeenth,O
35,century,O
35,letters,O
35,are,O
35,at,O
35,least,O
35,pure,O
35,and,O
35,simple,O
35,in,O
35,line,O
35,",",O
35,the,O
35,italian,O
35,bodoni,O
35,and,O
35,the,O
35,frenchman,PER
35,didot,O
35,.,O
36,we,O
36,',O
36,re,O
36,the,O
36,leaders,O
36,in,O
36,this,O
36,luckless,O
36,change,O
36,",",O
36,though,O
36,",",O
36,our,O
36,own,O
36,baskerville,PER
36,",",O
36,who,O
36,was,O
36,at,O
36,work,O
36,some,O
36,years,O
36,before,O
36,them,O
36,went,O
36,much,O
36,on,O
36,the,O
36,same,O
36,lines,O
36,.,O
37,the,O
37,chiswick,ORG
37,press,O
37,in,O
37,1844,O
37,revived,O
37,caslon,PER
37,founts,O
37,printing,O
37,for,O
37,messrs,O
37,longman,O
37,",",O
37,the,O
37,diary,O
37,of,O
37,lady,PER
37,willoughby,O
37,.,O
38,this,O
38,experiment,O
38,was,O
38,so,O
38,far,O
38,successful,O
38,that,O
38,about,O
38,1850,O
38,messrs,O
38,miller,O
38,and,PER
38,richard,O
38,of,PER
38,edinburgh,O
38,.,O
39,have,O
39,now,O
39,come,O
39,into,O
39,general,O
39,use,O
39,and,O
39,are,O
39,obviously,O
39,a,O
39,great,O
39,improvement,O
39,on,O
39,the,O
39,ordinary,O
39,modern,O
39,style,O
39,in,O
39,use,O
39,in,O
39,england,O
39,",",O
39,which,O
39,is,LOC
39,in,O
39,fact,O
39,the,O
39,bodoni,O
39,type,O
39,.,O
40,it,O
40,is,O
40,discouraging,O
40,to,O
40,note,O
40,that,O
40,the,O
40,improvement,O
40,of,O
40,the,O
40,last,O
40,fifty,O
40,years,O
40,is,O
40,almost,O
40,wholly,O
40,confined,O
40,to,O
40,great,LOC
40,britain,LOC
40,.,O
41,here,O
41,and,O
41,there,O
41,a,O
41,book,O
41,is,O
41,printed,O
41,in,O
41,france,LOC
41,or,O
41,germany,LOC
41,with,O
41,some,O
41,pretension,O
41,to,O
41,good,O
41,taste,O
41,.,O
42,italy,LOC
42,is,O
42,contentedly,O
42,stagnant,O
42,.,O
43,america,LOC
43,has,O
43,produced,O
43,a,O
43,good,O
43,many,O
43,showy,O
43,books,O
43,the,O
43,typography,O
43,paper,O
43,and,O
43,illustrations,O
43,of,O
43,which,O
43,are,O
43,however,O
43,all,O
43,wrong,O
43,.,O
44,even,O
44,the,O
44,caslon,O
44,type,O
44,when,O
44,enlarged,O
44,shows,O
44,great,O
44,shortcomings,O
44,in,O
44,this,O
44,respect,O
44,.,O
45,instead,O
45,of,O
45,ending,O
45,in,O
45,the,O
45,sharp,O
45,and,O
45,clear,O
45,stroke,O
45,of,O
45,jenson,PER
45,letters,O
45,.,O
46,this,O
46,is,O
46,awkward,O
46,if,O
46,you,O
46,have,O
46,to,O
46,read,O
46,bradshaw,PER
46,guide,O
46,in,O
46,a,O
46,hurry,O
46,.,O
47,most,O
47,of,O
47,jenson,PER
47,letters,O
47,are,O
47,designed,O
47,within,O
47,a,O
47,square,O
47,.,O
48,by,O
48,that,O
48,made,O
48,in,O
48,america,LOC
48,",",O
48,which,O
48,is,O
48,the,O
48,worst,O
48,conceivable,O
48,.,O
49,the,O
49,position,O
49,of,O
49,our,O
49,society,ORG
49,that,O
49,a,O
49,work,O
49,of,O
49,utility,O
49,might,O
49,be,O
49,also,O
49,a,O
49,work,O
49,of,O
49,art,O
49,if,O
49,we,O
49,cared,O
49,to,O
49,make,O
49,it,O
49,so,O
49,.,O
50,the,O
50,chronicles,ORG
50,of,ORG
50,newgate,ORG
50,volume,O
50,2,O
50,by,O
50,arthur,O
50,griffith,O
50,',O
50,s,PER
50,section,PER
50,4,O
50,newgate,O
50,newgate,O
50,",",O
50,down,O
50,to,LOC
50,1818,LOC
50,.,O
51,with,O
51,criminals,O
51,and,O
51,misdemeanants,O
51,of,O
51,all,O
51,shades,O
51,crowding,O
51,perpetually,O
51,into,O
51,its,O
51,narrow,O
51,limits,O
51,",",O
51,the,O
51,latter,O
51,state,O
51,of,O
51,newgate,O
51,was,LOC
51,worse,O
51,than,O
51,the,O
51,first,O
51,.,O
52,neild,PER
52,gives,O
52,some,O
52,figures,O
52,which,O
52,we,O
52,',O
52,ll,O
52,illustrate,O
52,this,O
52,.,O
53,the,O
53,numbers,O
53,soon,O
53,increased,O
53,",",O
53,however,O
53,",",O
53,and,O
53,by,O
53,1811,O
53,had,O
53,again,O
53,risen,O
53,to,O
53,629,O
53,and,O
53,mr,O
53,neild,O
53,was,O
53,told,O
53,that,PER
53,there,O
53,had,O
53,been,O
53,at,O
53,one,O
53,time,O
53,.,O
54,300,O
54,debtors,O
54,and,O
54,900,O
54,criminals,O
54,in,O
54,newgate,LOC
54,or,O
54,twelve,O
54,hundred,O
54,prisoners,O
54,in,O
54,all,O
54,.,O
55,',O
55,previous,O
55,to,O
55,that,O
55,date,O
55,there,O
55,had,O
55,been,O
55,700,O
55,or,O
55,800,O
55,frequently,O
55,and,O
55,once,O
55,in,O
55,mr,O
55,akerman,O
55,time,O
55,one,O
55,thousand,PER
55,.,O
56,the,O
56,inadequacy,O
56,of,O
56,the,O
56,jail,O
56,was,O
56,noticed,O
56,and,O
56,reported,O
56,upon,O
56,again,O
56,and,O
56,again,O
56,by,O
56,the,O
56,grand,O
56,juries,O
56,of,O
56,the,O
56,city,LOC
56,of,LOC
56,london,LOC
56,.,O
57,w,O
57,.,O
57,h,O
57,.,O
57,o,O
57,.,O
57,seldom,O
57,",",O
57,let,O
57,a,O
57,session,O
57,go,O
57,by,O
57,without,LOC
57,visiting,O
58,the,O
58,grand,O
58,jury,O
58,made,O
58,a,O
58,special,O
58,presentment,O
58,to,O
58,the,O
58,court,ORG
58,of,ORG
58,common,ORG
58,council,ORG
58,",",O
58,pointing,O
58,out,O
58,that,O
58,on,O
58,the,O
58,debtorside,O
58,which,O
58,was,O
58,intended,O
58,for,O
58,only,O
58,100,O
58,.,O
59,returns,O
59,laid,O
59,before,O
59,the,O
59,house,ORG
59,of,ORG
59,commons,ORG
59,showed,O
59,that,O
59,6,O
59,",",O
59,439,O
59,persons,O
59,had,O
59,been,O
59,committed,O
59,to,LOC
60,and,O
60,this,O
60,number,O
60,did,O
60,not,O
60,include,O
60,the,O
60,debtors,O
60,",",O
60,a,O
60,numerous,O
60,class,O
60,who,O
60,were,O
60,still,O
60,committed,O
60,to,O
60,newgate,O
60,pending,O
60,the,LOC
60,completion,O
60,of,O
60,the,O
60,white,O
60,cross,O
60,street,LOC
60,prison,LOC
60,.,O
61,in,O
61,order,O
61,to,O
61,realize,O
61,the,O
61,evils,O
61,entailed,O
61,by,O
61,incarceration,O
61,in,O
61,newgate,LOC
61,in,O
61,these,O
61,days,O
61,",",O
61,it,O
61,is,O
61,necessary,O
61,to,O
61,give,O
61,some,O
61,account,O
61,of,O
61,its,O
61,interior,O
61,.,O
62,full,O
62,details,O
62,of,O
62,the,O
62,arrangements,O
62,are,O
62,to,O
62,be,O
62,found,O
62,in,O
62,mr,O
62,neild,O
62,",",O
62,state,PER
62,of,O
62,prisons,O
62,",",O
62,in,O
62,england,ORG
62,",",O
62,scotland,ORG
62,and,ORG
62,wales,O
62,published,LOC
62,in,O
62,1812,LOC
62,.,O
63,neild,PER
63,takes,O
63,it,O
63,for,O
63,granted,O
63,that,O
63,the,O
63,former,O
63,",",O
63,rather,O
63,than,O
63,the,O
63,latter,O
63,",",O
63,prevailed,O
63,in,O
63,the,O
63,selection,O
63,.,O
64,the,O
64,long,O
64,narrow,O
64,yard,O
64,still,O
64,remained,O
64,as,O
64,we,O
64,saw,O
64,it,O
64,in,O
64,jacobite,O
64,times,O
64,.,O
65,quote,O
65,on,O
65,the,O
65,top,O
65,of,O
65,the,O
65,jail,O
65,",",O
65,continues,O
65,neild,O
65,are,O
65,a,PER
65,watch,O
65,house,O
65,and,O
65,a,O
65,sentry,O
65,box,O
65,where,O
65,two,O
65,or,O
65,more,O
65,guards,O
65,with,O
65,dogs,O
65,and,O
65,firearms,O
65,.,O
66,neild,PER
66,gives,O
66,on,O
66,the,O
66,authority,O
66,of,O
66,mr,O
66,.,O
66,burchell,O
66,",",O
66,the,O
66,under,PER
66,sheriff,O
66,of,O
66,middlesex,O
66,.,O
67,a,O
67,.,O
67,?,O
67,t,O
67,.,O
67,a,O
67,.,O
67,b,O
67,.,O
67,l,O
67,.,O
67,e,O
67,.,O
67,showing,O
67,the,O
67,figures,O
67,for,O
67,the,O
67,year,O
68,fifteen,O
68,thousand,O
68,of,O
68,these,O
68,were,O
68,issued,O
68,in,O
68,middlesex,LOC
68,alone,O
68,",",O
68,which,O
68,at,O
68,that,O
68,time,O
68,was,O
68,reckoned,O
68,as,O
68,only,O
68,a,O
68,fifteenth,O
68,of,O
68,great,O
68,britain,LOC
68,.,O
69,the,O
69,number,O
69,of,O
69,arrests,O
69,actually,O
69,made,O
69,was,O
69,114,O
69,300,O
69,for,O
69,the,O
69,kingdom,O
69,and,O
69,7020,O
69,for,O
69,middlesex,O
69,.,O
70,neild,PER
70,also,O
70,says,O
70,that,O
70,in,O
70,1793,O
70,.,O
71,5719,O
71,writs,O
71,and,O
71,executions,O
71,for,O
71,debts,O
71,between,O
71,10,O
71,and,O
71,20,O
71,were,O
71,issued,O
71,in,O
71,middlesex,O
71,.,O
72,alfred,PER
72,",",O
72,the,PER
72,great,PER
72,established,O
72,the,O
72,court,ORG
72,baron,ORG
72,the,O
72,hundred,O
72,court,ORG
72,and,ORG
72,the,O
72,county,O
72,court,O
72,",",O
72,which,ORG
72,",",O
72,among,ORG
72,other,O
72,matters,O
72,",",O
72,entertained,O
72,pleas,O
72,for,O
72,debt,O
72,.,O
73,the,O
73,county,ORG
73,court,ORG
73,was,O
73,the,O
73,sheriff,O
73,who,O
73,sat,O
73,there,O
73,surrounded,O
73,by,O
73,the,O
73,bishop,O
73,and,O
73,the,O
73,magnates,O
73,of,O
73,the,O
73,county,O
73,.,O
74,but,O
74,as,O
74,time,O
74,passed,O
74,difficulties,O
74,and,O
74,delays,O
74,in,O
74,obtaining,O
74,judgment,O
74,led,O
74,to,O
74,the,O
74,removal,O
74,of,O
74,causes,O
74,to,O
74,the,O
74,great,O
74,court,O
74,of,ORG
74,king,ORG
74,bench,ORG
74,.,O
75,so,O
75,much,O
75,inconvenience,O
75,ensued,O
75,that,O
75,in,O
75,1518,O
75,the,O
75,corporation,O
75,obtained,ORG
75,from,O
75,parliament,O
75,",",O
75,an,ORG
75,act,O
75,empowering,O
75,two,O
75,aldermen,O
75,.,O
76,and,O
76,four,O
76,common,O
76,councilmen,O
76,to,O
76,hold,O
76,courts,ORG
76,of,ORG
76,requests,ORG
76,or,O
76,courts,O
76,of,ORG
76,conscience,ORG
76,to,ORG
76,hear,O
76,and,O
76,determine,O
76,all,O
76,causes,O
76,of,O
76,debt,O
76,.,O
77,these,O
77,courts,O
77,were,O
77,extended,O
77,two,O
77,centuries,O
77,later,O
77,to,O
77,several,O
77,large,O
77,provincial,O
77,towns,O
77,and,O
77,all,O
77,were,O
77,in,O
77,full,O
77,activity,O
77,when,O
77,neild,O
77,wrote,PER
77,.,O
78,the,O
78,activity,O
78,",",O
78,as,O
78,well,O
78,as,O
78,the,O
78,futility,O
78,of,O
78,these,O
78,courts,O
78,",",O
78,may,O
78,be,O
78,estimated,O
78,from,O
78,the,O
78,statement,O
78,given,O
78,by,O
78,neild,PER
78,.,O
79,that,O
79,thirteen,O
79,hundred,O
79,and,O
79,twelve,O
79,debtors,O
79,were,O
79,committed,O
79,by,O
79,them,O
79,to,O
79,newgate,LOC
79,between,O
79,1797,O
79,and,O
79,1808,O
79,.,O
80,neild,PER
80,found,O
80,at,O
80,his,O
80,visit,O
80,to,O
80,newgate,LOC
80,in,O
80,1810,O
80,.,O
81,thus,O
81,",",O
81,amongst,O
81,others,O
81,",",O
81,thomas,O
81,blackburn,O
81,had,PER
81,been,PER
81,committed,O
81,on,O
81,october,O
81,15th,O
81,for,O
81,a,O
81,debt,O
81,of,O
81,1,O
81,shilling,O
81,5,O
81,pence,O
81,.,O
82,thomas,PER
82,dobson,PER
82,",",O
82,on,O
82,22nd,O
82,august,O
82,1799,O
82,for,O
82,1,O
82,shilling,O
82,with,O
82,costs,O
82,of,O
82,8,O
82,.,O
82,shillings,O
82,10,O
82,pence,O
82,.,O
83,and,O
83,susannah,PER
83,evans,PER
83,in,O
83,october,O
83,",",O
83,the,O
83,same,O
83,year,O
83,for,O
83,2,O
83,shillings,O
83,with,O
83,costs,O
83,of,O
83,6,O
83,shillings,O
83,8,O
83,pence,O
83,.,O
84,other,O
84,cases,O
84,are,O
84,recorded,O
84,elsewhere,O
84,as,O
84,at,O
84,the,O
84,giltspur,O
84,street,ORG
84,compter,ORG
84,where,ORG
84,in,O
84,1805,O
84,",",O
84,mr,O
84,neild,O
84,found,O
84,a,O
84,man,PER
84,named,O
84,william,O
84,grant,O
84,.,O
85,and,O
85,john,PER
85,lancaster,PER
85,",",O
85,for,O
85,1,O
85,shilling,O
85,8,O
85,pence,O
85,with,O
85,costs,O
85,of,O
85,7,O
85,shillings,O
85,6,O
85,pence,O
85,quote,O
85,?,O
86,these,O
86,",",O
86,surely,O
86,",",O
86,i,O
86,thought,O
86,",",O
86,says,O
86,mr,O
86,.,O
86,neild,O
86,",",O
86,were,O
86,bad,O
86,enough,O
86,",",O
86,but,PER
86,it,O
86,was,O
86,not,O
86,so,O
86,end,O
86,quote,O
86,.,O
87,he,O
87,recites,O
87,another,O
87,most,O
87,outrageous,O
87,and,O
87,extraordinary,O
87,case,O
87,in,O
87,which,O
87,one,O
87,john,O
87,bird,PER
87,.,O
88,bird,PER
88,was,O
88,however,O
88,discharged,O
88,within,O
88,three,O
88,days,O
88,by,O
88,a,O
88,subscription,O
88,raised,O
88,among,O
88,his,O
88,fellow,O
88,prisoners,O
88,.,O
89,mr,O
89,.,O
89,buxton,O
89,",",O
89,in,PER
89,his,O
89,inquiry,O
89,into,O
89,the,O
89,system,O
89,of,O
89,prison,O
89,discipline,ORG
89,.,O
90,the,O
90,lad,O
90,in,O
90,question,O
90,was,O
90,found,O
90,in,O
90,coldbath,LOC
90,fields,LOC
90,prison,O
90,to,O
90,which,O
90,he,O
90,had,O
90,been,O
90,sent,O
90,for,O
90,a,O
90,month,O
90,in,O
90,default,O
90,of,O
90,paying,O
90,a,O
90,fine,O
90,of,O
90,forty,O
90,shillings,O
90,.,O
91,he,O
91,had,O
91,been,O
91,in,O
91,the,O
91,employ,O
91,of,O
91,a,O
91,corn,O
91,chandler,O
91,at,PER
91,islington,O
91,and,LOC
91,went,O
91,into,O
91,london,O
91,with,O
91,his,LOC
91,master,O
91,cart,O
91,and,O
91,horse,O
91,.,O
92,there,O
92,was,O
92,in,O
92,the,O
92,city,LOC
92,road,LOC
92,a,O
92,temporary,O
92,bar,O
92,with,O
92,a,O
92,collector,O
92,of,O
92,tolls,O
92,who,O
92,was,O
92,sometimes,O
92,on,O
92,the,O
92,spot,O
92,and,O
92,sometimes,O
92,not,O
92,.,O
93,mr,O
93,.,O
93,buxton,O
93,",",O
93,friends,PER
93,at,O
93,once,O
93,",",O
93,paid,O
93,the,O
93,forty,O
93,shillings,O
93,and,O
93,the,O
93,boy,O
93,was,O
93,released,O
93,.,O
94,neild,PER
94,gives,O
94,a,O
94,list,O
94,of,O
94,the,O
94,various,O
94,items,O
94,charged,O
94,upon,O
94,a,O
94,debt,O
94,of,O
94,10,O
94,",",O
94,which,O
94,included,O
94,instructions,O
94,to,O
94,s,O
94,.,O
94,u,O
94,.,O
94,e,O
94,.,O
95,before,O
95,dealing,O
95,with,O
95,the,O
95,debtors,O
95,in,O
95,newgate,LOC
95,",",O
95,i,O
95,may,O
95,refer,O
95,",",O
95,incidentally,O
95,.,O
96,to,O
96,those,O
96,in,O
96,other,O
96,london,LOC
96,prisons,O
96,for,O
96,newgate,O
96,",",O
96,was,LOC
96,not,O
96,the,O
96,only,O
96,place,O
96,of,O
96,durance,O
96,for,O
96,these,O
96,.,O
96,unfortunate,O
96,people,O
96,there,O
96,were,O
96,also,O
96,the,O
96,king,O
96,bench,O
96,.,O
97,the,O
97,fleet,ORG
97,and,O
97,the,O
97,marshalsea,O
97,prisons,ORG
97,especially,O
97,devoted,O
97,to,O
97,them,O
97,.,O
98,whilst,O
98,ludgate,ORG
98,",",O
98,the,O
98,giltspur,O
98,street,ORG
98,and,ORG
98,borough,O
98,compters,O
98,also,ORG
98,received,ORG
98,them,O
98,.,O
99,the,O
99,king,ORG
99,bench,ORG
99,was,ORG
99,a,ORG
99,national,O
99,prison,O
99,in,O
99,which,O
99,were,O
99,confined,O
99,all,O
99,debtors,O
99,arrested,O
99,for,O
99,debt,O
99,or,O
99,for,O
99,contempt,O
99,of,O
99,the,O
99,court,O
99,of,O
99,the,O
99,king,O
99,bench,O
99,.,O
100,the,O
100,best,O
100,or,O
100,at,O
100,least,O
100,the,O
100,most,O
100,influential,O
100,prisoners,O
100,got,O
100,lodging,O
100,in,O
100,the,O
100,state,O
100,house,O
100,",",O
100,which,LOC
100,contained,LOC
100,eight,O
100,large,O
100,handsome,O
100,rooms,O
100,.,O
101,the,O
101,keeper,O
101,of,O
101,the,O
101,large,O
101,tap,O
101,room,O
101,called,O
101,the,O
101,brace,O
101,because,O
101,it,O
101,was,O
101,once,O
101,kept,O
101,by,O
101,two,O
101,brothers,O
101,named,O
101,partridge,O
101,also,O
101,paid,PER
101,him,O
101,toll,O
101,.,O
102,the,O
102,sale,O
102,of,O
102,spirits,O
102,was,O
102,forbidden,O
102,",",O
102,but,O
102,gin,O
102,could,O
102,always,O
102,be,O
102,had,O
102,at,O
102,the,O
102,whistling,O
102,shops,O
102,where,O
102,it,O
102,was,O
102,known,O
102,as,O
102,moonshine,O
102,sky,O
102,blue,ORG
102,.,O
103,mexico,LOC
103,and,O
103,was,O
103,consumed,O
103,at,O
103,the,O
103,rate,O
103,of,O
103,a,O
103,hogshead,O
103,per,O
103,week,O
103,.,O
104,the,O
104,fleet,ORG
104,",",O
104,which,O
104,stood,O
104,in,O
104,farringdon,O
104,street,LOC
104,.,O
105,was,O
105,a,O
105,prison,O
105,for,O
105,debtors,O
105,and,O
105,persons,O
105,committed,O
105,for,O
105,contempt,O
105,by,O
105,the,O
105,courts,O
105,of,O
105,chancery,ORG
105,exchequer,O
105,and,ORG
105,common,O
105,pleas,O
105,.,O
106,it,O
106,was,O
106,so,O
106,used,O
106,for,O
106,the,O
106,date,O
106,of,O
106,the,O
106,abolition,O
106,of,O
106,the,O
106,star,ORG
