,Sentence #,Tag,Word
416,15,O,in
417,15,O,March
418,15,O,after
419,15,O,a
420,15,O,British
421,15,O,report
422,15,O,suggested
423,15,O,humans
424,15,O,could
425,15,O,contract
426,15,O,an
427,15,O,illness
428,15,O,similar
429,15,O,to
430,15,O,mad
431,15,O,cow
432,15,O,disease
433,15,O,by
434,15,O,eating
435,15,O,contaminated
436,15,O,beef
437,15,O,.
438,16,LOC,Germany
439,16,O,imported
440,16,O,"47,600"
441,16,O,sheep
442,16,O,from
443,16,LOC,Britain
444,16,O,last
445,16,O,year
446,16,O,","
447,16,O,nearly
448,16,O,half
449,16,O,of
450,16,O,total
451,16,O,imports
452,16,O,.
453,17,O,It
454,17,O,brought
455,17,O,in
456,17,O,"4,275"
457,17,O,tonnes
458,17,O,of
459,17,O,British
460,17,O,mutton
461,17,O,","
462,17,O,some
463,17,O,10
464,17,O,percent
465,17,O,of
466,17,O,overall
467,17,O,imports
468,17,O,.
470,18,O,Rare
471,18,PER,Hendrix
472,18,O,song
473,18,O,draft
474,18,O,sells
475,18,O,for
476,18,O,almost
477,18,O,.
478,18,O,"17,000"
479,18,O,$
480,19,LOC,LONDON
481,19,O,1996-08-22
482,19,O,A
483,19,O,rare
484,19,O,early
485,19,O,handwritten
486,19,O,draft
487,19,O,of
488,19,O,a
489,19,O,song
490,19,O,by
491,19,LOC,U.S.
492,19,O,guitar
493,19,O,legend
494,19,PER,Jimi
495,19,PER,Hendrix
496,19,O,was
497,19,O,sold
498,19,O,for
499,19,O,almost
500,19,O,$
501,19,O,"17,000"
502,19,O,on
503,19,O,Thursday
504,19,O,at
505,19,O,an
506,19,O,auction
507,19,O,of
508,19,O,some
509,19,O,of
510,19,O,the
511,19,O,late
512,19,O,musician
513,19,O,'s
514,19,O,favourite
515,19,O,possessions
516,19,O,.
517,20,O,A
518,20,LOC,Florida
519,20,O,restaurant
520,20,O,paid
521,20,O,"10,925"
522,20,O,pounds
523,20,O,(
524,20,O,$
525,20,O,"16,935"
526,20,O,)
527,20,O,for
528,20,O,the
529,20,O,draft
530,20,O,of
532,20,O,Ai
533,20,O,n't
534,20,O,no
535,20,O,telling
537,20,O,","
538,20,O,which
539,20,PER,Hendrix
540,20,O,penned
541,20,O,on
542,20,O,a
543,20,O,piece
544,20,O,of
545,20,LOC,London
546,20,O,hotel
547,20,O,stationery
548,20,O,in
549,20,O,late
550,20,O,1966
551,20,O,.
552,21,O,At
553,21,O,the
554,21,O,end
555,21,O,of
556,21,O,a
557,21,O,January
558,21,O,1967
559,21,O,concert
560,21,O,in
561,21,O,the
562,21,O,English
563,21,O,city
564,21,O,of
565,21,LOC,Nottingham
566,21,O,he
567,21,O,threw
568,21,O,the
569,21,O,sheet
570,21,O,of
571,21,O,paper
572,21,O,into
573,21,O,the
574,21,O,audience
575,21,O,","
576,21,O,where
577,21,O,it
578,21,O,was
579,21,O,retrieved
580,21,O,by
581,21,O,a
582,21,O,fan
583,21,O,.
584,22,O,Buyers
585,22,O,also
586,22,O,snapped
587,22,O,up
588,22,O,16
589,22,O,other
590,22,O,items
591,22,O,that
592,22,O,were
593,22,O,put
594,22,O,up
595,22,O,for
596,22,O,auction
597,22,O,by
598,22,PER,Hendrix
599,22,O,'s
600,22,O,former
601,22,O,girlfriend
602,22,PER,Kathy
603,22,PER,Etchingham
604,22,O,","
605,22,O,who
606,22,O,him
607,22,O,with
608,22,O,lived
609,22,O,from
610,22,O,1969
611,22,O,.
612,22,O,1966
613,22,O,to
614,23,O,They
615,23,O,included
616,23,O,a
617,23,O,black
618,23,O,lacquer
619,23,O,and
620,23,O,mother
621,23,O,of
622,23,O,pearl
623,23,O,inlaid
624,23,O,box
625,23,O,used
626,23,O,by
627,23,PER,Hendrix
628,23,O,to
629,23,O,store
630,23,O,his
631,23,O,drugs
632,23,O,","
633,23,O,which
634,23,O,an
635,23,O,anonymous
636,23,O,Australian
637,23,O,purchaser
638,23,O,bought
639,23,O,for
640,23,O,"5,060"
641,23,O,pounds
642,23,O,(
643,23,O,$
644,23,O,"7,845"
645,23,O,)
646,23,O,.
647,24,O,The
648,24,O,guitarist
649,24,O,died
650,24,O,of
651,24,O,a
652,24,O,drugs
653,24,O,overdose
654,24,O,in
655,24,O,1970
656,24,O,aged
657,24,O,27
658,24,O,.
660,25,LOC,China
661,25,O,says
662,25,LOC,Taiwan
663,25,O,spoils
664,25,O,atmosphere
665,25,O,for
666,25,O,talks
667,25,O,.
668,26,LOC,BEIJING
669,26,O,1996-08-22
670,26,LOC,China
671,26,O,on
672,26,O,Thursday
673,26,O,accused
674,26,LOC,Taipei
675,26,O,of
676,26,O,spoiling
677,26,O,the
678,26,O,atmosphere
679,26,O,for
680,26,O,a
681,26,O,resumption
682,26,O,of
683,26,O,talks
684,26,O,across
685,26,O,the
686,26,LOC,Taiwan
687,26,LOC,Strait
688,26,O,with
689,26,O,a
690,26,O,visit
691,26,O,to
692,26,LOC,Ukraine
693,26,O,by
694,26,O,Taiwanese
695,26,O,Vice
696,26,O,President
697,26,PER,Lien
698,26,PER,Chan
699,26,O,this
700,26,O,week
701,26,O,that
702,26,O,infuriated
703,26,LOC,Beijing
704,26,O,.
705,27,O,Speaking
706,27,O,only
707,27,O,hours
708,27,O,after
709,27,O,Chinese
710,27,O,state
711,27,O,media
712,27,O,said
713,27,O,the
714,27,O,time
715,27,O,was
716,27,O,right
717,27,O,to
718,27,O,engage
719,27,O,in
720,27,O,political
721,27,O,talks
722,27,O,with
723,27,LOC,Taiwan
724,27,O,","
725,27,ORG,Foreign
726,27,ORG,Ministry
727,27,O,spokesman
728,27,PER,Shen
729,27,PER,Guofang
730,27,O,told
731,27,ORG,Reuters
732,27,O,:
734,27,O,The
735,27,O,necessary
736,27,O,atmosphere
737,27,O,for
738,27,O,of
739,27,O,the
740,27,O,the
741,27,O,opening
742,27,O,talks
743,27,O,has
744,27,O,been
745,27,O,disrupted
746,27,O,by
747,27,O,the
748,27,LOC,Taiwan
749,27,O,authorities
750,27,O,.
752,28,O,State
753,28,O,media
754,28,O,quoted
755,28,LOC,China
756,28,O,'s
757,28,O,top
758,28,O,negotiator
759,28,O,with
760,28,LOC,Taipei
761,28,O,","
762,28,PER,Tang
763,28,PER,Shubei
764,28,O,","
765,28,O,as
766,28,O,telling
767,28,O,a
768,28,O,visiting
769,28,O,group
770,28,O,from
771,28,LOC,Taiwan
772,28,O,on
773,28,O,Wednesday
774,28,O,that
775,28,O,it
776,28,O,was
777,28,O,time
778,28,O,for
779,28,O,the
780,28,O,rivals
781,28,O,to
782,28,O,hold
783,28,O,political
784,28,O,talks
785,28,O,.
787,29,O,Now
788,29,O,is
789,29,O,the
790,29,O,time
791,29,O,for
792,29,O,the
793,29,O,two
794,29,O,sides
795,29,O,to
796,29,O,engage
797,29,O,in
798,29,O,political
799,29,O,talks
800,29,O,...
801,29,O,that
802,29,O,is
803,29,O,to
804,29,O,end
805,29,O,the
806,29,O,state
807,29,O,of
808,29,O,hostility
809,29,O,","
811,29,O,Thursday
812,29,O,'s
813,29,O,overseas
814,29,O,edition
815,29,O,of
816,29,O,the
817,29,ORG,People
818,29,ORG,'s
819,29,ORG,Daily
820,29,O,quoted
821,29,PER,Tang
822,29,O,as
823,29,O,saying
824,29,O,.
825,30,O,The
826,30,O,foreign
827,30,O,ministry
828,30,O,'s
829,30,ORG,Shen
830,30,O,told
831,30,ORG,Reuters
832,30,ORG,Television
833,30,O,in
834,30,O,he
835,30,O,interview
836,30,O,an
837,30,O,had
838,30,O,read
839,30,O,reports
840,30,O,of
841,30,PER,Tang
842,30,O,'s
843,30,O,comments
844,30,O,but
845,30,O,gave
846,30,O,no
847,30,O,details
848,30,O,of
849,30,O,why
850,30,O,the
851,30,O,negotiator
852,30,O,had
853,30,O,considered
854,30,O,the
855,30,O,time
856,30,O,right
857,30,O,for
858,30,O,talks
859,30,O,with
860,30,LOC,Taiwan
861,30,O,","
862,30,O,which
863,30,LOC,Beijing
864,30,O,considers
865,30,O,a
866,30,O,renegade
867,30,O,province
868,30,O,.
869,31,LOC,China
870,31,O,","
871,31,O,which
872,31,O,has
873,31,O,long
874,31,O,opposed
875,31,O,all
876,31,LOC,Taipei
877,31,O,efforts
878,31,O,to
879,31,O,gain
880,31,O,greater
881,31,O,international
882,31,O,recognition
883,31,O,","
884,31,O,was
885,31,O,infuriated
886,31,O,by
887,31,O,a
888,31,O,visit
889,31,O,to
890,31,LOC,Ukraine
891,31,O,this
892,31,O,week
893,31,O,by
894,31,O,Taiwanese
895,31,O,Vice
896,31,O,President
897,31,PER,Lien
898,31,O,.
900,32,LOC,China
901,32,O,says
902,32,O,time
903,32,O,right
904,32,O,for
905,32,LOC,Taiwan
906,32,O,talks
907,32,O,.
908,33,LOC,BEIJING
909,33,O,1996-08-22
910,33,LOC,China
911,33,O,has
912,33,O,said
913,33,O,it
914,33,O,was
915,33,O,time
916,33,O,for
917,33,O,political
918,33,O,talks
919,33,O,with
920,33,LOC,Taiwan
921,33,O,and
922,33,O,that
923,33,O,the
924,33,O,rival
925,33,O,island
926,33,O,should
927,33,O,take
928,33,O,practical
929,33,O,steps
930,33,O,towards
931,33,O,that
932,33,O,goal
933,33,O,.
934,34,O,Consultations
935,34,O,should
936,34,O,be
937,34,O,held
938,34,O,to
939,34,O,set
940,34,O,the
941,34,O,time
942,34,O,and
943,34,O,format
944,34,O,of
945,34,O,the
946,34,O,talks
947,34,O,","
948,34,O,the
949,34,O,official
950,34,ORG,Xinhua
951,34,O,news
952,34,O,agency
953,34,O,quoted
954,34,PER,Tang
955,34,PER,Shubei
956,34,O,","
957,34,O,executive
958,34,O,vice
959,34,O,chairman
960,34,O,of
961,34,O,the
962,34,ORG,Association
963,34,ORG,for
964,34,ORG,Relations
965,34,ORG,Across
966,34,ORG,the
967,34,ORG,Taiwan
968,34,O,as
969,34,O,saying
970,34,ORG,Straits
971,34,O,","
972,34,O,late
973,34,O,on
974,34,O,Wednesday
975,34,O,.
977,35,O,German
978,35,O,July
979,35,O,car
980,35,O,registrations
981,35,O,up
982,35,O,14.2
983,35,O,pct
984,35,O,yr
985,35,O,/
986,35,O,yr
987,35,O,.
988,36,LOC,FRANKFURT
989,36,O,1996-08-22
990,36,O,German
991,36,O,first-time
992,36,O,registrations
993,36,O,of
994,36,O,motor
995,36,O,vehicles
996,36,O,jumped
997,36,O,14.2
998,36,O,percent
999,36,O,in
1000,36,O,July
1001,36,O,this
1002,36,O,year
1003,36,O,from
1004,36,O,the
1005,36,O,year-earlier
1006,36,O,period
1007,36,O,","
1008,36,O,the
1009,36,ORG,Federal
1010,36,ORG,office
1011,36,ORG,for
1012,36,ORG,motor
1013,36,ORG,vehicles
1014,36,O,said
1015,36,O,on
1016,36,O,Thursday
1017,36,O,.
1018,37,O,The
1019,37,O,office
1020,37,O,said
1021,37,O,"356,725"
1022,37,O,new
1023,37,O,cars
1024,37,O,were
1025,37,O,registered
1026,37,O,in
1027,37,O,July
1028,37,O,1996
1029,37,O,--
1030,37,O,"304,850"
1031,37,O,passenger
1032,37,O,cars
1033,37,O,and
1034,37,O,"15,613"
1035,37,O,trucks
1036,37,O,.
1037,38,O,The
1038,38,O,figures
1039,38,O,represent
1040,38,O,a
1041,38,O,13.6
1042,38,O,percent
1043,38,O,increase
1044,38,O,for
1045,38,O,passenger
1046,38,O,cars
1047,38,O,and
1048,38,O,a
1049,38,O,2.2
1050,38,O,percent
1051,38,O,decline
1052,38,O,for
1053,38,O,trucks
1054,38,O,from
1055,38,O,July
1056,38,O,1995
1057,38,O,.
1058,39,O,Motor-bike
1059,39,O,registration
1060,39,O,rose
1061,39,O,32.7
1062,39,O,percent
1063,39,O,in
1064,39,O,the
1065,39,O,period
1066,39,O,.
1067,40,O,The
1068,40,O,growth
1069,40,O,was
1070,40,O,partly
1071,40,O,due
1072,40,O,to
1073,40,O,an
1074,40,O,increased
1075,40,O,number
1076,40,O,of
1077,40,O,Germans
1078,40,O,buying
1079,40,O,German
1080,40,O,cars
1081,40,O,abroad
1082,40,O,","
1083,40,O,while
1084,40,O,manufacturers
1085,40,O,said
1086,40,O,that
1087,40,O,domestic
1088,40,O,demand
1089,40,O,was
1090,40,O,weak
1091,40,O,","
1092,40,O,the
1093,40,O,federal
1094,40,O,office
1095,40,O,said
1096,40,O,.
1097,41,O,Almost
1098,41,O,all
1099,41,O,German
1100,41,O,car
1101,41,O,manufacturers
1102,41,O,posted
1103,41,O,gains
1104,41,O,in
1105,41,O,registration
1106,41,O,numbers
1107,41,O,in
1108,41,O,the
1109,41,O,period
1110,41,O,.
1111,42,ORG,Volkswagen
1112,42,ORG,AG
1113,42,O,won
1114,42,O,"77,719"
1115,42,O,registrations
1116,42,O,","
1117,42,O,slightly
1118,42,O,more
1119,42,O,than
1120,42,O,a
1121,42,O,quarter
1122,42,O,of
1123,42,O,the
1124,42,O,total
1125,42,O,.
1126,43,ORG,Opel
1127,43,ORG,AG
1128,43,O,together
1129,43,O,with
1130,43,ORG,General
1131,43,ORG,Motors
1132,43,O,came
1133,43,O,in
1134,43,O,second
1135,43,O,place
1136,43,O,with
1137,43,O,"49,269"
1138,43,O,registrations
1139,43,O,","
1140,43,O,16.4
1141,43,O,percent
1142,43,O,of
1143,43,O,the
1144,43,O,overall
1145,43,O,figure
1146,43,O,.
1147,44,O,Third
1148,44,O,was
1149,44,ORG,Ford
1150,44,O,with
1151,44,O,"35,563"
1152,44,O,registrations
1153,44,O,","
1154,44,O,or
1155,44,O,11.7
1156,44,O,percent
1157,44,O,.
1158,45,O,Only
1159,45,ORG,Seat
1160,45,O,and
1161,45,ORG,Porsche
1162,45,O,had
1163,45,O,fewer
1164,45,O,registrations
1165,45,O,in
1166,45,O,July
1167,45,O,1996
1168,45,O,compared
1169,45,O,to
1170,45,O,last
1171,45,O,year
1172,45,O,'s
1173,45,O,July
1174,45,O,.
1175,46,ORG,Seat
1176,46,O,posted
1177,46,O,"3,420"
1178,46,O,registrations
1179,46,O,compared
1180,46,O,with
1181,46,O,5522
1182,46,O,registrations
1183,46,O,in
1184,46,O,July
1185,46,O,a
1186,46,O,year
1187,46,O,earlier
1188,46,O,.
1189,47,ORG,Porsche
1190,47,O,'s
1191,47,O,registrations
1192,47,O,fell
1193,47,O,to
1194,47,O,554
1195,47,O,from
1196,47,O,643
1197,47,O,.
1199,48,O,GREEK
1200,48,O,SOCIALISTS
1201,48,O,GIVE
1202,48,O,GREEN
1203,48,O,LIGHT
1204,48,O,TO
1205,48,O,PM
1206,48,O,FOR
1207,48,O,ELECTIONS
1208,48,O,.
1209,49,LOC,ATHENS
1210,49,O,1996-08-22
1211,49,O,The
1212,49,O,Greek
1213,49,O,socialist
1214,49,O,party
1215,49,O,'s
1216,49,O,executive
1217,49,O,bureau
1218,49,O,gave
1219,49,O,the
1220,49,O,green
1221,49,O,light
1222,49,O,to
1223,49,O,Prime
1224,49,O,Minister
1225,49,PER,Costas
1226,49,PER,Simitis
1227,49,O,to
1228,49,O,call
1229,49,O,snap
1230,49,O,elections
1231,49,O,","
1232,49,O,its
1233,49,O,general
1234,49,O,secretary
1235,49,PER,Costas
1236,49,PER,Skandalidis
1237,49,O,told
1238,49,O,reporters
1239,49,O,.
1240,50,O,Prime
1241,50,PER,Simitis
1242,50,O,is
1243,50,O,Minister
1244,50,PER,Costas
1245,50,O,going
1246,50,O,to
1247,50,O,make
1248,50,O,an
1249,50,O,official
1250,50,O,announcement
1251,50,O,cabinet
1252,50,O,meeting
1253,50,O,after
1254,50,O,a
1255,50,O,later
1256,50,O,on
1257,50,O,Thursday
1258,50,PER,Skandalidis
1259,50,O,.
1260,50,O,","
1261,50,O,said
1262,51,O,--
1263,51,PER,Dimitris
1264,51,PER,Kontogiannis
1265,51,O,","
1266,51,ORG,Athens
1267,51,ORG,Newsroom
1268,51,O,+301
1269,51,O,3311812-4
1271,51,ORG,BayerVB
1272,51,O,sets
1273,51,O,C$
1274,51,O,100
1275,51,O,million
1276,51,O,six-year
1277,52,LOC,LONDON
1278,51,O,.
1279,51,O,bond
1280,52,O,following
1281,52,O,bond
1282,52,O,1996-08-22
1283,52,O,The
1284,52,O,was
1285,52,O,announced
1286,52,O,by
1287,52,O,lead
1288,52,O,manager
1289,52,PER,Toronto
1290,52,PER,Dominion
1291,52,O,.
1292,53,O,BORROWER
1293,53,ORG,BAYERISCHE
1294,53,ORG,VEREINSBANK
1295,53,O,AMT
1296,53,O,C$
1297,53,O,100
1298,53,O,MLN
1299,53,O,COUPON
1300,53,O,6.625
1301,53,O,MATURITY
1302,53,O,24.SEP.02
1303,53,O,TYPE
1304,53,O,STRAIGHT
1305,53,O,ISS
1306,53,O,PAY
1307,53,O,DATE
1308,53,O,PRICE
1309,53,O,100.92
1310,53,O,24.SEP.96
1311,53,O,FULL
1312,53,O,FEES
1313,53,O,1.875
1314,53,O,REOFFER
1315,53,O,99.32
1316,53,O,SPREAD
1317,53,O,+20
1318,53,O,BP
1319,53,O,MOODY
1320,53,O,AA1
1321,53,O,LISTING
1322,53,O,LUX
1323,53,O,PAY
1324,53,O,FREQ
1325,53,O,=
1326,53,ORG,S&P
1327,53,O,=
1328,53,O,DENOMS
1329,53,O,(
1330,53,O,K
1331,53,O,)
1332,53,O,1-10-100
1333,53,O,SALE
1334,53,O,LIMITS
1335,53,LOC,US
1336,53,O,/
1337,53,LOC,UK
1338,53,O,/
1339,53,LOC,CA
1340,53,O,NEG
1341,53,O,PLG
1342,53,O,NO
1343,53,O,CRS
1344,53,O,DEFLT
1345,53,O,NO
1346,53,O,FORCE
1347,53,O,MAJ
1348,53,O,=
1349,53,O,GOV
1350,53,O,LAW
1351,53,O,GERMAN
1352,53,O,HOME
1353,53,O,CTRY
1354,53,O,=
1355,53,O,TAX
1356,53,O,PROVS
1357,53,O,STANDARD
1358,53,O,MGT
1359,53,O,/
1360,53,O,UND
1361,53,O,0.275
1362,53,O,SELL
1363,53,O,CONC
1364,53,O,1.60
1365,53,O,PRAECIP
1366,53,O,=
1367,53,O,UNDERLYING
1368,53,O,GOVT
1369,53,O,BOND
1370,53,O,7.0
1371,53,O,PCT
1372,53,O,SEPT
1373,53,O,2001
1374,53,O,NOTES
1375,53,ORG,BAYERISCHE
1376,53,ORG,VEREINSBANK
1377,53,O,IS
1378,53,O,JOINT
1379,53,O,LEAD
1380,53,O,MANAGER
1381,53,O,--
1382,53,ORG,London
1383,53,ORG,Newsroom
1384,53,O,+44
1385,53,O,171
1386,53,O,542
1387,53,O,7658
1389,53,ORG,Venantius
1390,53,O,sets
1391,53,O,$
1392,53,O,300
1393,53,O,million
1394,53,O,January
1395,53,O,1999
1396,53,O,FRN
1397,53,O,.
1398,54,LOC,LONDON
1399,54,O,1996-08-22
1400,54,O,The
1401,54,O,following
1402,54,O,floating-rate
1403,54,O,issue
1404,54,O,was
1405,54,O,announced
1406,54,O,by
1407,54,O,lead
1408,54,O,manager
1409,54,ORG,Lehman
1410,54,ORG,Brothers
1411,54,ORG,International
1412,54,O,.
1413,55,O,BORROWER
1414,55,ORG,VENANTIUS
1415,55,ORG,AB
1416,55,O,(
1417,55,O,SWEDISH
1418,55,O,NATIONAL
1419,55,O,MORTGAGE
1420,55,O,AGENCY
1421,55,O,)
1422,55,O,AMT
1423,55,O,$
1424,55,O,300
1425,55,O,MLN
1426,55,O,SPREAD
1427,55,O,-
1428,55,O,12.5
1429,55,O,BP
1430,55,O,MATURITY
1431,55,O,21.JAN.99
1432,55,O,TYPE
1433,55,O,FRN
1434,55,O,BASE
1435,55,ORG,3M
1436,55,O,LIBOR
1437,55,O,PAY
1438,55,O,DATE
1439,55,O,S23.SEP.96
1440,55,O,LAST
1441,55,O,MOODY
1442,55,O,AA3
1443,55,O,ISS
1444,55,O,PRICE
1445,55,O,99.956
1446,55,O,FULL
1447,55,O,FEES
1448,55,O,10
1449,55,O,BP
1450,55,O,LAST
1451,55,ORG,S&P
1452,55,O,AA+
1453,55,O,REOFFER
1454,55,O,=
1455,55,O,NOTES
1456,55,O,S
1457,55,O,SHORT
1458,55,O,FIRST
1459,55,O,COUPON
1460,55,O,LISTING
1461,55,LOC,LONDON
1462,55,O,DENOMS
1463,55,O,(
1464,55,O,K
1465,55,O,)
1466,55,O,1-10-100
1467,55,O,SALE
1468,55,O,LIMITS
1469,55,LOC,US
1470,55,O,/
