,Sentence #,Tag,Word
407,15,O,consumer
408,15,O,confidence
409,15,O,collapsed
410,15,O,in
411,15,O,March
412,15,O,after
413,15,O,a
414,15,O,British
415,15,O,report
416,15,O,suggested
417,15,O,humans
418,15,O,could
419,15,O,contract
420,15,O,an
421,15,O,illness
422,15,O,similar
423,15,O,to
424,15,O,mad
425,15,O,cow
426,15,O,disease
427,15,O,by
428,15,O,eating
429,15,O,contaminated
430,15,O,beef
431,15,O,.
432,16,LOC,Germany
433,16,O,imported
434,16,O,"47,600"
435,16,O,sheep
436,16,O,from
437,16,LOC,Britain
438,16,O,last
439,16,O,year
440,16,O,","
441,16,O,nearly
442,16,O,half
443,16,O,of
444,16,O,total
445,16,O,imports
446,16,O,.
447,17,O,It
448,17,O,brought
449,17,O,in
450,17,O,"4,275"
451,17,O,tonnes
452,17,O,of
453,17,O,British
454,17,O,mutton
455,17,O,","
456,17,O,some
457,17,O,10
458,17,O,percent
459,17,O,of
460,17,O,overall
461,17,O,imports
462,17,O,.
463,18,O,Rare
464,18,PER,Hednrix
465,18,O,song
466,18,O,draft
467,18,O,sells
468,18,O,for
469,18,O,almost
470,18,O,$
471,18,O,"17,000"
472,18,O,.
473,19,LOC,LONDON
474,19,O,1996-08-22
475,19,O,A
476,19,O,rare
477,19,O,early
478,19,O,handwritten
479,19,O,draft
480,19,O,of
481,19,O,a
482,19,O,song
483,19,O,by
484,19,LOC,U.S.
485,19,O,guitar
486,19,O,legend
487,19,PER,Jimi
488,19,PER,Hendrix
489,19,O,was
490,19,O,sold
491,19,O,for
492,19,O,almost
493,19,O,$
494,19,O,"17,000"
495,19,O,on
496,19,O,Thursday
497,19,O,at
498,19,O,an
499,19,O,auction
500,19,O,of
501,19,O,some
502,19,O,of
503,19,O,the
504,19,O,late
505,19,O,musician
506,19,O,'s
507,19,O,favourite
508,19,O,possessions
509,19,O,.
510,20,O,A
511,20,LOC,Florida
512,20,O,restaurant
513,20,O,paid
514,20,O,"10,925"
515,20,O,pounds
516,20,O,(
517,20,O,$
518,20,O,"16,935"
519,20,O,)
520,20,O,for
521,20,O,the
522,20,O,draft
523,20,O,of
524,20,O,Ai
525,20,O,n't
526,20,O,no
527,20,O,telling
528,20,O,","
529,20,O,which
530,20,PER,Hendrix
531,20,O,penned
532,20,O,on
533,20,O,a
534,20,O,piece
535,20,O,of
536,20,LOC,London
537,20,O,hotel
538,20,O,stationery
539,20,O,in
540,20,O,late
541,20,O,1966
542,20,O,.
543,21,O,At
544,21,O,the
545,21,O,end
546,21,O,of
547,21,O,a
548,21,O,January
549,21,O,1967
550,21,O,concert
551,21,O,in
552,21,O,the
553,21,O,English
554,21,O,city
555,21,O,of
556,21,LOC,Nottignham
557,21,O,he
558,21,O,threw
559,21,O,the
560,21,O,sheet
561,21,O,of
562,21,O,paper
563,21,O,into
564,21,O,the
565,21,O,audience
566,21,O,","
567,21,O,where
568,21,O,it
569,21,O,was
570,21,O,retrieved
571,21,O,by
572,21,O,a
573,21,O,fan
574,21,O,.
575,22,O,Buyers
576,22,O,also
577,22,O,snapped
578,22,O,up
579,22,O,16
580,22,O,other
581,22,O,items
582,22,O,that
583,22,O,were
584,22,O,put
585,22,O,up
586,22,O,for
587,22,O,auction
588,22,O,by
589,22,PER,Hendrix
590,22,O,'s
591,22,O,former
592,22,O,girlfriend
593,22,PER,Kathy
594,22,PER,Etchingham
595,22,O,","
596,22,O,who
597,22,O,lived
598,22,O,with
599,22,O,him
600,22,O,from
601,22,O,1966
602,22,O,to
603,22,O,1969
604,22,O,.
605,23,O,They
606,23,O,included
607,23,O,a
608,23,O,black
609,23,O,lacquer
610,23,O,and
611,23,O,mother
612,23,O,of
613,23,O,pearl
614,23,O,inlaid
615,23,O,box
616,23,O,used
617,23,O,by
618,23,PER,Hendrix
619,23,O,to
620,23,O,store
621,23,O,his
622,23,O,drugs
623,23,O,","
624,23,O,which
625,23,O,an
626,23,O,anonymous
627,23,O,Australian
628,23,O,purchaser
629,23,O,bought
630,23,O,for
631,23,O,"5,060"
632,23,O,pounds
633,23,O,(
634,23,O,$
635,23,O,"7,845"
636,23,O,)
637,23,O,.
638,24,O,The
639,24,O,guitarist
640,24,O,died
641,24,O,of
642,24,O,a
643,24,O,drugs
644,24,O,overdose
645,24,O,in
646,24,O,1970
647,24,O,aged
648,24,O,27
649,24,O,.
650,25,LOC,Chnia
651,25,O,says
652,25,LOC,Taiwna
653,25,O,spoils
654,25,O,atmosphere
655,25,O,for
656,25,O,talks
657,25,O,.
658,26,LOC,BIEJING
659,26,O,1996-08-22
660,26,LOC,Chian
661,26,O,on
662,26,O,Thursday
663,26,O,accused
664,26,LOC,Taipie
665,26,O,of
666,26,O,spoiling
667,26,O,the
668,26,O,atmosphere
669,26,O,for
670,26,O,a
671,26,O,resumption
672,26,O,of
673,26,O,talks
674,26,O,across
675,26,O,the
676,26,LOC,Tiawan
677,26,LOC,Srtait
678,26,O,with
679,26,O,a
680,26,O,visit
681,26,O,to
682,26,LOC,Urkaine
683,26,O,by
684,26,O,Taiwanese
685,26,O,Vice
686,26,O,President
687,26,PER,Line
688,26,PER,Cahn
689,26,O,this
690,26,O,week
691,26,O,that
692,26,O,infuriated
693,26,LOC,Biejing
694,26,O,.
695,27,O,Speaking
696,27,O,only
697,27,O,hours
698,27,O,after
699,27,O,Chinese
700,27,O,state
701,27,O,media
702,27,O,said
703,27,O,the
704,27,O,time
705,27,O,was
706,27,O,right
707,27,O,to
708,27,O,engage
709,27,O,in
710,27,O,political
711,27,O,talks
712,27,O,with
713,27,LOC,Taiwan
714,27,O,","
715,27,ORG,Foreign
716,27,ORG,Ministry
717,27,O,spokesman
718,27,PER,Shen
719,27,PER,Guofang
720,27,O,told
721,27,ORG,Reuters
722,27,O,:
723,27,O,The
724,27,O,necessary
725,27,O,atmosphere
726,27,O,for
727,27,O,the
728,27,O,opening
729,27,O,of
730,27,O,the
731,27,O,talks
732,27,O,has
733,27,O,been
734,27,O,disrupted
735,27,O,by
736,27,O,the
737,27,LOC,Taiwan
738,27,O,authorities
739,27,O,.
740,28,O,State
741,28,O,media
742,28,O,quoted
743,28,LOC,China
744,28,O,'s
745,28,O,top
746,28,O,negotiator
747,28,O,with
748,28,LOC,Taipei
749,28,O,","
750,28,PER,Tang
751,28,PER,Shubei
752,28,O,","
753,28,O,as
754,28,O,telling
755,28,O,a
756,28,O,visiting
757,28,O,group
758,28,O,from
759,28,LOC,Taiwan
760,28,O,on
761,28,O,Wednesday
762,28,O,that
763,28,O,it
764,28,O,was
765,28,O,time
766,28,O,for
767,28,O,the
768,28,O,rivals
769,28,O,to
770,28,O,hold
771,28,O,political
772,28,O,talks
773,28,O,.
774,29,O,Now
775,29,O,is
776,29,O,the
777,29,O,time
778,29,O,for
779,29,O,the
780,29,O,two
781,29,O,sides
782,29,O,to
783,29,O,engage
784,29,O,in
785,29,O,political
786,29,O,talks
787,29,O,...
788,29,O,that
789,29,O,is
790,29,O,to
791,29,O,end
792,29,O,the
793,29,O,state
794,29,O,of
795,29,O,hostility
796,29,O,","
797,29,O,Thursday
798,29,O,'s
799,29,O,overseas
800,29,O,edition
801,29,O,of
802,29,O,the
803,29,ORG,Poeple
804,29,ORG,'s
805,29,ORG,Daliy
806,29,O,quoted
807,29,PER,Tnag
808,29,O,as
809,29,O,saying
810,29,O,.
811,30,O,The
812,30,O,foreign
813,30,O,ministry
814,30,O,'s
815,30,ORG,Shen
816,30,O,told
817,30,ORG,Reuters
818,30,ORG,Television
819,30,O,in
820,30,O,an
821,30,O,interview
822,30,O,he
823,30,O,had
824,30,O,read
825,30,O,reports
826,30,O,of
827,30,PER,Tang
828,30,O,'s
829,30,O,comments
830,30,O,but
831,30,O,gave
832,30,O,no
833,30,O,details
834,30,O,of
835,30,O,why
836,30,O,the
837,30,O,negotiator
838,30,O,had
839,30,O,considered
840,30,O,the
841,30,O,time
842,30,O,right
843,30,O,for
844,30,O,talks
845,30,O,with
846,30,LOC,Taiwan
847,30,O,","
848,30,O,which
849,30,LOC,Beijing
850,30,O,considers
851,30,O,a
852,30,O,renegade
853,30,O,province
854,30,O,.
855,31,LOC,Chnia
856,31,O,","
857,31,O,which
858,31,O,has
859,31,O,long
860,31,O,opposed
861,31,O,all
862,31,LOC,Taipie
863,31,O,efforts
864,31,O,to
865,31,O,gain
866,31,O,greater
867,31,O,international
868,31,O,recognition
869,31,O,","
870,31,O,was
871,31,O,infuriated
872,31,O,by
873,31,O,a
874,31,O,visit
875,31,O,to
876,31,LOC,Urkaine
877,31,O,this
878,31,O,week
879,31,O,by
880,31,O,Taiwanese
881,31,O,Vice
882,31,O,President
883,31,PER,Line
884,31,O,.
885,32,LOC,Cihna
886,32,O,says
887,32,O,time
888,32,O,right
889,32,O,for
890,32,LOC,Tiawan
891,32,O,talks
892,32,O,.
893,33,LOC,BEIJING
894,33,O,1996-08-22
895,33,LOC,China
896,33,O,has
897,33,O,said
898,33,O,it
899,33,O,was
900,33,O,time
901,33,O,for
902,33,O,political
903,33,O,talks
904,33,O,with
905,33,LOC,Taiwan
906,33,O,and
907,33,O,that
908,33,O,the
909,33,O,rival
910,33,O,island
911,33,O,should
912,33,O,take
913,33,O,practical
914,33,O,steps
915,33,O,towards
916,33,O,that
917,33,O,goal
918,33,O,.
919,34,O,Consultations
920,34,O,should
921,34,O,be
922,34,O,held
923,34,O,to
924,34,O,set
925,34,O,the
926,34,O,time
927,34,O,and
928,34,O,format
929,34,O,of
930,34,O,the
931,34,O,talks
932,34,O,","
933,34,O,the
934,34,O,official
935,34,ORG,Xinhua
936,34,O,news
937,34,O,agency
938,34,O,quoted
939,34,PER,Tang
940,34,PER,Shubei
941,34,O,","
942,34,O,executive
943,34,O,vice
944,34,O,chairman
945,34,O,of
946,34,O,the
947,34,ORG,Association
948,34,ORG,for
949,34,ORG,Relations
950,34,ORG,Across
951,34,ORG,the
952,34,ORG,Taiwan
953,34,ORG,Straits
954,34,O,","
955,34,O,as
956,34,O,saying
957,34,O,late
958,34,O,on
959,34,O,Wednesday
960,34,O,.
961,35,O,German
962,35,O,July
963,35,O,car
964,35,O,registrations
965,35,O,up
966,35,O,14.2
967,35,O,pct
968,35,O,yr
969,35,O,/
970,35,O,yr
971,35,O,.
972,36,LOC,FRANKFRUT
973,36,O,1996-08-22
974,36,O,German
975,36,O,first-time
976,36,O,registrations
977,36,O,of
978,36,O,motor
979,36,O,vehicles
980,36,O,jumped
981,36,O,14.2
982,36,O,percent
983,36,O,in
984,36,O,July
985,36,O,this
986,36,O,year
987,36,O,from
988,36,O,the
989,36,O,year-earlier
990,36,O,period
991,36,O,","
992,36,O,the
993,36,ORG,Fedreal
994,36,ORG,ofifce
995,36,ORG,for
996,36,ORG,mtoor
997,36,ORG,vehilces
998,36,O,said
999,36,O,on
1000,36,O,Thursday
1001,36,O,.
1002,37,O,The
1003,37,O,office
1004,37,O,said
1005,37,O,"356,725"
1006,37,O,new
1007,37,O,cars
1008,37,O,were
1009,37,O,registered
1010,37,O,in
1011,37,O,July
1012,37,O,1996
1013,37,O,--
1014,37,O,"304,850"
1015,37,O,passenger
1016,37,O,cars
1017,37,O,and
1018,37,O,"15,613"
1019,37,O,trucks
1020,37,O,.
1021,38,O,The
1022,38,O,figures
1023,38,O,represent
1024,38,O,a
1025,38,O,13.6
1026,38,O,percent
1027,38,O,increase
1028,38,O,for
1029,38,O,passenger
1030,38,O,cars
1031,38,O,and
1032,38,O,a
1033,38,O,2.2
1034,38,O,percent
1035,38,O,decline
1036,38,O,for
1037,38,O,trucks
1038,38,O,from
1039,38,O,July
1040,38,O,1995
1041,38,O,.
1042,39,O,Motor-bike
1043,39,O,registration
1044,39,O,rose
1045,39,O,32.7
1046,39,O,percent
1047,39,O,in
1048,39,O,the
1049,39,O,period
1050,39,O,.
1051,40,O,The
1052,40,O,growth
1053,40,O,was
1054,40,O,partly
1055,40,O,due
1056,40,O,to
1057,40,O,an
1058,40,O,increased
1059,40,O,number
1060,40,O,of
1061,40,O,Germans
1062,40,O,buying
1063,40,O,German
1064,40,O,cars
1065,40,O,abroad
1066,40,O,","
1067,40,O,while
1068,40,O,manufacturers
1069,40,O,said
1070,40,O,that
1071,40,O,domestic
1072,40,O,demand
1073,40,O,was
1074,40,O,weak
1075,40,O,","
1076,40,O,the
1077,40,O,federal
1078,40,O,office
1079,40,O,said
1080,40,O,.
1081,41,O,Almost
1082,41,O,all
1083,41,O,German
1084,41,O,car
1085,41,O,manufacturers
1086,41,O,posted
1087,41,O,gains
1088,41,O,in
1089,41,O,registration
1090,41,O,numbers
1091,41,O,in
1092,41,O,the
1093,41,O,period
1094,41,O,.
1095,42,ORG,Volskwagen
1096,42,ORG,AG
1097,42,O,won
1098,42,O,"77,719"
1099,42,O,registrations
1100,42,O,","
1101,42,O,slightly
1102,42,O,more
1103,42,O,than
1104,42,O,a
1105,42,O,quarter
1106,42,O,of
1107,42,O,the
1108,42,O,total
1109,42,O,.
1110,43,ORG,Opel
1111,43,ORG,AG
1112,43,O,together
1113,43,O,with
1114,43,ORG,General
1115,43,ORG,Motors
1116,43,O,came
1117,43,O,in
1118,43,O,second
1119,43,O,place
1120,43,O,with
1121,43,O,"49,269"
1122,43,O,registrations
1123,43,O,","
1124,43,O,16.4
1125,43,O,percent
1126,43,O,of
1127,43,O,the
1128,43,O,overall
1129,43,O,figure
1130,43,O,.
1131,44,O,Third
1132,44,O,was
1133,44,ORG,Frod
1134,44,O,with
1135,44,O,"35,563"
1136,44,O,registrations
1137,44,O,","
1138,44,O,or
1139,44,O,11.7
1140,44,O,percent
1141,44,O,.
1142,45,O,Only
1143,45,ORG,Seta
1144,45,O,and
1145,45,ORG,Prosche
1146,45,O,had
1147,45,O,fewer
1148,45,O,registrations
1149,45,O,in
1150,45,O,July
1151,45,O,1996
1152,45,O,compared
1153,45,O,to
1154,45,O,last
1155,45,O,year
1156,45,O,'s
1157,45,O,July
1158,45,O,.
1159,46,ORG,Seat
1160,46,O,posted
1161,46,O,"3,420"
1162,46,O,registrations
1163,46,O,compared
1164,46,O,with
1165,46,O,5522
1166,46,O,registrations
1167,46,O,in
1168,46,O,July
1169,46,O,a
1170,46,O,year
1171,46,O,earlier
1172,46,O,.
1173,47,ORG,Porshce
1174,47,O,'s
1175,47,O,registrations
1176,47,O,fell
1177,47,O,to
1178,47,O,554
1179,47,O,from
1180,47,O,643
1181,47,O,.
1182,48,O,GREEK
1183,48,O,SOCIALISTS
1184,48,O,GIVE
1185,48,O,GREEN
1186,48,O,LIGHT
1187,48,O,TO
1188,48,O,PM
1189,48,O,FOR
1190,48,O,ELECTIONS
1191,48,O,.
1192,49,LOC,ATHNES
1193,49,O,1996-08-22
1194,49,O,The
1195,49,O,Greek
1196,49,O,socialist
1197,49,O,party
1198,49,O,'s
1199,49,O,executive
1200,49,O,bureau
1201,49,O,gave
1202,49,O,the
1203,49,O,green
1204,49,O,light
1205,49,O,to
1206,49,O,Prime
1207,49,O,Minister
1208,49,PER,Cosats
1209,49,PER,Smiitis
1210,49,O,to
1211,49,O,call
1212,49,O,snap
1213,49,O,elections
1214,49,O,","
1215,49,O,its
1216,49,O,general
1217,49,O,secretary
1218,49,PER,Cotsas
1219,49,PER,Skandaliids
1220,49,O,told
1221,49,O,reporters
1222,49,O,.
1223,50,O,Prime
1224,50,O,Minister
1225,50,PER,Cosats
1226,50,PER,Simiits
1227,50,O,is
1228,50,O,going
1229,50,O,to
1230,50,O,make
1231,50,O,an
1232,50,O,official
1233,50,O,announcement
1234,50,O,after
1235,50,O,a
1236,50,O,cabinet
1237,50,O,meeting
1238,50,O,later
1239,50,O,on
1240,50,O,Thursday
1241,50,O,","
1242,50,O,said
1243,50,PER,Skandaildis
1244,50,O,.
1245,51,O,--
1246,51,PER,Diimtris
1247,51,PER,Kontogainnis
1248,51,O,","
1249,51,ORG,Athnes
1250,51,ORG,Newsromo
1251,51,O,+301
1252,51,O,3311812-4
1253,51,ORG,BayeVrB
1254,51,O,sets
1255,51,O,C$
1256,51,O,100
1257,51,O,million
1258,51,O,six-year
1259,51,O,bond
1260,51,O,.
1261,52,LOC,LONDON
1262,52,O,1996-08-22
1263,52,O,The
1264,52,O,following
1265,52,O,bond
1266,52,O,was
1267,52,O,announced
1268,52,O,by
1269,52,O,lead
1270,52,O,manager
1271,52,PER,Toronto
1272,52,PER,Dominion
1273,52,O,.
1274,53,O,BORROWER
1275,53,ORG,BAYERISCEH
1276,53,ORG,VERIENSBANK
1277,53,O,AMT
1278,53,O,C$
1279,53,O,100
1280,53,O,MLN
1281,53,O,COUPON
1282,53,O,6.625
1283,53,O,MATURITY
1284,53,O,24.SEP.02
1285,53,O,TYPE
1286,53,O,STRAIGHT
1287,53,O,ISS
1288,53,O,PRICE
1289,53,O,100.92
1290,53,O,PAY
1291,53,O,DATE
1292,53,O,24.SEP.96
1293,53,O,FULL
1294,53,O,FEES
1295,53,O,1.875
1296,53,O,REOFFER
1297,53,O,99.32
1298,53,O,SPREAD
1299,53,O,+20
1300,53,O,BP
1301,53,O,MOODY
1302,53,O,AA1
1303,53,O,LISTING
1304,53,O,LUX
1305,53,O,PAY
1306,53,O,FREQ
1307,53,O,=
1308,53,ORG,S&P
1309,53,O,=
1310,53,O,DENOMS
1311,53,O,(
1312,53,O,K
1313,53,O,)
1314,53,O,1-10-100
1315,53,O,SALE
1316,53,O,LIMITS
1317,53,LOC,US
1318,53,O,/
1319,53,LOC,UK
1320,53,O,/
1321,53,LOC,CA
1322,53,O,NEG
1323,53,O,PLG
1324,53,O,NO
1325,53,O,CRS
1326,53,O,DEFLT
1327,53,O,NO
1328,53,O,FORCE
1329,53,O,MAJ
1330,53,O,=
1331,53,O,GOV
1332,53,O,LAW
1333,53,O,GERMAN
1334,53,O,HOME
1335,53,O,CTRY
1336,53,O,=
1337,53,O,TAX
1338,53,O,PROVS
1339,53,O,STANDARD
1340,53,O,MGT
1341,53,O,/
1342,53,O,UND
1343,53,O,0.275
1344,53,O,SELL
1345,53,O,CONC
1346,53,O,1.60
1347,53,O,PRAECIP
1348,53,O,=
1349,53,O,UNDERLYING
1350,53,O,GOVT
1351,53,O,BOND
1352,53,O,7.0
1353,53,O,PCT
1354,53,O,SEPT
1355,53,O,2001
1356,53,O,NOTES
1357,53,ORG,BYAERISCHE
1358,53,ORG,VERIENSBANK
1359,53,O,IS
1360,53,O,JOINT
1361,53,O,LEAD
1362,53,O,MANAGER
1363,53,O,--
1364,53,ORG,Lnodon
1365,53,ORG,Newsromo
1366,53,O,+44
1367,53,O,171
1368,53,O,542
1369,53,O,7658
1370,53,ORG,Venanitus
1371,53,O,sets
1372,53,O,$
1373,53,O,300
1374,53,O,million
1375,53,O,January
1376,53,O,1999
1377,53,O,FRN
1378,53,O,.
1379,54,LOC,LONDON
1380,54,O,1996-08-22
1381,54,O,The
1382,54,O,following
1383,54,O,floating-rate
1384,54,O,issue
1385,54,O,was
1386,54,O,announced
1387,54,O,by
1388,54,O,lead
1389,54,O,manager
1390,54,ORG,Lehman
1391,54,ORG,Brothers
1392,54,ORG,International
1393,54,O,.
1394,55,O,BORROWER
1395,55,ORG,VENNATIUS
1396,55,ORG,AB
1397,55,O,(
1398,55,O,SWEDISH
1399,55,O,NATIONAL
1400,55,O,MORTGAGE
1401,55,O,AGENCY
1402,55,O,)
1403,55,O,AMT
1404,55,O,$
1405,55,O,300
1406,55,O,MLN
1407,55,O,SPREAD
1408,55,O,-
1409,55,O,12.5
1410,55,O,BP
1411,55,O,MATURITY
1412,55,O,21.JAN.99
1413,55,O,TYPE
1414,55,O,FRN
1415,55,O,BASE
1416,55,ORG,3M
1417,55,O,LIBOR
1418,55,O,PAY
1419,55,O,DATE
1420,55,O,S23.SEP.96
1421,55,O,LAST
1422,55,O,MOODY
1423,55,O,AA3
1424,55,O,ISS
1425,55,O,PRICE
1426,55,O,99.956
1427,55,O,FULL
1428,55,O,FEES
1429,55,O,10
1430,55,O,BP
1431,55,O,LAST
1432,55,ORG,S&P
1433,55,O,AA+
1434,55,O,REOFFER
1435,55,O,=
1436,55,O,NOTES
1437,55,O,S
1438,55,O,SHORT
1439,55,O,FIRST
1440,55,O,COUPON
1441,55,O,LISTING
1442,55,LOC,LONODN
1443,55,O,DENOMS
1444,55,O,(
1445,55,O,K
1446,55,O,)
1447,55,O,1-10-100
