,Sentence #,Tag,Word
408,15,O,confidence
409,15,O,collapsed
410,15,O,in
411,15,O,March
412,15,O,after
413,15,O,a
414,15,O,British
415,15,O,report
416,15,O,suggested
417,15,O,humans
418,15,O,could
419,15,O,contract
420,15,O,an
421,15,O,illness
422,15,O,similar
423,15,O,to
424,15,O,mad
425,15,O,cow
426,15,O,disease
427,15,O,by
428,15,O,eating
429,15,O,contaminated
430,15,O,beef
431,15,O,.
432,16,LOC,Germany
433,16,O,imported
434,16,O,"47,600"
435,16,O,sheep
436,16,O,from
437,16,LOC,Brittain
438,16,O,last
439,16,O,year
440,16,O,","
441,16,O,nearly
442,16,O,half
443,16,O,of
444,16,O,total
445,16,O,imports
446,16,O,.
447,17,O,It
448,17,O,brought
449,17,O,in
450,17,O,"4,275"
451,17,O,tonnes
452,17,O,of
453,17,O,British
454,17,O,mutton
455,17,O,","
456,17,O,some
457,17,O,10
458,17,O,percent
459,17,O,of
460,17,O,overall
461,17,O,imports
462,17,O,.
463,18,O,-DOCSTART-
464,18,O,Rare
465,18,PER,Hendryx
466,18,O,song
467,18,O,draft
468,18,O,sells
469,18,O,for
470,18,O,almost
471,18,O,$
472,18,O,"17,000"
473,18,O,.
474,19,LOC,London
475,19,O,1996-08-22
476,19,O,A
477,19,O,rare
478,19,O,early
479,19,O,handwritten
480,19,O,draft
481,19,O,of
482,19,O,a
483,19,O,song
484,19,O,by
485,19,LOC,Us
486,19,O,guitar
487,19,O,legend
488,19,PER,Jimmie
489,19,PER,Hendryx
490,19,O,was
491,19,O,sold
492,19,O,for
493,19,O,almost
494,19,O,$
495,19,O,"17,000"
496,19,O,on
497,19,O,Thursday
498,19,O,at
499,19,O,an
500,19,O,auction
501,19,O,of
502,19,O,some
503,19,O,of
504,19,O,the
505,19,O,late
506,19,O,musician
507,19,O,'s
508,19,O,favourite
509,19,O,possessions
510,19,O,.
511,20,O,A
512,20,LOC,Florida
513,20,O,restaurant
514,20,O,paid
515,20,O,"10,925"
516,20,O,pounds
517,20,O,(
518,20,O,$
519,20,O,"16,935"
520,20,O,)
521,20,O,for
522,20,O,the
523,20,O,draft
524,20,O,of
525,20,O,Ai
526,20,O,n't
527,20,O,no
528,20,O,telling
529,20,O,","
530,20,O,which
531,20,PER,Hendryx
532,20,O,penned
533,20,O,on
534,20,O,a
535,20,O,piece
536,20,O,of
537,20,LOC,Lunden
538,20,O,hotel
539,20,O,stationery
540,20,O,in
541,20,O,late
542,20,O,1966
543,20,O,.
544,21,O,At
545,21,O,the
546,21,O,end
547,21,O,of
548,21,O,a
549,21,O,January
550,21,O,1967
551,21,O,concert
552,21,O,in
553,21,O,the
554,21,O,English
555,21,O,city
556,21,O,of
557,21,LOC,Nottingham
558,21,O,he
559,21,O,threw
560,21,O,the
561,21,O,sheet
562,21,O,of
563,21,O,paper
564,21,O,into
565,21,O,the
566,21,O,audience
567,21,O,","
568,21,O,where
569,21,O,it
570,21,O,was
571,21,O,retrieved
572,21,O,by
573,21,O,a
574,21,O,fan
575,21,O,.
576,22,O,Buyers
577,22,O,also
578,22,O,snapped
579,22,O,up
580,22,O,16
581,22,O,other
582,22,O,items
583,22,O,that
584,22,O,were
585,22,O,put
586,22,O,up
587,22,O,for
588,22,O,auction
589,22,O,by
590,22,PER,Hendryx
591,22,O,'s
592,22,O,former
593,22,O,girlfriend
594,22,PER,Cathie
595,22,PER,Etchingham
596,22,O,","
597,22,O,who
598,22,O,lived
599,22,O,with
600,22,O,him
601,22,O,from
602,22,O,1966
603,22,O,to
604,22,O,1969
605,22,O,.
606,23,O,They
607,23,O,included
608,23,O,a
609,23,O,black
610,23,O,lacquer
611,23,O,and
612,23,O,mother
613,23,O,of
614,23,O,pearl
615,23,O,inlaid
616,23,O,box
617,23,O,used
618,23,O,by
619,23,PER,Hendryx
620,23,O,to
621,23,O,store
622,23,O,his
623,23,O,drugs
624,23,O,","
625,23,O,which
626,23,O,an
627,23,O,anonymous
628,23,O,Australian
629,23,O,purchaser
630,23,O,bought
631,23,O,for
632,23,O,"5,060"
633,23,O,pounds
634,23,O,(
635,23,O,$
636,23,O,"7,845"
637,23,O,)
638,23,O,.
639,24,O,The
640,24,O,guitarist
641,24,O,died
642,24,O,of
643,24,O,a
644,24,O,drugs
645,24,O,overdose
646,24,O,in
647,24,O,1970
648,24,O,aged
649,24,O,27
650,24,O,.
651,25,O,-DOCSTART-
652,25,LOC,China
653,25,O,says
654,25,LOC,Taiwan
655,25,O,spoils
656,25,O,atmosphere
657,25,O,for
658,25,O,talks
659,25,O,.
660,26,LOC,Beijing
661,26,O,1996-08-22
662,26,LOC,China
663,26,O,on
664,26,O,Thursday
665,26,O,accused
666,26,LOC,Taipei
667,26,O,of
668,26,O,spoiling
669,26,O,the
670,26,O,atmosphere
671,26,O,for
672,26,O,a
673,26,O,resumption
674,26,O,of
675,26,O,talks
676,26,O,across
677,26,O,the
678,26,LOC,Taiwan
679,26,LOC,Streight
680,26,O,with
681,26,O,a
682,26,O,visit
683,26,O,to
684,26,LOC,Ukraine
685,26,O,by
686,26,O,Taiwanese
687,26,O,Vice
688,26,O,President
689,26,PER,Lean
690,26,PER,Chan
691,26,O,this
692,26,O,week
693,26,O,that
694,26,O,infuriated
695,26,LOC,Beijing
696,26,O,.
697,27,O,Speaking
698,27,O,only
699,27,O,hours
700,27,O,after
701,27,O,Chinese
702,27,O,state
703,27,O,media
704,27,O,said
705,27,O,the
706,27,O,time
707,27,O,was
708,27,O,right
709,27,O,to
710,27,O,engage
711,27,O,in
712,27,O,political
713,27,O,talks
714,27,O,with
715,27,LOC,Taiwan
716,27,O,","
717,27,ORG,Foreign
718,27,ORG,Ministry
719,27,O,spokesman
720,27,PER,Shen
721,27,PER,Guofang
722,27,O,told
723,27,ORG,Reuter'S
724,27,O,:
725,27,O,The
726,27,O,necessary
727,27,O,atmosphere
728,27,O,for
729,27,O,the
730,27,O,opening
731,27,O,of
732,27,O,the
733,27,O,talks
734,27,O,has
735,27,O,been
736,27,O,disrupted
737,27,O,by
738,27,O,the
739,27,LOC,Taiwan
740,27,O,authorities
741,27,O,.
742,28,O,State
743,28,O,media
744,28,O,quoted
745,28,LOC,China
746,28,O,'s
747,28,O,top
748,28,O,negotiator
749,28,O,with
750,28,LOC,Taipei
751,28,O,","
752,28,PER,Tang
753,28,PER,Shubei
754,28,O,","
755,28,O,as
756,28,O,telling
757,28,O,a
758,28,O,visiting
759,28,O,group
760,28,O,from
761,28,LOC,Taiwan
762,28,O,on
763,28,O,Wednesday
764,28,O,that
765,28,O,it
766,28,O,was
767,28,O,time
768,28,O,for
769,28,O,the
770,28,O,rivals
771,28,O,to
772,28,O,hold
773,28,O,political
774,28,O,talks
775,28,O,.
776,29,O,Now
777,29,O,is
778,29,O,the
779,29,O,time
780,29,O,for
781,29,O,the
782,29,O,two
783,29,O,sides
784,29,O,to
785,29,O,engage
786,29,O,in
787,29,O,political
788,29,O,talks
789,29,O,...
790,29,O,that
791,29,O,is
792,29,O,to
793,29,O,end
794,29,O,the
795,29,O,state
796,29,O,of
797,29,O,hostility
798,29,O,","
799,29,O,Thursday
800,29,O,'s
801,29,O,overseas
802,29,O,edition
803,29,O,of
804,29,O,the
805,29,ORG,People
806,29,ORG,Es
807,29,ORG,Daly
808,29,O,quoted
809,29,PER,Tang
810,29,O,as
811,29,O,saying
812,29,O,.
813,30,O,The
814,30,O,foreign
815,30,O,ministry
816,30,O,'s
817,30,ORG,Shen
818,30,O,told
819,30,ORG,Reuter'S
820,30,ORG,Television
821,30,O,in
822,30,O,an
823,30,O,interview
824,30,O,he
825,30,O,had
826,30,O,read
827,30,O,reports
828,30,O,of
829,30,PER,Tang
830,30,O,'s
831,30,O,comments
832,30,O,but
833,30,O,gave
834,30,O,no
835,30,O,details
836,30,O,of
837,30,O,why
838,30,O,the
839,30,O,negotiator
840,30,O,had
841,30,O,considered
842,30,O,the
843,30,O,time
844,30,O,right
845,30,O,for
846,30,O,talks
847,30,O,with
848,30,LOC,Taiwan
849,30,O,","
850,30,O,which
851,30,LOC,Beijing
852,30,O,considers
853,30,O,a
854,30,O,renegade
855,30,O,province
856,30,O,.
857,31,LOC,China
858,31,O,","
859,31,O,which
860,31,O,has
861,31,O,long
862,31,O,opposed
863,31,O,all
864,31,LOC,Taipei
865,31,O,efforts
866,31,O,to
867,31,O,gain
868,31,O,greater
869,31,O,international
870,31,O,recognition
871,31,O,","
872,31,O,was
873,31,O,infuriated
874,31,O,by
875,31,O,a
876,31,O,visit
877,31,O,to
878,31,LOC,Ukraine
879,31,O,this
880,31,O,week
881,31,O,by
882,31,O,Taiwanese
883,31,O,Vice
884,31,O,President
885,31,PER,Lean
886,31,O,.
887,32,O,-DOCSTART-
888,32,LOC,China
889,32,O,says
890,32,O,time
891,32,O,right
892,32,O,for
893,32,LOC,Taiwan
894,32,O,talks
895,32,O,.
896,33,LOC,Beijing
897,33,O,1996-08-22
898,33,LOC,China
899,33,O,has
900,33,O,said
901,33,O,it
902,33,O,was
903,33,O,time
904,33,O,for
905,33,O,political
906,33,O,talks
907,33,O,with
908,33,LOC,Taiwan
909,33,O,and
910,33,O,that
911,33,O,the
912,33,O,rival
913,33,O,island
914,33,O,should
915,33,O,take
916,33,O,practical
917,33,O,steps
918,33,O,towards
919,33,O,that
920,33,O,goal
921,33,O,.
922,34,O,Consultations
923,34,O,should
924,34,O,be
925,34,O,held
926,34,O,to
927,34,O,set
928,34,O,the
929,34,O,time
930,34,O,and
931,34,O,format
932,34,O,of
933,34,O,the
934,34,O,talks
935,34,O,","
936,34,O,the
937,34,O,official
938,34,ORG,Xinhua
939,34,O,news
940,34,O,agency
941,34,O,quoted
942,34,PER,Tang
943,34,PER,Shubei
944,34,O,","
945,34,O,executive
946,34,O,vice
947,34,O,chairman
948,34,O,of
949,34,O,the
950,34,ORG,Association
951,34,ORG,For
952,34,ORG,Relations
953,34,ORG,Across
954,34,ORG,The
955,34,ORG,Taiwan
956,34,ORG,Straights
957,34,O,","
958,34,O,as
959,34,O,saying
960,34,O,late
961,34,O,on
962,34,O,Wednesday
963,34,O,.
964,35,O,-DOCSTART-
965,35,O,German
966,35,O,July
967,35,O,car
968,35,O,registrations
969,35,O,up
970,35,O,14.2
971,35,O,pct
972,35,O,yr
973,35,O,/
974,35,O,yr
975,35,O,.
976,36,LOC,Frankfort
977,36,O,1996-08-22
978,36,O,German
979,36,O,first-time
980,36,O,registrations
981,36,O,of
982,36,O,motor
983,36,O,vehicles
984,36,O,jumped
985,36,O,14.2
986,36,O,percent
987,36,O,in
988,36,O,July
989,36,O,this
990,36,O,year
991,36,O,from
992,36,O,the
993,36,O,year-earlier
994,36,O,period
995,36,O,","
996,36,O,the
997,36,ORG,Federal
998,36,ORG,Office
999,36,ORG,For
1000,36,ORG,Motor
1001,36,ORG,Vehicles
1002,36,O,said
1003,36,O,on
1004,36,O,Thursday
1005,36,O,.
1006,37,O,The
1007,37,O,office
1008,37,O,said
1009,37,O,"356,725"
1010,37,O,new
1011,37,O,cars
1012,37,O,were
1013,37,O,registered
1014,37,O,in
1015,37,O,July
1016,37,O,1996
1017,37,O,--
1018,37,O,"304,850"
1019,37,O,passenger
1020,37,O,cars
1021,37,O,and
1022,37,O,"15,613"
1023,37,O,trucks
1024,37,O,.
1025,38,O,The
1026,38,O,figures
1027,38,O,represent
1028,38,O,a
1029,38,O,13.6
1030,38,O,percent
1031,38,O,increase
1032,38,O,for
1033,38,O,passenger
1034,38,O,cars
1035,38,O,and
1036,38,O,a
1037,38,O,2.2
1038,38,O,percent
1039,38,O,decline
1040,38,O,for
1041,38,O,trucks
1042,38,O,from
1043,38,O,July
1044,38,O,1995
1045,38,O,.
1046,39,O,Motor-bike
1047,39,O,registration
1048,39,O,rose
1049,39,O,32.7
1050,39,O,percent
1051,39,O,in
1052,39,O,the
1053,39,O,period
1054,39,O,.
1055,40,O,The
1056,40,O,growth
1057,40,O,was
1058,40,O,partly
1059,40,O,due
1060,40,O,to
1061,40,O,an
1062,40,O,increased
1063,40,O,number
1064,40,O,of
1065,40,O,Germans
1066,40,O,buying
1067,40,O,German
1068,40,O,cars
1069,40,O,abroad
1070,40,O,","
1071,40,O,while
1072,40,O,manufacturers
1073,40,O,said
1074,40,O,that
1075,40,O,domestic
1076,40,O,demand
1077,40,O,was
1078,40,O,weak
1079,40,O,","
1080,40,O,the
1081,40,O,federal
1082,40,O,office
1083,40,O,said
1084,40,O,.
1085,41,O,Almost
1086,41,O,all
1087,41,O,German
1088,41,O,car
1089,41,O,manufacturers
1090,41,O,posted
1091,41,O,gains
1092,41,O,in
1093,41,O,registration
1094,41,O,numbers
1095,41,O,in
1096,41,O,the
1097,41,O,period
1098,41,O,.
1099,42,ORG,Volkswagen
1100,42,ORG,Ag
1101,42,O,won
1102,42,O,"77,719"
1103,42,O,registrations
1104,42,O,","
1105,42,O,slightly
1106,42,O,more
1107,42,O,than
1108,42,O,a
1109,42,O,quarter
1110,42,O,of
1111,42,O,the
1112,42,O,total
1113,42,O,.
1114,43,ORG,Ople
1115,43,ORG,Ag
1116,43,O,together
1117,43,O,with
1118,43,ORG,General
1119,43,ORG,Motor'S
1120,43,O,came
1121,43,O,in
1122,43,O,second
1123,43,O,place
1124,43,O,with
1125,43,O,"49,269"
1126,43,O,registrations
1127,43,O,","
1128,43,O,16.4
1129,43,O,percent
1130,43,O,of
1131,43,O,the
1132,43,O,overall
1133,43,O,figure
1134,43,O,.
1135,44,O,Third
1136,44,O,was
1137,44,ORG,Forde
1138,44,O,with
1139,44,O,"35,563"
1140,44,O,registrations
1141,44,O,","
1142,44,O,or
1143,44,O,11.7
1144,44,O,percent
1145,44,O,.
1146,45,O,Only
1147,45,ORG,Seat
1148,45,O,and
1149,45,ORG,Porsche
1150,45,O,had
1151,45,O,fewer
1152,45,O,registrations
1153,45,O,in
1154,45,O,July
1155,45,O,1996
1156,45,O,compared
1157,45,O,to
1158,45,O,last
1159,45,O,year
1160,45,O,'s
1161,45,O,July
1162,45,O,.
1163,46,ORG,Seat
1164,46,O,posted
1165,46,O,"3,420"
1166,46,O,registrations
1167,46,O,compared
1168,46,O,with
1169,46,O,5522
1170,46,O,registrations
1171,46,O,in
1172,46,O,July
1173,46,O,a
1174,46,O,year
1175,46,O,earlier
1176,46,O,.
1177,47,ORG,Porsche
1178,47,O,'s
1179,47,O,registrations
1180,47,O,fell
1181,47,O,to
1182,47,O,554
1183,47,O,from
1184,47,O,643
1185,47,O,.
1186,48,O,-DOCSTART-
1187,48,O,GREEK
1188,48,O,SOCIALISTS
1189,48,O,GIVE
1190,48,O,GREEN
1191,48,O,LIGHT
1192,48,O,TO
1193,48,O,PM
1194,48,O,FOR
1195,48,O,ELECTIONS
1196,48,O,.
1197,49,LOC,Athans
1198,49,O,1996-08-22
1199,49,O,The
1200,49,O,Greek
1201,49,O,socialist
1202,49,O,party
1203,49,O,'s
1204,49,O,executive
1205,49,O,bureau
1206,49,O,gave
1207,49,O,the
1208,49,O,green
1209,49,O,light
1210,49,O,to
1211,49,O,Prime
1212,49,O,Minister
1213,49,PER,Costas
1214,49,PER,Simitis
1215,49,O,to
1216,49,O,call
1217,49,O,snap
1218,49,O,elections
1219,49,O,","
1220,49,O,its
1221,49,O,general
1222,49,O,secretary
1223,49,PER,Costas
1224,49,PER,Skandalidis
1225,49,O,told
1226,49,O,reporters
1227,49,O,.
1228,50,O,Prime
1229,50,O,Minister
1230,50,PER,Costas
1231,50,PER,Simitis
1232,50,O,is
1233,50,O,going
1234,50,O,to
1235,50,O,make
1236,50,O,an
1237,50,O,official
1238,50,O,announcement
1239,50,O,after
1240,50,O,a
1241,50,O,cabinet
1242,50,O,meeting
1243,50,O,later
1244,50,O,on
1245,50,O,Thursday
1246,50,O,","
1247,50,O,said
1248,50,PER,Skandalidis
1249,50,O,.
1250,51,O,--
1251,51,PER,Dimitris
1252,51,PER,Kontogiannis
1253,51,O,","
1254,51,ORG,Athans
1255,51,ORG,Newsroom
1256,51,O,+301
1257,51,O,3311812-4
1258,51,O,-DOCSTART-
1259,51,ORG,BayerVB
1260,51,O,sets
1261,51,O,C$
1262,51,O,100
1263,51,O,million
1264,51,O,six-year
1265,51,O,bond
1266,51,O,.
1267,52,LOC,London
1268,52,O,1996-08-22
1269,52,O,The
1270,52,O,following
1271,52,O,bond
1272,52,O,was
1273,52,O,announced
1274,52,O,by
1275,52,O,lead
1276,52,O,manager
1277,52,PER,Toronto
1278,52,PER,Dominion
1279,52,O,.
1280,53,O,BORROWER
1281,53,ORG,Bayerische
1282,53,ORG,Vereinsbank
1283,53,O,AMT
1284,53,O,C$
1285,53,O,100
1286,53,O,MLN
1287,53,O,COUPON
1288,53,O,6.625
1289,53,O,MATURITY
1290,53,O,24.SEP.02
1291,53,O,TYPE
1292,53,O,STRAIGHT
1293,53,O,ISS
1294,53,O,PRICE
1295,53,O,100.92
1296,53,O,PAY
1297,53,O,DATE
1298,53,O,24.SEP.96
1299,53,O,FULL
1300,53,O,FEES
1301,53,O,1.875
1302,53,O,REOFFER
1303,53,O,99.32
1304,53,O,SPREAD
1305,53,O,+20
1306,53,O,BP
1307,53,O,MOODY
1308,53,O,AA1
1309,53,O,LISTING
1310,53,O,LUX
1311,53,O,PAY
1312,53,O,FREQ
1313,53,O,=
1314,53,ORG,S&P
1315,53,O,=
1316,53,O,DENOMS
1317,53,O,(
1318,53,O,K
1319,53,O,)
1320,53,O,1-10-100
1321,53,O,SALE
1322,53,O,LIMITS
1323,53,LOC,Us
1324,53,O,/
1325,53,LOC,Uk
1326,53,O,/
1327,53,LOC,Kah
1328,53,O,NEG
1329,53,O,PLG
1330,53,O,NO
1331,53,O,CRS
1332,53,O,DEFLT
1333,53,O,NO
1334,53,O,FORCE
1335,53,O,MAJ
1336,53,O,=
1337,53,O,GOV
1338,53,O,LAW
1339,53,O,GERMAN
1340,53,O,HOME
1341,53,O,CTRY
1342,53,O,=
1343,53,O,TAX
1344,53,O,PROVS
1345,53,O,STANDARD
1346,53,O,MGT
1347,53,O,/
1348,53,O,UND
1349,53,O,0.275
1350,53,O,SELL
1351,53,O,CONC
1352,53,O,1.60
1353,53,O,PRAECIP
1354,53,O,=
1355,53,O,UNDERLYING
1356,53,O,GOVT
1357,53,O,BOND
1358,53,O,7.0
1359,53,O,PCT
1360,53,O,SEPT
1361,53,O,2001
1362,53,O,NOTES
1363,53,ORG,Bayerische
1364,53,ORG,Vereinsbank
1365,53,O,IS
1366,53,O,JOINT
1367,53,O,LEAD
1368,53,O,MANAGER
1369,53,O,--
1370,53,ORG,Lunden
1371,53,ORG,Newsroom
1372,53,O,+44
1373,53,O,171
1374,53,O,542
1375,53,O,7658
1376,53,O,-DOCSTART-
1377,53,ORG,Venantius
1378,53,O,sets
1379,53,O,$
1380,53,O,300
1381,53,O,million
1382,53,O,January
1383,53,O,1999
1384,53,O,FRN
1385,53,O,.
1386,54,LOC,London
1387,54,O,1996-08-22
1388,54,O,The
1389,54,O,following
1390,54,O,floating-rate
1391,54,O,issue
1392,54,O,was
1393,54,O,announced
1394,54,O,by
1395,54,O,lead
1396,54,O,manager
1397,54,ORG,Leemon
1398,54,ORG,Brother'S
1399,54,ORG,Internatonal
1400,54,O,.
1401,55,O,BORROWER
1402,55,ORG,VENANTIUS
1403,55,ORG,Ab
1404,55,O,(
1405,55,O,SWEDISH
1406,55,O,NATIONAL
1407,55,O,MORTGAGE
1408,55,O,AGENCY
1409,55,O,)
1410,55,O,AMT
1411,55,O,$
1412,55,O,300
1413,55,O,MLN
1414,55,O,SPREAD
1415,55,O,-
1416,55,O,12.5
1417,55,O,BP
1418,55,O,MATURITY
1419,55,O,21.JAN.99
1420,55,O,TYPE
1421,55,O,FRN
1422,55,O,BASE
1423,55,ORG,3M
1424,55,O,LIBOR
1425,55,O,PAY
1426,55,O,DATE
1427,55,O,S23.SEP.96
1428,55,O,LAST
1429,55,O,MOODY
1430,55,O,AA3
1431,55,O,ISS
1432,55,O,PRICE
1433,55,O,99.956
1434,55,O,FULL
1435,55,O,FEES
1436,55,O,10
1437,55,O,BP
1438,55,O,LAST
1439,55,ORG,S&P
1440,55,O,AA+
1441,55,O,REOFFER
1442,55,O,=
1443,55,O,NOTES
1444,55,O,S
1445,55,O,SHORT
1446,55,O,FIRST
1447,55,O,COUPON
1448,55,O,LISTING
