,Sentence #,Word,Tag
415,17,10,O
416,17,percent,O
417,17,of,O
418,17,overall,O
419,17,imports,O
420,18,DOCSTART,O
421,18,Rare,O
422,18,Hendryx,PER
423,18,song,O
424,18,draft,O
425,18,sells,O
426,18,for,O
427,18,almost,O
428,18,17000,O
429,19,Lunden,LOC
430,19,19960822,O
431,19,A,O
432,19,rare,O
433,19,early,O
434,19,handwritten,O
435,19,draft,O
436,19,of,O
437,19,a,O
438,19,song,O
439,19,by,O
440,19,Us,LOC
441,19,guitar,O
442,19,legend,O
443,19,Jimmie,PER
444,19,Hendryx,PER
445,19,was,O
446,19,sold,O
447,19,for,O
448,19,almost,O
449,19,17000,O
450,19,on,O
451,19,Thursday,O
452,19,at,O
453,19,an,O
454,19,auction,O
455,19,of,O
456,19,some,O
457,19,of,O
458,19,the,O
459,19,late,O
460,19,musicians,O
461,19,favourite,O
462,19,possessions,O
463,20,A,O
464,20,Florida,LOC
465,20,restaurant,O
466,20,paid,O
467,20,10925,O
468,20,pounds,O
469,20,16935,O
470,20,for,O
471,20,the,O
472,20,draft,O
473,20,of,O
474,20,Aint,O
475,20,no,O
476,20,telling,O
477,20,which,O
478,20,Hendryx,PER
479,20,penned,O
480,20,on,O
481,20,a,O
482,20,piece,O
483,20,of,O
484,20,Lunden,LOC
485,20,hotel,O
486,20,stationery,O
487,20,in,O
488,20,late,O
489,20,1966,O
490,21,At,O
491,21,the,O
492,21,end,O
493,21,of,O
494,21,a,O
495,21,January,O
496,21,1967,O
497,21,concert,O
498,21,in,O
499,21,the,O
500,21,English,O
501,21,city,O
502,21,of,O
503,21,Nottingham,LOC
504,21,he,O
505,21,threw,O
506,21,the,O
507,21,sheet,O
508,21,of,O
509,21,paper,O
510,21,into,O
511,21,the,O
512,21,audience,O
513,21,where,O
514,21,it,O
515,21,was,O
516,21,retrieved,O
517,21,by,O
518,21,a,O
519,21,fan,O
520,22,Buyers,O
521,22,also,O
522,22,snapped,O
523,22,up,O
524,22,16,O
525,22,other,O
526,22,items,O
527,22,that,O
528,22,were,O
529,22,put,O
530,22,up,O
531,22,for,O
532,22,auction,O
533,22,by,O
534,22,Hendryxs,PER
535,22,former,O
536,22,girlfriend,O
537,22,Cathie,PER
538,22,Etchingham,PER
539,22,who,O
540,22,lived,O
541,22,with,O
542,22,him,O
543,22,from,O
544,22,1966,O
545,22,to,O
546,22,1969,O
547,23,They,O
548,23,included,O
549,23,a,O
550,23,black,O
551,23,lacquer,O
552,23,and,O
553,23,mother,O
554,23,of,O
555,23,pearl,O
556,23,inlaid,O
557,23,box,O
558,23,used,O
559,23,by,O
560,23,Hendryx,PER
561,23,to,O
562,23,store,O
563,23,his,O
564,23,drugs,O
565,23,which,O
566,23,an,O
567,23,anonymous,O
568,23,Australian,O
569,23,purchaser,O
570,23,bought,O
571,23,for,O
572,23,5060,O
573,23,pounds,O
574,23,7845,O
575,24,The,O
576,24,guitarist,O
577,24,died,O
578,24,of,O
579,24,a,O
580,24,drugs,O
581,24,overdose,O
582,24,in,O
583,24,1970,O
584,24,aged,O
585,24,27,O
586,25,DOCSTART,O
587,25,China,LOC
588,25,says,O
589,25,Taiwan,LOC
590,25,spoils,O
591,25,atmosphere,O
592,25,for,O
593,25,talks,O
594,26,Beijing,LOC
595,26,19960822,O
596,26,China,LOC
597,26,on,O
598,26,Thursday,O
599,26,accused,O
600,26,Taipei,LOC
601,26,of,O
602,26,spoiling,O
603,26,the,O
604,26,atmosphere,O
605,26,for,O
606,26,a,O
607,26,resumption,O
608,26,of,O
609,26,talks,O
610,26,across,O
611,26,the,O
612,26,Taiwan,LOC
613,26,Streight,LOC
614,26,with,O
615,26,a,O
616,26,visit,O
617,26,to,O
618,26,Ukraine,LOC
619,26,by,O
620,26,Taiwanese,O
621,26,Vice,O
622,26,President,O
623,26,Lean,PER
624,26,Chan,PER
625,26,this,O
626,26,week,O
627,26,that,O
628,26,infuriated,O
629,26,Beijing,LOC
630,27,Speaking,O
631,27,only,O
632,27,hours,O
633,27,after,O
634,27,Chinese,O
635,27,state,O
636,27,media,O
637,27,said,O
638,27,the,O
639,27,time,O
640,27,was,O
641,27,right,O
642,27,to,O
643,27,engage,O
644,27,in,O
645,27,political,O
646,27,talks,O
647,27,with,O
648,27,Taiwan,LOC
649,27,Foreign,ORG
650,27,Ministry,ORG
651,27,spokesman,O
652,27,Shen,PER
653,27,Guofang,PER
654,27,told,O
655,27,ReuterS,ORG
656,27,The,O
657,27,necessary,O
658,27,atmosphere,O
659,27,for,O
660,27,the,O
661,27,opening,O
662,27,of,O
663,27,the,O
664,27,talks,O
665,27,has,O
666,27,been,O
667,27,disrupted,O
668,27,by,O
669,27,the,O
670,27,Taiwan,LOC
671,27,authorities,O
672,28,State,O
673,28,media,O
674,28,quoted,O
675,28,Chinas,LOC
676,28,top,O
677,28,negotiator,O
678,28,with,O
679,28,Taipei,LOC
680,28,Tang,PER
681,28,Shubei,PER
682,28,as,O
683,28,telling,O
684,28,a,O
685,28,visiting,O
686,28,group,O
687,28,from,O
688,28,Taiwan,LOC
689,28,on,O
690,28,Wednesday,O
691,28,that,O
692,28,it,O
693,28,was,O
694,28,time,O
695,28,for,O
696,28,the,O
697,28,rivals,O
698,28,to,O
699,28,hold,O
700,28,political,O
701,28,talks,O
702,29,Now,O
703,29,is,O
704,29,the,O
705,29,time,O
706,29,for,O
707,29,the,O
708,29,two,O
709,29,sides,O
710,29,to,O
711,29,engage,O
712,29,in,O
713,29,political,O
714,29,talks,O
715,29,that,O
716,29,is,O
717,29,to,O
718,29,end,O
719,29,the,O
720,29,state,O
721,29,of,O
722,29,hostility,O
723,29,Thursdays,O
724,29,overseas,O
725,29,edition,O
726,29,of,O
727,29,the,O
728,29,People,ORG
729,29,S,ORG
730,29,Daly,ORG
731,29,quoted,O
732,29,Tang,PER
733,29,as,O
734,29,saying,O
735,30,The,O
736,30,foreign,O
737,30,ministrys,O
738,30,Shen,ORG
739,30,told,O
740,30,ReuterS,ORG
741,30,Television,ORG
742,30,in,O
743,30,an,O
744,30,interview,O
745,30,he,O
746,30,had,O
747,30,read,O
748,30,reports,O
749,30,of,O
750,30,Tangs,PER
751,30,comments,O
752,30,but,O
753,30,gave,O
754,30,no,O
755,30,details,O
756,30,of,O
757,30,why,O
758,30,the,O
759,30,negotiator,O
760,30,had,O
761,30,considered,O
762,30,the,O
763,30,time,O
764,30,right,O
765,30,for,O
766,30,talks,O
767,30,with,O
768,30,Taiwan,LOC
769,30,which,O
770,30,Beijing,LOC
771,30,considers,O
772,30,a,O
773,30,renegade,O
774,30,province,O
775,31,China,LOC
776,31,which,O
777,31,has,O
778,31,long,O
779,31,opposed,O
780,31,all,O
781,31,Taipei,LOC
782,31,efforts,O
783,31,to,O
784,31,gain,O
785,31,greater,O
786,31,international,O
787,31,recognition,O
788,31,was,O
789,31,infuriated,O
790,31,by,O
791,31,a,O
792,31,visit,O
793,31,to,O
794,31,Ukraine,LOC
795,31,this,O
796,31,week,O
797,31,by,O
798,31,Taiwanese,O
799,31,Vice,O
800,31,President,O
801,31,Lean,PER
802,32,DOCSTART,O
803,32,China,LOC
804,32,says,O
805,32,time,O
806,32,right,O
807,32,for,O
808,32,Taiwan,LOC
809,32,talks,O
810,33,Beijing,LOC
811,33,19960822,O
812,33,China,LOC
813,33,has,O
814,33,said,O
815,33,it,O
816,33,was,O
817,33,time,O
818,33,for,O
819,33,political,O
820,33,talks,O
821,33,with,O
822,33,Taiwan,LOC
823,33,and,O
824,33,that,O
825,33,the,O
826,33,rival,O
827,33,island,O
828,33,should,O
829,33,take,O
830,33,practical,O
831,33,steps,O
832,33,towards,O
833,33,that,O
834,33,goal,O
835,34,Consultations,O
836,34,should,O
837,34,be,O
838,34,held,O
839,34,to,O
840,34,set,O
841,34,the,O
842,34,time,O
843,34,and,O
844,34,format,O
845,34,of,O
846,34,the,O
847,34,talks,O
848,34,the,O
849,34,official,O
850,34,Xinhua,ORG
851,34,news,O
852,34,agency,O
853,34,quoted,O
854,34,Tang,PER
855,34,Shubei,PER
856,34,executive,O
857,34,vice,O
858,34,chairman,O
859,34,of,O
860,34,the,O
861,34,Association,ORG
862,34,For,ORG
863,34,Relations,ORG
864,34,Across,ORG
865,34,The,ORG
866,34,Taiwan,ORG
867,34,Straights,ORG
868,34,as,O
869,34,saying,O
870,34,late,O
871,34,on,O
872,34,Wednesday,O
873,35,DOCSTART,O
874,35,German,O
875,35,July,O
876,35,car,O
877,35,registrations,O
878,35,up,O
879,35,142,O
880,35,pct,O
881,35,yr,O
882,35,yr,O
883,36,Frankfort,LOC
884,36,19960822,O
885,36,German,O
886,36,firsttime,O
887,36,registrations,O
888,36,of,O
889,36,motor,O
890,36,vehicles,O
891,36,jumped,O
892,36,142,O
893,36,percent,O
894,36,in,O
895,36,July,O
896,36,this,O
897,36,year,O
898,36,from,O
899,36,the,O
900,36,yearearlier,O
901,36,period,O
902,36,the,O
903,36,Federal,ORG
904,36,Office,ORG
905,36,For,ORG
906,36,Motor,ORG
907,36,Vehicles,ORG
908,36,said,O
909,36,on,O
910,36,Thursday,O
911,37,The,O
912,37,office,O
913,37,said,O
914,37,356725,O
915,37,new,O
916,37,cars,O
917,37,were,O
918,37,registered,O
919,37,in,O
920,37,July,O
921,37,1996,O
922,37,304850,O
923,37,passenger,O
924,37,cars,O
925,37,and,O
926,37,15613,O
927,37,trucks,O
928,38,The,O
929,38,figures,O
930,38,represent,O
931,38,a,O
932,38,136,O
933,38,percent,O
934,38,increase,O
935,38,for,O
936,38,passenger,O
937,38,cars,O
938,38,and,O
939,38,a,O
940,38,22,O
941,38,percent,O
942,38,decline,O
943,38,for,O
944,38,trucks,O
945,38,from,O
946,38,July,O
947,38,1995,O
948,39,Motorbike,O
949,39,registration,O
950,39,rose,O
951,39,327,O
952,39,percent,O
953,39,in,O
954,39,the,O
955,39,period,O
956,40,The,O
957,40,growth,O
958,40,was,O
959,40,partly,O
960,40,due,O
961,40,to,O
962,40,an,O
963,40,increased,O
964,40,number,O
965,40,of,O
966,40,Germans,O
967,40,buying,O
968,40,German,O
969,40,cars,O
970,40,abroad,O
971,40,while,O
972,40,manufacturers,O
973,40,said,O
974,40,that,O
975,40,domestic,O
976,40,demand,O
977,40,was,O
978,40,weak,O
979,40,the,O
980,40,federal,O
981,40,office,O
982,40,said,O
983,41,Almost,O
984,41,all,O
985,41,German,O
986,41,car,O
987,41,manufacturers,O
988,41,posted,O
989,41,gains,O
990,41,in,O
991,41,registration,O
992,41,numbers,O
993,41,in,O
994,41,the,O
995,41,period,O
996,42,Volkswagen,ORG
997,42,Ag,ORG
998,42,won,O
999,42,77719,O
1000,42,registrations,O
1001,42,slightly,O
1002,42,more,O
1003,42,than,O
1004,42,a,O
1005,42,quarter,O
1006,42,of,O
1007,42,the,O
1008,42,total,O
1009,43,Ople,ORG
1010,43,Ag,ORG
1011,43,together,O
1012,43,with,O
1013,43,General,ORG
1014,43,MotorS,ORG
1015,43,came,O
1016,43,in,O
1017,43,second,O
1018,43,place,O
1019,43,with,O
1020,43,49269,O
1021,43,registrations,O
1022,43,164,O
1023,43,percent,O
1024,43,of,O
1025,43,the,O
1026,43,overall,O
1027,43,figure,O
1028,44,Third,O
1029,44,was,O
1030,44,Forde,ORG
1031,44,with,O
1032,44,35563,O
1033,44,registrations,O
1034,44,or,O
1035,44,117,O
1036,44,percent,O
1037,45,Only,O
1038,45,Seat,ORG
1039,45,and,O
1040,45,Porsche,ORG
1041,45,had,O
1042,45,fewer,O
1043,45,registrations,O
1044,45,in,O
1045,45,July,O
1046,45,1996,O
1047,45,compared,O
1048,45,to,O
1049,45,last,O
1050,45,years,O
1051,45,July,O
1052,46,Seat,ORG
1053,46,posted,O
1054,46,3420,O
1055,46,registrations,O
1056,46,compared,O
1057,46,with,O
1058,46,5522,O
1059,46,registrations,O
1060,46,in,O
1061,46,July,O
1062,46,a,O
1063,46,year,O
1064,46,earlier,O
1065,47,Porsches,ORG
1066,47,registrations,O
1067,47,fell,O
1068,47,to,O
1069,47,554,O
1070,47,from,O
1071,47,643,O
1072,48,DOCSTART,O
1073,48,GREEK,O
1074,48,SOCIALISTS,O
1075,48,GIVE,O
1076,48,GREEN,O
1077,48,LIGHT,O
1078,48,TO,O
1079,48,PM,O
1080,48,FOR,O
1081,48,ELECTIONS,O
1082,49,Athans,LOC
1083,49,19960822,O
1084,49,The,O
1085,49,Greek,O
1086,49,socialist,O
1087,49,partys,O
1088,49,executive,O
1089,49,bureau,O
1090,49,gave,O
1091,49,the,O
1092,49,green,O
1093,49,light,O
1094,49,to,O
1095,49,Prime,O
1096,49,Minister,O
1097,49,Costas,PER
1098,49,Simitis,PER
1099,49,to,O
1100,49,call,O
1101,49,snap,O
1102,49,elections,O
1103,49,its,O
1104,49,general,O
1105,49,secretary,O
1106,49,Costas,PER
1107,49,Skandalidis,PER
1108,49,told,O
1109,49,reporters,O
1110,50,Prime,O
1111,50,Minister,O
1112,50,Costas,PER
1113,50,Simitis,PER
1114,50,is,O
1115,50,going,O
1116,50,to,O
1117,50,make,O
1118,50,an,O
1119,50,official,O
1120,50,announcement,O
1121,50,after,O
1122,50,a,O
1123,50,cabinet,O
1124,50,meeting,O
1125,50,later,O
1126,50,on,O
1127,50,Thursday,O
1128,50,said,O
1129,50,Skandalidis,PER
1130,51,Dimitris,PER
1131,51,Kontogiannis,PER
1132,51,Athans,ORG
1133,51,Newsroom,ORG
1134,51,301,O
1135,51,33118124,O
1136,51,DOCSTART,O
1137,51,BayerVB,ORG
1138,51,sets,O
1139,51,C,O
1140,51,100,O
1141,51,million,O
1142,51,sixyear,O
1143,51,bond,O
1144,52,Lunden,LOC
1145,52,19960822,O
1146,52,The,O
1147,52,following,O
1148,52,bond,O
1149,52,was,O
1150,52,announced,O
1151,52,by,O
1152,52,lead,O
1153,52,manager,O
1154,52,Toronto,PER
1155,52,Dominion,PER
1156,53,BORROWER,O
1157,53,Bayerische,ORG
1158,53,Vereinsbank,ORG
1159,53,AMT,O
1160,53,C,O
1161,53,100,O
1162,53,MLN,O
1163,53,COUPON,O
1164,53,6625,O
1165,53,MATURITY,O
1166,53,24SEP02,O
1167,53,TYPE,O
1168,53,STRAIGHT,O
1169,53,ISS,O
1170,53,PRICE,O
1171,53,10092,O
1172,53,PAY,O
1173,53,DATE,O
1174,53,24SEP96,O
1175,53,FULL,O
1176,53,FEES,O
1177,53,1875,O
1178,53,REOFFER,O
1179,53,9932,O
1180,53,SPREAD,O
1181,53,20,O
1182,53,BP,O
1183,53,MOODY,O
1184,53,AA1,O
1185,53,LISTING,O
1186,53,LUX,O
1187,53,PAY,O
1188,53,FREQ,O
1189,53,SP,ORG
1190,53,DENOMS,O
1191,53,K,O
1192,53,110100,O
1193,53,SALE,O
1194,53,LIMITS,O
1195,53,US,LOC
1196,53,UK,LOC
1197,53,Kah,LOC
1198,53,NEG,O
1199,53,PLG,O
1200,53,NO,O
1201,53,CRS,O
1202,53,DEFLT,O
1203,53,NO,O
1204,53,FORCE,O
1205,53,MAJ,O
1206,53,GOV,O
1207,53,LAW,O
1208,53,GERMAN,O
1209,53,HOME,O
1210,53,CTRY,O
1211,53,TAX,O
1212,53,PROVS,O
1213,53,STANDARD,O
1214,53,MGT,O
1215,53,UND,O
1216,53,0275,O
1217,53,SELL,O
1218,53,CONC,O
1219,53,160,O
1220,53,PRAECIP,O
1221,53,UNDERLYING,O
1222,53,GOVT,O
1223,53,BOND,O
1224,53,70,O
1225,53,PCT,O
1226,53,SEPT,O
1227,53,2001,O
1228,53,NOTES,O
1229,53,Bayerische,ORG
1230,53,Vereinsbank,ORG
1231,53,IS,O
1232,53,JOINT,O
1233,53,LEAD,O
1234,53,MANAGER,O
1235,53,Lunden,ORG
1236,53,Newsroom,ORG
1237,53,44,O
1238,53,171,O
1239,53,542,O
1240,53,7658,O
1241,53,DOCSTART,O
1242,53,Venantius,ORG
1243,53,sets,O
1244,53,300,O
1245,53,million,O
1246,53,January,O
1247,53,1999,O
1248,53,FRN,O
1249,54,Lunden,LOC
1250,54,19960822,O
1251,54,The,O
1252,54,following,O
1253,54,floatingrate,O
1254,54,issue,O
1255,54,was,O
1256,54,announced,O
1257,54,by,O
1258,54,lead,O
1259,54,manager,O
1260,54,Leemon,ORG
1261,54,BrotherS,ORG
1262,54,Internatonal,ORG
1263,55,BORROWER,O
1264,55,VENANTIUS,ORG
1265,55,Ab,ORG
1266,55,SWEDISH,O
1267,55,NATIONAL,O
1268,55,MORTGAGE,O
1269,55,AGENCY,O
1270,55,AMT,O
1271,55,300,O
1272,55,MLN,O
1273,55,SPREAD,O
1274,55,125,O
1275,55,BP,O
1276,55,MATURITY,O
1277,55,21JAN99,O
1278,55,TYPE,O
1279,55,FRN,O
1280,55,BASE,O
1281,55,3M,ORG
1282,55,LIBOR,O
1283,55,PAY,O
1284,55,DATE,O
1285,55,S23SEP96,O
1286,55,LAST,O
1287,55,MOODY,O
1288,55,AA3,O
1289,55,ISS,O
1290,55,PRICE,O
1291,55,99956,O
1292,55,FULL,O
1293,55,FEES,O
1294,55,10,O
1295,55,BP,O
1296,55,LAST,O
1297,55,SP,ORG
1298,55,AA,O
1299,55,REOFFER,O
1300,55,NOTES,O
1301,55,S,O
1302,55,SHORT,O
1303,55,FIRST,O
1304,55,COUPON,O
1305,55,LISTING,O
1306,55,Lunden,LOC
1307,55,DENOMS,O
1308,55,K,O
1309,55,110100,O
1310,55,SALE,O
1311,55,LIMITS,O
1312,55,US,LOC
1313,55,UK,LOC
1314,55,JP,LOC
1315,55,FR,LOC
1316,55,NEG,O
1317,55,PLG,O
1318,55,YES,O
1319,55,CRS,O
1320,55,DEFLT,O
1321,55,NO,O
1322,55,FORCE,O
1323,55,MAJ,O
1324,55,IPMA,O
1325,55,2,O
1326,55,GOV,O
1327,55,LAW,O
1328,55,ENGLISH,O
1329,55,HOME,O
1330,55,CTRY,O
1331,55,Sweeden,LOC
1332,55,TAX,O
1333,55,PROVS,O
1334,55,STANDARD,O
1335,55,MGT,O
1336,55,UND,O
1337,55,5,O
1338,55,BP,O
1339,55,SELL,O
1340,55,CONC,O
1341,55,5,O
1342,55,BP,O
1343,55,PRAECIP,O
1344,55,NOTES,O
1345,55,ISSUED,O
1346,55,OFF,O
1347,55,EMTN,O
1348,55,PROGRAMME,O
1349,55,Lunden,ORG
1350,55,Newsroom,ORG
1351,55,44,O
1352,55,171,O
1353,55,542,O
1354,55,8863,O
1355,55,DOCSTART,O
1356,55,Port,O
1357,55,conditions,O
1358,55,update,O
1359,55,Seria,LOC
1360,55,LloydS,ORG
1361,55,Shipping,ORG
1362,56,Port,O
1363,56,conditions,O
1364,56,from,O
1365,56,LloydS,ORG
1366,56,Shipping,ORG
1367,56,Intelligence,ORG
1368,56,Servis,ORG
1369,56,LATTAKIA,LOC
1370,56,Aug,O
1371,56,10,O
1372,56,waiting,O
1373,56,time,O
1374,56,at,O
1375,56,Lattakia,LOC
1376,56,and,O
1377,56,Tartous,LOC
1378,56,presently,O
1379,56,24,O
1380,56,hours,O
1381,57,DOCSTART,O
1382,57,Israel,LOC
1383,57,plays,O
1384,57,down,O
1385,57,fears,O
1386,57,of,O
1387,57,war,O
1388,57,with,O
1389,57,Seria,LOC
1390,58,Colleen,PER
1391,58,Seagle,PER
1392,58,Jerusalem,LOC
1393,58,19960822,O
1394,58,Israels,LOC
1395,58,outgoing,O
1396,58,peace,O
1397,58,negotiator,O
1398,58,with,O
1399,58,Seria,LOC
1400,58,said,O
1401,58,on,O
1402,58,Thursday,O
1403,58,current,O
1404,58,tensions,O
1405,58,between,O
1406,58,the,O
1407,58,two,O
1408,58,countries,O
1409,58,appeared,O
1410,58,to,O
1411,58,be,O
1412,58,a,O
1413,58,storm,O
1414,58,in,O
1415,58,a,O
1416,58,teacup,O
1417,59,Itamar,PER
1418,59,Rabinovich,PER
1419,59,who,O
1420,59,as,O
1421,59,Israels,LOC
1422,59,ambassador,O
1423,59,to,O
1424,59,Washington,LOC
1425,59,conducted,O
1426,59,unfruitful,O
1427,59,negotiations,O
1428,59,with,O
1429,59,Seria,LOC
1430,59,told,O
